,Tree ID,Species Name,DBH,Height,Crown Height,Crown Width,Canopy Cover,Tree Condition,Leaf Area,Leaf Biomass,Leaf Area Index,Basal Area,,Native to State
,,,(cm),(m),(m),(m),(m²),,(m²),(kg),,(m²),,
,2707,Acer tataricum ssp. ginnala,5.00,4.00,1.20,2.00,3.10,FAIR,4.50,0.30,1.40,0.00,,
,2708,Platanus x acerifolia 'Bloodgood',9.00,4.00,1.20,3.00,7.10,FAIR,8.80,0.40,1.20,0.00,,
,2709,Platanus x acerifolia 'Bloodgood',9.00,4.00,1.20,3.00,7.10,FAIR,10.00,0.50,1.40,0.00,,
,2710,Platanus x acerifolia 'Bloodgood',9.00,4.00,1.20,3.00,7.10,FAIR,7.70,0.40,1.10,0.00,,
,2711,Platanus x acerifolia 'Bloodgood',9.00,4.00,1.20,3.00,7.10,FAIR,8.30,0.40,1.20,0.00,,
,2712,Pyrus communis,4.00,2.00,0.60,2.00,3.10,FAIR,3.00,0.20,1.00,0.00,,
,2713,Pyrus communis,4.00,2.00,0.60,2.00,3.10,FAIR,3.00,0.20,1.00,0.00,,
,2714,Pyrus communis,4.00,2.00,0.60,2.00,3.10,FAIR,2.50,0.20,0.80,0.00,,
,2715,Pyrus communis,3.00,2.00,0.60,2.00,3.10,FAIR,2.20,0.20,0.70,0.00,,
,2716,Parrotia persica,8.00,4.00,1.20,4.00,12.60,FAIR,16.70,0.90,1.30,0.00,,
,2717,Parrotia persica,8.00,5.00,1.50,1.50,1.80,FAIR,4.30,0.20,2.40,0.00,,
,2718,Parrotia persica,8.00,5.00,1.50,1.50,1.80,FAIR,4.30,0.20,2.40,0.00,,
,2719,Parrotia persica,9.00,5.00,1.50,2.00,3.10,FAIR,6.10,0.30,1.90,0.00,,
,2720,Parrotia persica,8.00,5.00,1.50,1.50,1.80,FAIR,3.80,0.20,2.10,0.00,,
,2721,Parrotia persica,10.00,5.00,1.50,2.00,3.10,FAIR,4.80,0.30,1.50,0.00,,
,2722,Parrotia persica,8.00,5.00,1.50,1.50,1.80,FAIR,3.50,0.20,2.00,0.00,,
,2723,Parrotia persica,9.00,5.00,1.50,2.00,3.10,FAIR,6.10,0.30,1.90,0.00,,
,2724,Parrotia persica,8.00,4.00,1.20,1.50,1.80,FAIR,4.00,0.20,2.20,0.00,,
,2725,Parrotia persica,8.00,4.00,1.20,1.00,0.80,FAIR,2.40,0.10,3.00,0.00,,
,2726,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.70,0.40,1.20,0.00,,
,2727,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.30,1.00,0.00,,
,2728,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.30,1.00,0.00,,
,2729,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.40,1.30,0.00,,
,2730,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.30,1.00,0.00,,
,2731,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.00,0.40,1.30,0.00,,
,2732,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.50,0.40,1.10,0.00,,
,2733,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.50,0.40,1.10,0.00,,
,2734,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.40,1.30,0.00,,
,2735,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.40,1.30,0.00,,
,2736,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.00,0.40,1.30,0.00,,
,2737,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.40,1.30,0.00,,
,2738,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.50,0.40,1.10,0.00,,
,2739,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.00,0.40,1.30,0.00,,
,2740,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.30,1.00,0.00,,
,2741,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.40,1.30,0.00,,
,2742,Prunus dulcis,6.00,5.00,1.50,2.00,3.10,FAIR,3.70,0.40,1.20,0.00,,
,2743,Prunus dulcis,4.00,4.00,1.20,2.00,3.10,FAIR,3.20,0.30,1.00,0.00,,
,2744,Prunus dulcis,4.00,4.00,1.20,2.00,3.10,FAIR,2.60,0.30,0.80,0.00,,
,2754,Fagus,22.00,8.00,2.40,8.00,50.30,FAIR,113.10,5.70,2.30,0.00,,
,2755,Fagus,12.00,6.00,1.80,7.00,38.50,FAIR,60.90,3.00,1.60,0.00,,
,2756,Fagus,12.00,6.00,1.80,7.00,38.50,FAIR,73.60,3.70,1.90,0.00,,
,2757,Fagus,12.00,6.00,1.80,7.00,38.50,FAIR,73.60,3.70,1.90,0.00,,
,2763,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.90,0.20,2.20,0.00,,
,2764,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.50,0.20,2.00,0.00,,
,2795,Parrotia persica,10.00,4.00,1.20,3.00,7.10,FAIR,10.50,0.50,1.50,0.00,,
,2796,Parrotia persica,8.00,5.00,1.50,4.00,12.60,FAIR,15.70,0.80,1.20,0.00,,
,2797,Parrotia persica,10.00,4.00,1.20,3.00,7.10,FAIR,9.30,0.50,1.30,0.00,,
,2798,Fraxinus excelsior,15.00,5.00,1.50,5.00,19.60,FAIR,40.10,4.30,2.00,0.00,,
,2799,Picea abies,35.00,15.00,4.50,8.00,50.30,FAIR,222.00,37.00,4.40,0.10,,
,2800,Picea abies,35.00,15.00,4.50,8.00,50.30,FAIR,183.70,30.60,3.70,0.10,,
,2801,Picea abies,12.00,10.00,3.00,6.00,28.30,FAIR,66.00,11.00,2.30,0.00,,
,2803,Pyrus calleryana,9.00,4.00,1.20,2.00,3.10,FAIR,4.50,0.30,1.40,0.00,,
,2804,Pyrus calleryana,9.00,4.00,1.20,2.00,3.10,FAIR,4.90,0.40,1.50,0.00,,
,2805,Pyrus calleryana,12.00,5.00,1.50,2.50,4.90,FAIR,8.90,0.70,1.80,0.00,,
,2806,Pyrus calleryana,12.00,5.00,1.50,2.50,4.90,FAIR,8.90,0.70,1.80,0.00,,
,2807,Pyrus calleryana,9.00,4.00,1.20,2.00,3.10,FAIR,5.50,0.40,1.80,0.00,,
,2808,Pyrus calleryana,12.00,5.00,1.50,2.50,4.90,FAIR,7.30,0.50,1.50,0.00,,
,2809,Pyrus calleryana,8.00,2.50,0.80,1.00,0.80,FAIR,2.00,0.10,2.50,0.00,,
,2810,Pyrus calleryana,12.00,5.00,1.50,2.50,4.90,FAIR,9.40,0.70,1.90,0.00,,
,2821,Pyrus calleryana,18.00,6.00,1.80,3.00,7.10,FAIR,11.90,0.90,1.70,0.00,,
,2822,Pyrus calleryana,16.00,5.00,1.50,2.50,4.90,FAIR,8.60,0.60,1.80,0.00,,
,2823,Prunus avium,6.00,5.00,1.50,4.00,12.60,FAIR,9.80,0.80,0.80,0.00,,
,2824,Celtis australis,4.00,4.00,1.20,2.00,3.10,FAIR,3.60,0.20,1.10,0.00,,
,2849,Pyrus calleryana,11.00,5.00,1.50,2.00,3.10,FAIR,5.60,0.40,1.80,0.00,,
,2850,Pyrus calleryana,13.00,5.00,1.50,2.50,4.90,FAIR,8.60,0.60,1.70,0.00,,
,2851,Pyrus calleryana,13.00,5.00,1.50,2.50,4.90,FAIR,9.70,0.70,2.00,0.00,,
,2852,Pyrus calleryana,10.00,3.00,0.90,1.50,1.80,FAIR,3.20,0.20,1.80,0.00,,
,2853,Pyrus calleryana,11.00,4.50,1.30,2.00,3.10,FAIR,6.50,0.50,2.10,0.00,,
,2854,Sequoia sempervirens,28.00,10.00,3.00,4.00,12.60,FAIR,29.80,1.70,2.40,0.10,,
,2855,Platanus x hispanica,80.00,18.00,5.40,15.00,176.70,FAIR,507.00,23.30,2.90,0.50,,
,2885,Sophora japonica,26.00,10.00,3.00,9.00,63.60,FAIR,112.20,12.70,1.80,0.10,,
,2886,Cedrus atlantica,45.00,10.00,3.00,10.00,78.50,FAIR,259.10,60.70,3.30,0.20,,
,2911,Fraxinus excelsior,60.00,15.00,4.50,15.00,176.70,FAIR,625.20,66.50,3.50,0.30,,
,2912,Fraxinus excelsior,45.00,17.00,5.10,8.00,50.30,FAIR,219.10,23.30,4.40,0.20,,
,2913,Ulmus pumila,45.00,21.00,6.30,8.00,50.30,FAIR,209.70,14.30,4.20,0.20,,
,2914,Cedrus atlantica,45.00,21.00,6.30,8.00,50.30,FAIR,227.80,53.40,4.50,0.20,,
,2915,Cedrus deodara,65.00,24.00,7.20,16.00,201.10,FAIR,455.30,106.70,2.30,0.30,,
,2924,Picea abies,28.00,11.00,3.30,4.00,12.60,FAIR,40.10,6.70,3.20,0.10,,
,2926,Picea abies,18.00,7.00,2.10,4.00,12.60,FAIR,27.00,4.50,2.10,0.00,,
,2928,Platanus x hispanica,70.00,18.00,5.40,16.00,201.10,FAIR,626.70,28.80,3.10,0.40,,
,2929,Acer pseudoplatanus,35.00,12.00,3.60,10.00,78.50,FAIR,256.20,17.90,3.30,0.10,,
,2930,Platanus x hispanica,75.00,24.00,7.20,17.00,227.00,FAIR,680.70,31.30,3.00,0.40,,
,2931,Populus alba,45.00,21.00,6.30,8.00,50.30,FAIR,189.80,16.50,3.80,0.20,,
,2932,Aesculus hippocastanum,50.00,15.00,4.50,15.00,176.70,FAIR,478.10,33.40,2.70,0.20,,
,2933,Tilia x europaea,55.00,15.00,4.50,12.00,113.10,FAIR,558.90,26.00,4.90,0.20,,
,2934,Aesculus hippocastanum,60.00,15.00,4.50,12.00,113.10,FAIR,596.60,41.70,5.30,0.30,,
,2935,Populus alba,88.00,23.00,6.90,16.00,201.10,FAIR,619.50,53.90,3.10,0.60,,
,2936,Acer platanoides,25.00,9.00,2.70,11.00,95.00,FAIR,328.40,17.70,3.50,0.00,,
,2938,Betula pendula,36.00,14.00,4.20,7.00,38.50,FAIR,143.90,8.50,3.70,0.10,,
,2939,Betula pendula,15.00,7.00,2.10,4.00,12.60,FAIR,21.00,1.20,1.70,0.00,,
,2940,Acer platanoides,38.00,10.00,3.00,9.00,63.60,FAIR,228.30,12.30,3.60,0.10,,
,2941,Fraxinus excelsior,18.00,9.00,2.70,16.00,201.10,FAIR,465.00,49.50,2.30,0.00,,
,2942,Cedrus deodara,100.00,22.00,6.60,16.00,201.10,FAIR,598.90,140.40,3.00,0.80,,
,2943,Cedrus deodara,95.00,23.00,6.90,18.00,254.50,FAIR,744.40,174.50,2.90,0.70,,
,2944,Acer platanoides,55.00,13.00,3.90,12.00,113.10,FAIR,535.90,28.90,4.70,0.20,,
,2945,Picea abies,35.00,18.00,5.40,8.00,50.30,FAIR,188.40,31.40,3.70,0.10,,
,2946,Picea abies,35.00,14.00,4.20,7.00,38.50,FAIR,133.70,22.30,3.50,0.10,,
,2947,Picea abies,19.00,11.00,3.30,4.00,12.60,FAIR,35.00,5.80,2.80,0.00,,
,2948,Catalpa bignonioides,50.00,13.00,3.90,11.00,95.00,FAIR,326.10,17.40,3.40,0.20,,
,2949,Aesculus hippocastanum,60.00,14.00,4.20,11.00,95.00,FAIR,476.20,33.30,5.00,0.30,,
,2973,Quercus ilex,19.00,7.00,2.10,6.00,28.30,FAIR,68.00,6.70,2.40,0.00,,
,2974,Quercus ilex,19.00,7.00,2.10,6.00,28.30,FAIR,64.10,6.30,2.30,0.00,,
,2975,Quercus ilex,19.00,7.00,2.10,6.00,28.30,FAIR,60.20,5.90,2.10,0.00,,
,2978,Aesculus hippocastanum,52.50,16.00,4.80,6.00,28.30,FAIR,141.60,9.90,5.00,0.20,,
,2981,Pinus wallichiana,56.70,19.00,5.70,6.00,28.30,FAIR,155.00,14.90,5.50,0.30,,
,2984,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,2985,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,2986,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.20,0.20,1.80,0.00,,
,2987,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.50,0.20,2.00,0.00,,
,2988,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,2989,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,2990,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.90,0.20,2.20,0.00,,
,2991,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.90,0.20,2.20,0.00,,
,2992,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.50,0.20,2.00,0.00,,
,2993,Acer campestre,8.00,4.00,1.20,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,2994,Acer campestre,12.00,5.00,1.50,3.00,7.10,FAIR,11.10,0.60,1.60,0.00,,
,2995,Acer campestre,12.00,5.00,1.50,3.00,7.10,FAIR,11.80,0.70,1.70,0.00,,
,3046,Celtis australis,17.00,6.00,1.80,4.00,12.60,FAIR,23.40,1.40,1.90,0.00,,
,3047,Celtis australis,22.00,6.00,1.80,4.00,12.60,FAIR,19.70,1.20,1.60,0.00,,
,3048,Celtis australis,23.00,7.00,2.10,5.00,19.60,FAIR,41.80,2.50,2.10,0.00,,
,3049,Celtis australis,35.00,10.00,3.00,7.00,38.50,FAIR,99.80,5.90,2.60,0.10,,
,3050,Celtis australis,28.00,9.00,2.70,8.00,50.30,FAIR,122.10,7.20,2.40,0.10,,
,3051,Celtis australis,28.00,8.00,2.40,7.00,38.50,FAIR,85.30,5.00,2.20,0.10,,
,3052,Celtis australis,29.00,12.00,3.60,12.00,113.10,FAIR,346.20,20.40,3.10,0.10,,
,3053,Celtis australis,33.00,9.00,2.70,8.00,50.30,FAIR,168.00,9.90,3.30,0.10,,
,3054,Quercus robur,19.00,6.00,1.80,5.00,19.60,FAIR,32.60,2.20,1.70,0.00,,
,3055,Quercus robur,24.00,6.00,1.80,6.00,28.30,FAIR,54.60,3.60,1.90,0.00,,
,3056,Quercus robur,21.00,6.00,1.80,6.00,28.30,FAIR,52.10,3.50,1.80,0.00,,
,3084,Celtis australis,28.00,9.00,2.70,7.00,38.50,FAIR,88.70,5.20,2.30,0.10,,
,3085,Celtis australis,20.00,8.00,2.40,6.00,28.30,FAIR,59.90,3.50,2.10,0.00,,
,3086,Tilia cordata,25.00,10.00,3.00,6.00,28.30,FAIR,96.60,7.20,3.40,0.00,,
,3087,Tilia cordata,25.00,10.00,3.00,6.00,28.30,FAIR,96.60,7.20,3.40,0.00,,
,3088,Celtis australis,25.00,10.00,3.00,6.00,28.30,FAIR,71.10,4.20,2.50,0.00,,
,3089,Celtis australis,25.00,10.00,3.00,6.00,28.30,FAIR,71.10,4.20,2.50,0.00,,
,3090,Celtis australis,29.00,10.00,3.00,8.00,50.30,FAIR,165.80,9.80,3.30,0.10,,
,3091,Celtis australis,27.00,8.00,2.40,6.00,28.30,FAIR,75.30,4.40,2.70,0.10,,
,3092,Celtis australis,25.00,8.00,2.40,6.00,28.30,FAIR,73.20,4.30,2.60,0.00,,
,3093,Celtis australis,18.00,7.00,2.10,6.00,28.30,FAIR,62.30,3.70,2.20,0.00,,
,3094,Populus alba,70.00,20.00,6.00,3.00,7.10,FAIR,46.00,4.00,6.50,0.40,,
,3763,Celtis australis,22.00,8.00,2.40,8.00,50.30,FAIR,108.60,6.40,2.20,0.00,,
,3764,Celtis australis,22.00,8.00,2.40,8.00,50.30,FAIR,141.00,8.30,2.80,0.00,,
,3765,Celtis australis,16.00,8.00,2.40,6.00,28.30,FAIR,55.40,3.30,2.00,0.00,,
,3766,Fraxinus angustifolia,8.00,6.00,1.80,2.00,3.10,FAIR,7.60,0.50,2.40,0.00,,
,3767,Fraxinus angustifolia,8.00,6.00,1.80,2.00,3.10,FAIR,7.60,0.50,2.40,0.00,,
,3768,Quercus robur,4.00,5.00,1.50,2.00,3.10,FAIR,3.60,0.20,1.10,0.00,,
,3769,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3770,Quercus robur,5.00,6.00,1.80,2.00,3.10,FAIR,4.20,0.30,1.30,0.00,,
,3771,Quercus robur,4.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.20,1.00,0.00,,
,3772,Quercus robur,7.00,5.00,1.50,3.00,7.10,FAIR,7.80,0.50,1.10,0.00,,
,3773,Quercus robur,5.00,6.00,1.80,2.00,3.10,FAIR,3.20,0.20,1.00,0.00,,
,3774,Quercus robur,6.00,6.00,1.80,3.00,7.10,FAIR,7.90,0.50,1.10,0.00,,
,3775,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3776,Quercus robur,7.00,6.00,1.80,3.00,7.10,FAIR,7.40,0.50,1.00,0.00,,
,3777,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3778,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3779,Quercus robur,7.00,6.00,1.80,3.00,7.10,FAIR,7.40,0.50,1.00,0.00,,
,3780,Quercus robur,6.00,6.00,1.80,3.00,7.10,FAIR,6.60,0.40,0.90,0.00,,
,3781,Quercus robur,7.00,6.00,1.80,3.00,7.10,FAIR,6.90,0.50,1.00,0.00,,
,3782,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.70,0.20,1.20,0.00,,
,3783,Quercus robur,7.00,6.00,1.80,4.00,12.60,FAIR,10.90,0.70,0.90,0.00,,
,3784,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.40,0.20,1.10,0.00,,
,3785,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3786,Quercus robur,4.00,5.00,1.50,2.00,3.10,FAIR,3.20,0.20,1.00,0.00,,
,3787,Quercus robur,6.00,5.00,1.50,2.00,3.10,FAIR,3.70,0.20,1.20,0.00,,
,3788,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.00,0.20,1.00,0.00,,
,3789,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.70,0.20,1.20,0.00,,
,3790,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.00,0.20,1.00,0.00,,
,3791,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.40,0.20,1.10,0.00,,
,3792,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3793,Quercus robur,5.00,4.00,1.20,4.00,12.60,FAIR,10.50,0.70,0.80,0.00,,
,3794,Quercus robur,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.30,1.30,0.00,,
,3795,Quercus robur,6.00,5.00,1.50,2.00,3.10,FAIR,4.20,0.30,1.30,0.00,,
,3796,Quercus robur,6.00,6.00,1.80,3.00,7.10,FAIR,7.90,0.50,1.10,0.00,,
,3797,Quercus robur,6.00,6.00,1.80,2.00,3.10,FAIR,4.50,0.30,1.40,0.00,,
,3798,Quercus robur,6.00,6.00,1.80,2.00,3.10,FAIR,3.70,0.20,1.20,0.00,,
,3799,Quercus robur,5.00,5.00,1.50,2.00,3.10,FAIR,3.90,0.30,1.20,0.00,,
,3800,Quercus robur,6.00,5.00,1.50,3.00,7.10,FAIR,7.00,0.50,1.00,0.00,,
,3801,Celtis australis,20.00,6.00,1.80,6.00,28.30,FAIR,61.70,3.60,2.20,0.00,,
,3802,Acer campestre,6.00,6.00,1.80,4.00,12.60,FAIR,13.90,0.80,1.10,0.00,,
,3803,Acer campestre,6.00,6.00,1.80,4.00,12.60,FAIR,15.80,0.90,1.30,0.00,,
,3804,Acer campestre,6.00,6.00,1.80,4.00,12.60,FAIR,13.90,0.80,1.10,0.00,,
,3805,Platanus x acerifolia 'Bloodgood',100.00,22.00,6.60,20.00,314.20,FAIR,1178.30,54.10,3.80,0.80,,
,3806,Platanus x acerifolia 'Bloodgood',110.00,24.00,7.20,20.00,314.20,FAIR,1078.60,49.50,3.40,1.00,,
,3809,Fraxinus ornus,22.00,10.00,3.00,10.00,78.50,FAIR,247.80,17.60,3.20,0.00,,
,3810,Celtis australis,50.00,15.00,4.50,12.00,113.10,FAIR,399.40,23.50,3.50,0.20,,
,3811,Pinus nigra,34.60,10.70,3.20,5.30,22.10,FAIR,66.00,6.40,3.00,0.10,,
,3812,Juglans regia,41.60,17.20,5.20,8.40,55.40,FAIR,247.30,10.40,4.50,0.10,,
,3813,Quercus robur,13.00,5.00,1.50,6.00,28.30,FAIR,42.00,2.80,1.50,0.00,,
,3814,Quercus robur,19.00,8.00,2.40,5.00,19.60,FAIR,36.30,2.40,1.80,0.00,,
,3815,Quercus robur,20.00,8.00,2.40,5.00,19.60,FAIR,37.00,2.50,1.90,0.00,,
,3816,Quercus robur,20.00,8.00,2.40,6.00,28.30,FAIR,56.20,3.70,2.00,0.00,,
,3817,Quercus robur,20.00,7.00,2.10,6.00,28.30,FAIR,47.50,3.20,1.70,0.00,,
,3820,Celtis australis,46.00,12.50,3.80,11.00,95.00,FAIR,343.70,20.30,3.60,0.20,,
,3821,Celtis australis,46.00,13.00,3.90,12.00,113.10,FAIR,434.20,25.60,3.80,0.20,,
,3822,Celtis australis,45.00,12.00,3.60,12.00,113.10,FAIR,355.00,20.90,3.10,0.20,,
,3823,Celtis australis,46.00,13.00,3.90,12.00,113.10,FAIR,434.20,25.60,3.80,0.20,,
,3824,Pinus,35.60,10.80,3.20,5.40,22.60,FAIR,70.20,6.80,3.10,0.10,,
,3825,Quercus rubra,11.00,3.50,1.00,4.00,12.60,FAIR,18.20,1.50,1.40,0.00,,
,3826,Quercus rubra,12.00,4.00,1.20,3.00,7.10,FAIR,10.60,0.80,1.50,0.00,,
,3827,Quercus rubra,12.00,4.00,1.20,3.00,7.10,FAIR,11.30,0.90,1.60,0.00,,
,3829,Celtis australis,18.00,5.00,1.50,4.00,12.60,FAIR,22.40,1.30,1.80,0.00,,
,3830,Carpinus betulus,17.00,6.20,1.90,3.60,10.10,FAIR,21.20,1.30,2.10,0.00,,
,3831,Quercus rubra,9.00,3.00,0.90,3.00,7.10,FAIR,10.00,0.80,1.40,0.00,,
,3832,Quercus rubra,12.00,5.00,1.50,3.00,7.10,FAIR,9.30,0.70,1.30,0.00,,
,3833,Quercus rubra,14.00,5.00,1.50,3.00,7.10,FAIR,10.50,0.80,1.50,0.00,,
,3834,Quercus rubra,14.00,3.00,0.90,3.00,7.10,FAIR,11.70,0.90,1.70,0.00,,
,3836,Quercus rubra,15.00,6.00,1.80,4.00,12.60,FAIR,20.90,1.70,1.70,0.00,,
,3837,Quercus rubra,16.00,6.00,1.80,4.00,12.60,FAIR,20.00,1.60,1.60,0.00,,
,3838,Quercus rubra,13.00,5.50,1.70,4.00,12.60,FAIR,18.00,1.40,1.40,0.00,,
,3839,Quercus rubra,18.00,7.00,2.10,6.00,28.30,FAIR,54.50,4.30,1.90,0.00,,
,3840,Quercus rubra,7.00,5.50,1.70,4.00,12.60,FAIR,15.50,1.20,1.20,0.00,,
,3841,Quercus rubra,7.00,3.00,0.90,2.00,3.10,FAIR,4.60,0.40,1.50,0.00,,
,3842,Quercus rubra,7.00,3.00,0.90,2.00,3.10,FAIR,3.80,0.30,1.20,0.00,,
,3843,Fraxinus,10.00,4.00,1.20,3.00,7.10,FAIR,8.30,0.70,1.20,0.00,,
,3844,Fraxinus,12.00,5.50,1.70,3.00,7.10,FAIR,11.20,1.00,1.60,0.00,,
,3845,Fraxinus,14.00,6.00,1.80,3.00,7.10,FAIR,12.30,1.10,1.70,0.00,,
,3846,Fraxinus,13.00,5.50,1.70,3.00,7.10,FAIR,12.30,1.10,1.70,0.00,,
,3847,Quercus,24.80,10.00,3.00,5.00,19.60,FAIR,45.50,4.50,2.30,0.00,,
,3851,Nerium oleander,10.00,3.00,0.90,2.00,3.10,FAIR,3.90,0.60,1.20,0.00,,
,3852,Acer campestre,10.00,4.00,1.20,2.00,3.10,FAIR,5.80,0.30,1.80,0.00,,
,3853,Platanus x acerifolia 'Bloodgood',19.00,8.00,2.40,10.00,78.50,FAIR,178.60,8.20,2.30,0.00,,
,3854,Platanus x acerifolia 'Bloodgood',19.00,8.00,2.40,10.00,78.50,FAIR,231.90,10.70,3.00,0.00,,
,3855,Platanus x acerifolia 'Bloodgood',18.00,7.50,2.30,8.00,50.30,FAIR,126.20,5.80,2.50,0.00,,
,3856,Celtis australis,16.00,5.00,1.50,5.00,19.60,FAIR,35.00,2.10,1.80,0.00,,
,3857,Celtis australis,14.00,5.00,1.50,4.00,12.60,FAIR,20.50,1.20,1.60,0.00,,
,3858,Celtis australis,15.00,5.00,1.50,4.00,12.60,FAIR,16.20,1.00,1.30,0.00,,
,3859,Celtis australis,12.00,3.50,1.00,4.00,12.60,FAIR,13.70,0.80,1.10,0.00,,
,3860,Quercus,21.70,10.00,3.00,4.00,12.60,FAIR,25.80,2.50,2.10,0.00,,
,3861,Celtis australis,13.00,4.00,1.20,4.00,12.60,FAIR,17.80,1.00,1.40,0.00,,
,3862,Platanus x acerifolia 'Bloodgood',18.00,8.00,2.40,8.50,56.70,FAIR,157.50,7.20,2.80,0.00,,
,3863,Prunus cerasifera,30.00,10.00,3.00,2.00,3.10,FAIR,10.40,0.60,3.30,0.10,,
,3864,Prunus cerasifera,28.00,8.00,2.40,2.00,3.10,FAIR,7.60,0.50,2.40,0.10,,
,3865,Tilia x europaea,94.50,20.00,6.00,12.00,113.10,FAIR,692.40,32.20,6.10,0.70,,
,3866,Tilia x europaea,73.90,20.00,6.00,10.00,78.50,FAIR,540.40,25.10,6.90,0.40,,
,3867,Morus nigra,19.00,5.00,1.50,8.00,50.30,FAIR,113.80,9.60,2.30,0.00,,
,3868,Morus nigra,21.00,5.00,1.50,8.00,50.30,FAIR,117.90,9.90,2.30,0.00,,
,3870,Morus nigra,21.00,5.00,1.50,8.00,50.30,FAIR,111.10,9.40,2.20,0.00,,
,3871,Morus nigra,18.00,5.00,1.50,6.00,28.30,FAIR,53.20,4.50,1.90,0.00,,
,3872,Morus nigra,22.00,5.00,1.50,8.00,50.30,FAIR,106.10,8.90,2.10,0.00,,
,3873,Morus nigra,18.00,5.00,1.50,7.00,38.50,FAIR,60.70,5.10,1.60,0.00,,
,3874,Morus nigra,18.00,5.00,1.50,8.00,50.30,FAIR,105.20,8.90,2.10,0.00,,
,3875,Morus nigra,10.00,5.00,1.50,8.00,50.30,FAIR,90.70,7.60,1.80,0.00,,
,3876,Morus nigra,18.00,4.00,1.20,8.00,50.30,FAIR,108.10,9.10,2.20,0.00,,
,3877,Morus nigra,21.00,4.50,1.40,6.00,28.30,FAIR,45.40,3.80,1.60,0.00,,
,3878,Morus nigra,20.00,5.00,1.50,8.00,50.30,FAIR,109.20,9.20,2.20,0.00,,
,3879,Morus nigra,16.00,4.00,1.20,5.00,19.60,FAIR,24.00,2.00,1.20,0.00,,
,3880,Morus nigra,28.00,5.00,1.50,9.00,63.60,FAIR,146.00,12.30,2.30,0.10,,
,3881,Morus nigra,21.00,5.00,1.50,8.00,50.30,FAIR,117.90,9.90,2.30,0.00,,
,3882,Morus nigra,16.00,5.00,1.50,6.00,28.30,FAIR,45.20,3.80,1.60,0.00,,
,3883,Morus nigra,21.00,5.00,1.50,8.00,50.30,FAIR,117.90,9.90,2.30,0.00,,
