,Tree ID,Species Name,DBH,Height,Crown Height,Crown Width,Canopy Cover,Tree Condition,Leaf Area,Leaf Biomass,Leaf Area Index,Basal Area,,Native to State
,,,(cm),(m),(m),(m),(m²),,(m²),(kg),,(m²),,
,10154,Celtis australis,29.00,9.00,2.70,7.00,38.50,FAIR,109.90,6.50,2.90,0.10,,
,10155,Celtis australis,33.00,9.00,2.70,7.00,38.50,FAIR,115.00,6.80,3.00,0.10,,
,10156,Celtis australis,32.00,9.00,2.70,7.00,38.50,FAIR,120.70,7.10,3.10,0.10,,
,10157,Celtis australis,28.00,9.00,2.70,7.00,38.50,FAIR,101.90,6.00,2.60,0.10,,
,10158,Celtis australis,28.00,9.00,2.70,7.00,38.50,FAIR,115.20,6.80,3.00,0.10,,
,10159,Celtis australis,36.00,9.00,2.70,7.00,38.50,FAIR,118.60,7.00,3.10,0.10,,
,10160,Celtis australis,27.00,9.00,2.70,7.00,38.50,FAIR,87.60,5.20,2.30,0.10,,
,10161,Celtis australis,32.00,9.00,2.70,7.00,38.50,FAIR,106.90,6.30,2.80,0.10,,
,10162,Celtis australis,31.00,9.00,2.70,7.00,38.50,FAIR,91.90,5.40,2.40,0.10,,
,10163,Celtis australis,24.00,6.00,1.80,5.00,19.60,FAIR,37.70,2.20,1.90,0.00,,
,10164,Celtis australis,24.00,6.00,1.80,5.00,19.60,FAIR,42.60,2.50,2.20,0.00,,
,10165,Celtis australis,19.00,5.00,1.50,4.00,12.60,FAIR,17.60,1.00,1.40,0.00,,
,10166,Celtis australis,34.00,9.00,2.70,7.00,38.50,FAIR,123.30,7.30,3.20,0.10,,
,10167,Celtis australis,33.00,9.00,2.70,7.00,38.50,FAIR,101.00,6.00,2.60,0.10,,
,10168,Celtis australis,28.00,9.00,2.70,7.00,38.50,FAIR,95.30,5.60,2.50,0.10,,
,10169,Celtis australis,24.00,7.00,2.10,6.00,28.30,FAIR,57.00,3.40,2.00,0.00,,
,10170,Celtis australis,24.00,7.00,2.10,6.00,28.30,FAIR,68.90,4.10,2.40,0.00,,
,10171,Celtis australis,29.00,9.00,2.70,7.00,38.50,FAIR,116.60,6.90,3.00,0.10,,
,10172,Celtis australis,29.00,9.00,2.70,7.00,38.50,FAIR,103.20,6.10,2.70,0.10,,
,10173,Celtis australis,27.00,9.00,2.70,7.00,38.50,FAIR,113.70,6.70,3.00,0.10,,
,10174,Celtis australis,34.00,9.00,2.70,7.00,38.50,FAIR,102.10,6.00,2.70,0.10,,
,10175,Celtis australis,32.00,9.00,2.70,7.00,38.50,FAIR,93.00,5.50,2.40,0.10,,
,10176,Celtis australis,31.00,9.00,2.70,7.00,38.50,FAIR,119.40,7.00,3.10,0.10,,
,10177,Celtis australis,33.00,9.00,2.70,7.00,38.50,FAIR,122.10,7.20,3.20,0.10,,
,10178,Celtis australis,38.00,9.00,2.70,7.00,38.50,FAIR,128.30,7.60,3.30,0.10,,
,10179,Celtis australis,31.00,9.00,2.70,7.00,38.50,FAIR,119.40,7.00,3.10,0.10,,
,10180,Celtis australis,35.00,9.00,2.70,7.00,38.50,FAIR,110.30,6.50,2.90,0.10,,
,10181,Celtis australis,27.00,9.00,2.70,7.00,38.50,FAIR,113.70,6.70,3.00,0.10,,
,10182,Celtis australis,29.00,9.00,2.70,7.00,38.50,FAIR,89.80,5.30,2.30,0.10,,
,10183,Celtis australis,26.00,9.00,2.70,7.00,38.50,FAIR,105.80,6.20,2.70,0.10,,
,10184,Acer campestre,9.00,4.00,1.20,1.00,0.80,FAIR,2.90,0.20,3.70,0.00,,
,10185,Acer campestre,9.00,4.00,1.20,1.00,0.80,FAIR,2.80,0.20,3.50,0.00,,
,10186,Acer campestre,9.00,4.00,1.20,1.00,0.80,FAIR,2.40,0.10,3.10,0.00,,
,10187,Acer campestre,9.00,4.00,1.20,1.50,1.80,FAIR,3.60,0.20,2.00,0.00,,
,10188,Acer campestre,7.00,4.00,1.20,1.50,1.80,FAIR,2.90,0.20,1.60,0.00,,
,10189,Acer campestre,7.00,4.00,1.20,1.50,1.80,FAIR,3.10,0.20,1.70,0.00,,
,10190,Acer platanoides,7.00,4.00,1.20,1.50,1.80,FAIR,3.90,0.20,2.20,0.00,,
,10191,Acer campestre,8.00,3.50,1.00,1.50,1.80,FAIR,3.50,0.20,2.00,0.00,,
,10192,Acer campestre,8.00,3.50,1.00,1.50,1.80,FAIR,2.90,0.20,1.60,0.00,,
,10193,Acer campestre,8.00,3.50,1.00,1.50,1.80,FAIR,3.30,0.20,1.90,0.00,,
,10194,Acer campestre,8.00,3.50,1.00,1.50,1.80,FAIR,3.70,0.20,2.10,0.00,,
,10195,Acer campestre,8.00,3.50,1.00,1.50,1.80,FAIR,3.10,0.20,1.80,0.00,,
,10196,Celtis australis,29.00,10.00,3.00,8.00,50.30,FAIR,156.30,9.20,3.10,0.10,,
,10197,Celtis australis,29.00,10.00,3.00,8.00,50.30,FAIR,165.80,9.80,3.30,0.10,,
,10198,Celtis australis,31.00,10.00,3.00,8.00,50.30,FAIR,160.00,9.40,3.20,0.10,,
,10199,Celtis australis,33.00,10.00,3.00,8.00,50.30,FAIR,143.70,8.50,2.90,0.10,,
,10200,Celtis australis,48.00,10.00,3.00,8.00,50.30,FAIR,186.70,11.00,3.70,0.20,,
,10201,Celtis australis,50.00,10.00,3.00,8.00,50.30,FAIR,201.00,11.80,4.00,0.20,,
,10202,Celtis australis,34.00,10.00,3.00,8.00,50.30,FAIR,135.10,8.00,2.70,0.10,,
,10203,Celtis australis,33.00,10.00,3.00,8.00,50.30,FAIR,163.60,9.60,3.30,0.10,,
,10204,Celtis australis,34.00,10.00,3.00,8.00,50.30,FAIR,155.30,9.20,3.10,0.10,,
,10205,Celtis australis,38.00,10.00,3.00,8.00,50.30,FAIR,172.00,10.10,3.40,0.10,,
,10206,Celtis australis,34.00,10.00,3.00,8.00,50.30,FAIR,135.10,8.00,2.70,0.10,,
,10207,Celtis australis,41.00,10.00,3.00,8.00,50.30,FAIR,176.60,10.40,3.50,0.10,,
,10208,Celtis australis,38.00,10.00,3.00,8.00,50.30,FAIR,182.40,10.80,3.60,0.10,,
,10209,Celtis australis,40.00,10.00,3.00,8.00,50.30,FAIR,175.10,10.30,3.50,0.10,,
,10210,Celtis australis,36.00,10.00,3.00,8.00,50.30,FAIR,148.10,8.70,2.90,0.10,,
,10211,Celtis australis,38.00,10.00,3.00,8.00,50.30,FAIR,182.40,10.80,3.60,0.10,,
,10212,Celtis australis,31.00,10.00,3.00,8.00,50.30,FAIR,130.80,7.70,2.60,0.10,,
,10213,Celtis australis,43.00,12.00,3.60,10.00,78.50,FAIR,321.50,19.00,4.10,0.10,,
,10214,Celtis australis,48.00,12.00,3.60,10.00,78.50,FAIR,334.30,19.70,4.30,0.20,,
,10215,Celtis australis,38.00,12.00,3.60,10.00,78.50,FAIR,272.40,16.10,3.50,0.10,,
,10216,Celtis australis,46.00,12.00,3.60,10.00,78.50,FAIR,310.40,18.30,4.00,0.20,,
,10217,Celtis australis,35.00,12.00,3.60,10.00,78.50,FAIR,299.00,17.60,3.80,0.10,,
,10218,Celtis australis,54.00,12.00,3.60,10.00,78.50,FAIR,348.50,20.50,4.40,0.20,,
,10219,Celtis australis,44.00,12.00,3.60,10.00,78.50,FAIR,324.20,19.10,4.10,0.20,,
,10220,Celtis australis,34.00,12.00,3.60,10.00,78.50,FAIR,296.00,17.40,3.80,0.10,,
,10221,Celtis australis,34.00,12.00,3.60,10.00,78.50,FAIR,227.90,13.40,2.90,0.10,,
,10222,Celtis australis,39.00,12.00,3.60,10.00,78.50,FAIR,310.60,18.30,4.00,0.10,,
,10223,Celtis australis,24.00,10.00,3.00,8.00,50.30,FAIR,119.50,7.00,2.40,0.00,,
,10224,Celtis australis,44.00,12.00,3.60,10.00,78.50,FAIR,286.90,16.90,3.70,0.20,,
,10225,Celtis australis,41.00,12.00,3.60,10.00,78.50,FAIR,279.80,16.50,3.60,0.10,,
,10226,Celtis australis,44.00,12.00,3.60,10.00,78.50,FAIR,324.20,19.10,4.10,0.20,,
,10227,Celtis australis,48.00,12.00,3.60,10.00,78.50,FAIR,334.30,19.70,4.30,0.20,,
,10228,Celtis australis,43.00,12.00,3.60,10.00,78.50,FAIR,321.50,19.00,4.10,0.10,,
,10229,Celtis australis,32.00,12.00,3.60,10.00,78.50,FAIR,223.10,13.20,2.80,0.10,,
,10230,Celtis australis,46.00,12.00,3.60,10.00,78.50,FAIR,329.30,19.40,4.20,0.20,,
,10231,Celtis australis,52.00,12.00,3.60,10.00,78.50,FAIR,304.30,17.90,3.90,0.20,,
,10232,Celtis australis,54.00,12.00,3.60,10.00,78.50,FAIR,268.40,15.80,3.40,0.20,,
,10233,Celtis australis,60.00,13.00,3.90,10.00,78.50,FAIR,304.90,18.00,3.90,0.30,,
,10234,Celtis australis,60.00,13.00,3.90,10.00,78.50,FAIR,368.40,21.70,4.70,0.30,,
,10235,Celtis australis,39.00,12.00,3.60,10.00,78.50,FAIR,310.60,18.30,4.00,0.10,,
,10236,Celtis australis,56.00,13.00,3.90,10.00,78.50,FAIR,359.60,21.20,4.60,0.20,,
,10237,Celtis australis,55.00,13.00,3.90,10.00,78.50,FAIR,336.80,19.90,4.30,0.20,,
,10238,Celtis australis,46.00,13.00,3.90,10.00,78.50,FAIR,335.40,19.80,4.30,0.20,,
,10239,Celtis australis,50.00,13.00,3.90,10.00,78.50,FAIR,345.50,20.40,4.40,0.20,,
,10240,Celtis australis,46.00,13.00,3.90,10.00,78.50,FAIR,277.60,16.40,3.50,0.20,,
,10241,Celtis australis,45.00,13.00,3.90,10.00,78.50,FAIR,332.90,19.60,4.20,0.20,,
,10242,Celtis australis,28.00,8.00,2.40,5.00,19.60,FAIR,50.10,3.00,2.60,0.10,,
,10243,Cedrus deodara,58.00,16.00,4.80,13.00,132.70,FAIR,385.10,90.30,2.90,0.30,,
,10244,Pinus nigra,20.00,8.00,2.40,4.00,12.60,FAIR,29.60,2.90,2.40,0.00,,
,10245,Pinus nigra,31.00,9.00,2.70,6.00,28.30,FAIR,93.10,9.00,3.30,0.10,,
,10246,Pinus nigra,24.00,10.00,3.00,8.00,50.30,FAIR,174.50,16.80,3.50,0.00,,
,10247,Pinus nigra,32.00,10.00,3.00,8.00,50.30,FAIR,182.00,17.50,3.60,0.10,,
,10248,Cedrus deodara,50.00,14.00,4.20,10.00,78.50,FAIR,239.70,56.20,3.10,0.20,,
,10249,Pinus nigra,34.00,10.00,3.00,8.00,50.30,FAIR,197.30,19.00,3.90,0.10,,
,10250,Pinus nigra,24.00,10.00,3.00,5.00,19.60,FAIR,45.70,4.40,2.30,0.00,,
,10251,Pinus nigra,28.00,10.00,3.00,5.00,19.60,FAIR,62.70,6.00,3.20,0.10,,
,10252,Pinus nigra,31.00,10.00,3.00,7.00,38.50,FAIR,115.60,11.10,3.00,0.10,,
,10253,Pinus nigra,21.00,10.00,3.00,4.00,12.60,FAIR,34.00,3.30,2.70,0.00,,
,10254,Pinus nigra,54.00,10.00,3.00,6.00,28.30,FAIR,111.80,10.80,4.00,0.20,,
,10255,Pinus nigra,22.00,10.00,3.00,5.00,19.60,FAIR,47.70,4.60,2.40,0.00,,
,10256,Pinus nigra,21.00,8.00,2.40,4.00,12.60,FAIR,31.90,3.10,2.50,0.00,,
,10257,Pinus nigra,22.00,8.00,2.40,5.00,19.60,FAIR,42.80,4.10,2.20,0.00,,
,10258,Pinus nigra,26.00,8.00,2.40,6.00,28.30,FAIR,78.70,7.60,2.80,0.10,,
,10259,Pinus nigra,28.00,10.00,3.00,7.00,38.50,FAIR,134.80,13.00,3.50,0.10,,
,10260,Pinus nigra,24.00,7.00,2.10,5.00,19.60,FAIR,41.90,4.00,2.10,0.00,,
,10261,Pinus nigra,26.00,10.00,3.00,8.00,50.30,FAIR,169.20,16.30,3.40,0.10,,
,10262,Pinus nigra,24.00,10.00,3.00,6.00,28.30,FAIR,84.00,8.10,3.00,0.00,,
,10263,Pinus nigra,22.00,10.00,3.00,5.00,19.60,FAIR,44.40,4.30,2.30,0.00,,
,10264,Pinus nigra,34.00,10.00,3.00,8.00,50.30,FAIR,197.30,19.00,3.90,0.10,,
,10265,Pinus nigra,18.00,6.00,1.80,4.00,12.60,FAIR,20.70,2.00,1.60,0.00,,
,10266,Pinus nigra,34.00,10.00,3.00,8.00,50.30,FAIR,163.30,15.70,3.20,0.10,,
,10267,Pinus nigra,19.00,8.00,2.40,6.00,28.30,FAIR,74.80,7.20,2.60,0.00,,
,10268,Pinus nigra,25.00,10.00,3.00,7.00,38.50,FAIR,129.50,12.50,3.40,0.00,,
,10269,Pinus nigra,22.00,10.00,3.00,6.00,28.30,FAIR,71.50,6.90,2.50,0.00,,
,10270,Pinus nigra,22.00,8.00,2.40,6.00,28.30,FAIR,74.20,7.20,2.60,0.00,,
,10271,Pinus nigra,26.00,10.00,3.00,7.00,38.50,FAIR,116.20,11.20,3.00,0.10,,
,10272,Pinus nigra,25.00,11.00,3.30,7.00,38.50,FAIR,103.70,10.00,2.70,0.00,,
,10273,Pinus nigra,25.00,10.00,3.00,6.00,28.30,FAIR,90.40,8.70,3.20,0.00,,
,10274,Pinus nigra,28.00,10.00,3.00,8.00,50.30,FAIR,173.70,16.70,3.50,0.10,,
,10275,Pinus nigra,36.00,11.00,3.30,9.00,63.60,FAIR,207.60,20.00,3.30,0.10,,
,10276,Pinus nigra,26.00,11.00,3.30,6.00,28.30,FAIR,96.00,9.30,3.40,0.10,,
,10277,Pinus nigra,26.00,11.00,3.30,8.00,50.30,FAIR,142.80,13.80,2.80,0.10,,
,10278,Quercus robur,11.00,6.00,1.80,2.00,3.10,FAIR,4.90,0.30,1.60,0.00,,
,10279,Quercus robur,14.00,7.00,2.10,2.50,4.90,FAIR,8.70,0.60,1.80,0.00,,
,10280,Quercus robur,12.00,6.50,1.90,2.50,4.90,FAIR,7.90,0.50,1.60,0.00,,
,10281,Quercus robur,10.00,5.50,1.70,1.50,1.80,FAIR,3.80,0.30,2.20,0.00,,
,10282,Quercus robur,11.00,4.50,1.30,2.00,3.10,FAIR,5.00,0.30,1.60,0.00,,
,10283,Quercus robur,18.00,7.50,2.30,2.50,4.90,FAIR,9.80,0.70,2.00,0.00,,
,10284,Quercus robur,3.50,4.00,1.20,1.00,0.80,FAIR,1.30,0.10,1.70,0.00,,
,10285,Quercus robur,16.00,8.00,2.40,2.50,4.90,FAIR,9.80,0.60,2.00,0.00,,
,10286,Quercus robur,11.00,7.00,2.10,2.00,3.10,FAIR,6.00,0.40,1.90,0.00,,
,10287,Quercus robur,13.00,7.00,2.10,2.00,3.10,FAIR,6.30,0.40,2.00,0.00,,
,10288,Quercus robur,7.00,3.00,0.90,1.00,0.80,FAIR,1.70,0.10,2.10,0.00,,
,10289,Quercus robur,14.00,6.50,1.90,2.00,3.10,FAIR,5.20,0.30,1.60,0.00,,
,10290,Quercus robur,16.00,7.00,2.10,2.50,4.90,FAIR,8.00,0.50,1.60,0.00,,
,10291,Quercus robur,16.00,7.50,2.30,2.50,4.90,FAIR,9.40,0.60,1.90,0.00,,
,10292,Quercus robur,18.00,7.50,2.30,2.50,4.90,FAIR,9.80,0.70,2.00,0.00,,
,10293,Quercus robur,15.00,7.00,2.10,2.00,3.10,FAIR,6.70,0.40,2.10,0.00,,
,10294,Quercus robur,16.00,7.50,2.30,2.50,4.90,FAIR,8.90,0.60,1.80,0.00,,
,10295,Quercus robur,18.00,7.50,2.30,2.50,4.90,FAIR,8.70,0.60,1.80,0.00,,
,10296,Quercus robur,14.00,7.00,2.10,3.00,7.10,FAIR,8.80,0.60,1.20,0.00,,
,10297,Quercus robur,14.00,7.00,2.10,3.00,7.10,FAIR,9.50,0.60,1.30,0.00,,
,10298,Quercus robur,18.00,8.00,2.40,3.00,7.10,FAIR,13.40,0.90,1.90,0.00,,
,10299,Quercus robur,12.00,5.00,1.50,3.00,7.10,FAIR,8.90,0.60,1.30,0.00,,
,10301,Quercus robur,15.00,6.00,1.80,3.00,7.10,FAIR,11.00,0.70,1.60,0.00,,
,10302,Quercus robur,16.00,7.00,2.10,3.00,7.10,FAIR,12.00,0.80,1.70,0.00,,
,10303,Quercus robur,14.00,6.00,1.80,2.00,3.10,FAIR,6.00,0.40,1.90,0.00,,
,10304,Quercus robur,14.00,6.00,1.80,2.00,3.10,FAIR,6.00,0.40,1.90,0.00,,
,10305,Quercus robur,14.00,6.00,1.80,2.00,3.10,FAIR,4.60,0.30,1.50,0.00,,
,10306,Quercus robur,16.00,7.00,2.10,3.00,7.10,FAIR,12.00,0.80,1.70,0.00,,
,10307,Quercus robur,14.00,4.00,1.20,2.00,3.10,FAIR,5.20,0.30,1.70,0.00,,
,10309,Quercus robur,7.00,4.00,1.20,2.00,3.10,FAIR,3.40,0.20,1.10,0.00,,
,10310,Quercus robur,14.00,7.00,2.10,3.00,7.10,FAIR,11.40,0.80,1.60,0.00,,
,10311,Quercus robur,14.00,7.00,2.10,3.00,7.10,FAIR,8.80,0.60,1.20,0.00,,
,10312,Quercus robur,14.00,7.00,2.10,3.00,7.10,FAIR,11.40,0.80,1.60,0.00,,
,10313,Quercus robur,15.00,7.00,2.10,3.00,7.10,FAIR,9.70,0.60,1.40,0.00,,
,10314,Quercus robur,15.00,7.00,2.10,3.00,7.10,FAIR,9.70,0.60,1.40,0.00,,
,10315,Quercus robur,10.00,6.00,1.80,1.00,0.80,FAIR,2.70,0.20,3.50,0.00,,
,10316,Celtis australis,26.00,11.00,3.30,6.00,28.30,FAIR,85.40,5.00,3.00,0.10,,
,10317,Quercus rubra,14.00,6.00,1.80,4.00,12.60,FAIR,20.40,1.60,1.60,0.00,,
,10318,Quercus rubra,16.00,6.00,1.80,4.00,12.60,FAIR,24.20,1.90,1.90,0.00,,
,10319,Parrotia persica,6.00,4.00,1.20,1.50,1.80,FAIR,3.60,0.20,2.00,0.00,,
,10320,Quercus robur,8.00,6.00,1.80,4.00,12.60,FAIR,14.90,1.00,1.20,0.00,,
,10321,Quercus robur,8.00,5.00,1.50,2.00,3.10,FAIR,4.60,0.30,1.50,0.00,,
,10322,Quercus robur,8.00,5.00,1.50,2.00,3.10,FAIR,4.10,0.30,1.30,0.00,,
,10323,Quercus robur,10.00,5.00,1.50,2.50,4.90,FAIR,5.50,0.40,1.10,0.00,,
,10324,Quercus rubra,7.00,4.00,1.20,1.50,1.80,FAIR,2.90,0.20,1.70,0.00,,
,10325,Quercus petraea,14.00,5.50,1.70,4.00,12.60,FAIR,20.30,2.00,1.60,0.00,,
,10326,Quercus petraea,12.00,5.50,1.70,4.00,12.60,FAIR,18.20,1.80,1.40,0.00,,
,10327,Quercus petraea,9.00,4.00,1.20,3.00,7.10,FAIR,9.30,0.90,1.30,0.00,,
,10328,Quercus petraea,22.00,6.50,1.90,7.00,38.50,FAIR,86.80,8.50,2.30,0.00,,
,10329,Quercus petraea,18.00,7.00,2.10,8.00,50.30,FAIR,122.20,12.00,2.40,0.00,,
,10330,Quercus petraea,18.00,7.00,2.10,8.00,50.30,FAIR,115.20,11.30,2.30,0.00,,
,10331,Quercus petraea,18.00,6.00,1.80,6.00,28.30,FAIR,57.10,5.60,2.00,0.00,,
,10332,Quercus petraea,18.00,6.00,1.80,7.00,38.50,FAIR,84.20,8.30,2.20,0.00,,
,10333,Quercus petraea,22.00,7.00,2.10,6.00,28.30,FAIR,64.30,6.30,2.30,0.00,,
,10334,Quercus petraea,18.00,6.00,1.80,6.00,28.30,FAIR,50.60,5.00,1.80,0.00,,
,10335,Quercus petraea,29.00,8.00,2.40,8.00,50.30,FAIR,149.40,14.70,3.00,0.10,,
,10336,Fraxinus,22.00,8.00,2.40,7.00,38.50,FAIR,103.00,9.30,2.70,0.00,,
,10337,Fraxinus,18.00,7.00,2.10,6.00,28.30,FAIR,51.50,4.60,1.80,0.00,,
,10338,Fraxinus,18.00,7.00,2.10,6.00,28.30,FAIR,66.90,6.00,2.40,0.00,,
,10339,Fraxinus,22.00,8.00,2.40,7.00,38.50,FAIR,90.50,8.20,2.40,0.00,,
,10340,Fraxinus,18.00,8.00,2.40,7.00,38.50,FAIR,101.80,9.20,2.60,0.00,,
,10341,Fraxinus,17.00,7.00,2.10,6.00,28.30,FAIR,65.60,5.90,2.30,0.00,,
,10342,Fraxinus,19.00,8.00,2.40,7.00,38.50,FAIR,103.80,9.40,2.70,0.00,,
,10343,Fraxinus,17.00,8.00,2.40,6.00,28.30,FAIR,68.70,6.20,2.40,0.00,,
,10344,Fraxinus,16.00,7.00,2.10,6.00,28.30,FAIR,49.40,4.50,1.70,0.00,,
,10345,Fraxinus,18.00,7.00,2.10,6.00,28.30,FAIR,55.40,5.00,2.00,0.00,,
,10346,Fraxinus,13.00,7.00,2.10,6.00,28.30,FAIR,59.70,5.40,2.10,0.00,,
,10347,Fraxinus,18.00,7.00,2.10,7.00,38.50,FAIR,97.90,8.80,2.50,0.00,,
,10348,Fraxinus,25.00,7.00,2.10,6.00,28.30,FAIR,66.50,6.00,2.40,0.00,,
,10349,Fraxinus,7.00,4.00,1.20,1.00,0.80,FAIR,2.80,0.30,3.60,0.00,,
,10350,Fraxinus,22.00,7.00,2.10,5.00,19.60,FAIR,46.90,4.20,2.40,0.00,,
,10351,Fraxinus,22.00,7.00,2.10,5.00,19.60,FAIR,36.10,3.30,1.80,0.00,,
,10352,Fraxinus,11.00,5.00,1.50,3.00,7.10,FAIR,10.50,0.90,1.50,0.00,,
,10353,Fraxinus,15.00,4.00,1.20,3.00,7.10,FAIR,12.40,1.10,1.80,0.00,,
,10354,Fraxinus,10.00,3.00,0.90,2.00,3.10,FAIR,4.70,0.40,1.50,0.00,,
,10355,Fraxinus,10.00,5.00,1.50,2.00,3.10,FAIR,6.40,0.60,2.00,0.00,,
,10356,Fraxinus,16.00,6.00,1.80,3.00,7.10,FAIR,14.50,1.30,2.10,0.00,,
,10357,Fraxinus,10.00,4.00,1.20,2.00,3.10,FAIR,6.00,0.50,1.90,0.00,,
,10358,Fraxinus,19.00,8.00,2.40,7.00,38.50,FAIR,85.90,7.70,2.20,0.00,,
,10359,Fraxinus,18.00,6.00,1.80,6.00,28.30,FAIR,49.20,4.40,1.70,0.00,,
,10360,Corylus colurna,19.00,8.00,2.40,5.00,19.60,FAIR,39.50,2.70,2.00,0.00,,
,10361,Corylus colurna,24.00,9.00,2.70,6.00,28.30,FAIR,68.40,4.80,2.40,0.00,,
,10362,Corylus colurna,17.00,8.00,2.40,5.00,19.60,FAIR,40.70,2.80,2.10,0.00,,
,10363,Carpinus betulus,7.00,4.00,1.20,2.00,3.10,FAIR,6.60,0.40,2.10,0.00,,
,10364,Tilia,5.00,4.00,1.20,1.50,1.80,FAIR,3.80,0.20,2.20,0.00,,
,10365,Carpinus betulus,7.00,4.00,1.20,2.00,3.10,FAIR,6.60,0.40,2.10,0.00,,
,10366,Quercus robur,11.00,7.00,2.10,3.00,7.10,FAIR,10.50,0.70,1.50,0.00,,
,10367,Quercus robur,28.00,10.00,3.00,4.00,12.60,FAIR,22.70,1.50,1.80,0.10,,
,10368,Liriodendron tulipifera,7.00,4.50,1.30,2.00,3.10,FAIR,4.30,0.30,1.40,0.00,,
,10369,Liriodendron tulipifera,7.00,4.50,1.30,2.00,3.10,FAIR,4.30,0.30,1.40,0.00,,
,10370,Liriodendron tulipifera,7.00,4.50,1.30,2.00,3.10,FAIR,5.50,0.30,1.80,0.00,,
,10371,Liriodendron tulipifera,7.00,4.50,1.30,2.00,3.10,FAIR,5.50,0.30,1.80,0.00,,
,10372,Platanus x hispanica,7.00,4.00,1.20,1.50,1.80,FAIR,2.90,0.10,1.60,0.00,,
,10373,Platanus x hispanica,19.00,8.00,2.40,8.00,50.30,FAIR,138.70,6.40,2.80,0.00,,
,10374,Carpinus betulus,16.00,6.00,1.80,6.00,28.30,FAIR,67.80,4.10,2.40,0.00,,
,10375,Carpinus betulus,20.00,6.00,1.80,7.00,38.50,FAIR,122.10,7.40,3.20,0.00,,
,10376,Carpinus betulus,13.00,5.00,1.50,4.00,12.60,FAIR,23.80,1.40,1.90,0.00,,
,10377,Carpinus betulus,16.00,5.00,1.50,5.00,19.60,FAIR,47.10,2.80,2.40,0.00,,
,10378,Carpinus betulus,14.00,5.00,1.50,6.00,28.30,FAIR,53.80,3.20,1.90,0.00,,
,10379,Carpinus betulus,18.00,6.00,1.80,7.00,38.50,FAIR,117.70,7.10,3.10,0.00,,
,10380,Carpinus betulus,14.00,4.00,1.20,5.00,19.60,FAIR,42.60,2.60,2.20,0.00,,
,10381,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.80,0.40,1.50,0.00,,
,10382,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,3.70,0.30,1.20,0.00,,
,10383,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.30,0.40,1.40,0.00,,
,10384,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.50,0.40,1.40,0.00,,
,10385,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.80,0.40,1.50,0.00,,
,10386,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.50,0.40,1.40,0.00,,
,10387,Zelkova carpinifolia,9.00,4.00,1.20,1.00,0.80,FAIR,2.70,0.20,3.50,0.00,,
,10388,Zelkova carpinifolia,7.00,4.00,1.20,1.00,0.80,FAIR,2.50,0.20,3.20,0.00,,
,10389,Zelkova carpinifolia,7.00,4.00,1.20,1.00,0.80,FAIR,2.70,0.20,3.40,0.00,,
,10390,Zelkova carpinifolia,7.00,3.50,1.00,1.00,0.80,FAIR,2.40,0.20,3.10,0.00,,
,10391,Zelkova carpinifolia,7.00,4.00,1.20,1.00,0.80,FAIR,2.70,0.20,3.40,0.00,,
,10392,Fraxinus,6.00,3.50,1.00,2.00,3.10,FAIR,4.80,0.40,1.50,0.00,,
,10393,Fraxinus,8.00,6.00,1.80,2.00,3.10,FAIR,6.00,0.50,1.90,0.00,,
,10394,Fraxinus,8.00,6.00,1.80,2.00,3.10,FAIR,6.40,0.60,2.00,0.00,,
,10395,Fraxinus,8.00,6.00,1.80,2.00,3.10,FAIR,6.40,0.60,2.00,0.00,,
,10396,Fraxinus,8.00,6.00,1.80,2.00,3.10,FAIR,5.70,0.50,1.80,0.00,,
,10397,Platanus x hispanica,60.00,24.00,7.20,12.00,113.10,FAIR,519.60,23.90,4.60,0.30,,
,10398,Platanus x hispanica,19.00,12.00,3.60,7.00,38.50,FAIR,96.90,4.50,2.50,0.00,,
,10399,Fraxinus,7.00,3.50,1.00,1.50,1.80,FAIR,3.70,0.30,2.10,0.00,,
,10400,Fraxinus,7.00,3.50,1.00,1.50,1.80,FAIR,3.10,0.30,1.70,0.00,,
,10401,Fraxinus,7.00,3.50,1.00,1.50,1.80,FAIR,3.30,0.30,1.90,0.00,,
,10402,Fraxinus,7.00,3.50,1.00,1.50,1.80,FAIR,3.10,0.30,1.70,0.00,,
,10403,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.90,0.30,1.60,0.00,,
,10404,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.30,0.30,1.40,0.00,,
,10405,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.90,0.30,1.60,0.00,,
,10406,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.90,0.30,1.60,0.00,,
,10407,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.60,0.30,1.50,0.00,,
,10408,Liriodendron tulipifera,6.00,3.50,1.00,2.00,3.10,FAIR,4.90,0.30,1.60,0.00,,
,10409,Platanus x hispanica,125.00,26.00,7.80,20.00,314.20,FAIR,1274.90,58.60,4.10,1.20,,
