TreeID,SpeciesName,DBH,ReplacementValue,CarbonStorage,GrossCarbonSequestration,AvoidedRunoff,PollutionRemoval,TotalAnnualBenefits
9109,Parrotia persica,7,136.55,8.6,0.6,0,4.8,0.14
9110,Parrotia persica,7,136.55,8.6,0.6,0,5.5,0.14
9111,Parrotia persica,7,136.55,8.6,0.6,0,4.5,0.14
9112,Parrotia persica,7,136.55,8.6,0.6,0,5.5,0.14
9113,Parrotia persica,8,178.35,11.8,0.8,0,6.9,0.18
9114,Parrotia persica,13,544.27,37.9,1.5,0,37,0.52
9115,Parrotia persica,15,616.56,53.6,1.9,0,32.2,0.54
9116,Parrotia persica,26,1198.7,205,4.2,0.4,286.9,2.83
9117,Acer buergerianum,24,1170.78,179.3,5.3,0.4,312.6,3.21
9118,Parrotia persica,13,544.27,37.9,1.5,0,28.7,0.46
9119,Parrotia persica,13,544.27,37.9,1.5,0,23.8,0.42
9120,Parrotia persica,20,842.45,107.8,2.8,0.1,97.8,1.19
9121,Parrotia persica,30,1487.84,291.5,5.2,0.3,249.3,2.71
9122,Parrotia persica,15,616.56,53.6,1.9,0.1,41.2,0.61
9123,Acer negundo,28,922.45,186,6,0.2,197.9,2.46
9124,Parrotia persica,25,1132.87,186.1,3.9,0.2,184.9,2.03
9125,Parrotia persica,20,842.45,107.8,2.8,0.3,225.5,2.16
9126,Acer negundo,28,922.45,189.5,6.1,0.4,282.9,3.12
9127,Parrotia persica,20,842.45,107.8,2.8,0.2,147,1.57
9128,Prunus cerasifera,18,677.81,89,3.8,0.1,60.9,1.06
9129,Prunus cerasifera,22,836.12,145,5,0.1,111.9,1.65
9132,Prunus cerasifera,22,836.12,145,5,0,32,1.04
9133,Prunus cerasifera,18,677.81,89,3.8,0.1,116.4,1.48
9134,Prunus cerasifera,11,476.96,26.8,1.9,0,14,0.4
9135,Prunus cerasifera,7,104.67,8.9,1,0,4.6,0.19
9136,Prunus cerasifera,28,1132.95,260.9,7,0.2,128.3,2.1
9137,Prunus cerasifera,27,1078.53,238.8,6.7,0.2,165.6,2.32
9138,Prunus cerasifera,26,1026.09,217.8,6.3,0.3,205.4,2.57
9139,Prunus cerasifera,21,793.57,129.5,4.7,0.2,155.1,1.92
9140,Prunus cerasifera,21,793.57,129.5,4.7,0.2,184.4,2.14
9141,Pyrus calleryana,22,950.87,129.1,4.5,0.2,165.1,1.96
9142,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,190.6,2.3
9143,Pyrus calleryana,17,699.17,68.7,3.1,0.1,53.3,0.9
9144,Pyrus calleryana,28,1338.11,233,6.3,0.3,230.3,2.75
9145,Liriodendron tulipifera,13,561.06,27.1,2.1,0,26,0.53
9146,Photinia serrulata,5,69.67,5.8,0.9,0,2,0.16
9147,Carpinus betulus,20,842.45,115.2,3.9,0.1,82.2,1.25
9148,Carpinus betulus,17,699.17,80.8,3.2,0,39.6,0.81
9149,Carpinus betulus,20,842.45,115.2,3.9,0.1,104.3,1.42
9150,Carpinus betulus,19,792.11,102.9,3.7,0.2,164,1.83
9151,Carpinus betulus,10,278.67,26.5,1.7,0,6.8,0.32
9152,Carpinus betulus,10,278.67,26.5,1.7,0,6.8,0.32
9153,Carpinus betulus,20,842.45,115.2,3.9,0.2,156.8,1.82
9154,Carpinus betulus,15,616.56,61.7,2.7,0,22.5,0.61
9159,Carpinus betulus,19,792.11,102.9,3.7,0.1,70.5,1.13
9160,Carpinus betulus,16,656.57,70.8,3,0,28.2,0.69
9161,Carpinus betulus,17,699.17,80.8,3.2,0.1,67.8,1.03
9162,Carpinus betulus,18,744.35,91.4,3.5,0.1,79.2,1.15
9163,Carpinus betulus,17,699.17,80.8,3.2,0.1,77.7,1.1
9164,Carpinus betulus,12,512,38.5,2.1,0,38,0.62
9165,Carpinus betulus,13,544.27,45.5,2.3,0.1,95.8,1.09
9166,Carpinus betulus,16,656.57,70.8,3,0.1,42,0.79
9167,Carpinus betulus,14,579.13,53.2,2.5,0,23.5,0.58
9168,Carpinus betulus,10,278.67,26.5,1.7,0,9,0.34
9169,Carpinus betulus,16,656.57,70.8,3,0,12.2,0.57
9170,Carpinus betulus,15,616.56,61.7,2.7,0.1,54.2,0.85
9171,Carpinus betulus,20,842.45,115.2,3.9,0.2,126,1.58
9172,Carpinus betulus,13,544.27,45.5,2.3,0,14,0.47
9173,Carpinus betulus,20,842.45,115.2,3.9,0.1,54.4,1.04
9174,Carpinus betulus,15,616.56,61.7,2.7,0,25.9,0.64
9175,Carpinus betulus,14,579.13,53.2,2.5,0,32.8,0.65
9176,Carpinus betulus,10,278.67,26.5,1.7,0,7.1,0.32
9177,Carpinus betulus,12,512,38.5,2.1,0,10.3,0.41
9178,Carpinus betulus,14,579.13,53.2,2.5,0,16.8,0.53
9179,Carpinus betulus,12,512,38.5,2.1,0,14.7,0.45
9180,Carpinus betulus,13,544.27,45.5,2.3,0,39,0.66
9181,Carpinus betulus,13,544.27,45.5,2.3,0.1,46.8,0.72
9182,Carpinus betulus,15,616.56,61.7,2.7,0.1,60.4,0.9
9183,Carpinus betulus,15,616.56,61.7,2.7,0,24.4,0.62
9184,Carpinus betulus,20,842.45,115.2,3.9,0.1,70.5,1.17
9185,Carpinus betulus,20,842.45,115.2,3.9,0.1,70.5,1.17
9186,Carpinus betulus,20,842.45,115.2,3.9,0.2,180.7,2
9187,Carpinus betulus,20,842.45,115.2,3.9,0.3,265.8,2.64
9188,Carpinus betulus,20,842.45,115.2,3.9,0.2,191.7,2.08
9189,Carpinus betulus,18,744.35,91.4,3.5,0.1,107.5,1.36
9190,Carpinus betulus,20,842.45,115.2,3.9,0.1,51.3,1.02
9191,Carpinus betulus,10,278.67,26.5,1.7,0,7,0.32
9192,Carpinus betulus,10,278.67,26.5,1.7,0,5.5,0.31
9193,Carpinus betulus,19,792.11,102.9,3.7,0.2,123.7,1.53
9194,Carpinus betulus,19,792.11,102.9,3.7,0.1,47.4,0.95
9195,Carpinus betulus,19,792.11,102.9,3.7,0,23.2,0.77
9196,Carpinus betulus,20,842.45,115.2,3.9,0.2,165,1.88
9197,Carpinus betulus,19,792.11,102.9,3.7,0.3,246,2.45
9198,Carpinus betulus,18,744.35,91.4,3.5,0,27.5,0.76
9199,Carpinus betulus,12,512,38.5,2.1,0,17.1,0.46
9200,Carpinus betulus,10,278.67,26.5,1.7,0.1,54.9,0.68
9201,Carpinus betulus,20,842.45,115.2,3.9,0.1,75.7,1.21
9202,Carpinus betulus,30,1487.84,286,6.7,0.2,198.1,2.57
9203,Carpinus betulus,6,100.32,9.9,1,0.1,79.5,0.75
9204,Carpinus betulus,25,1132.87,189.3,5.3,0.2,149.6,1.98
9205,Carpinus betulus,30,1487.84,286,6.7,0.1,105.6,1.88
9206,Carpinus betulus,35,1907.35,406.9,6.1,0.2,139.4,2.03
9207,Carpinus betulus,12,512,38.5,2.1,0,37.9,0.62
9208,Carpinus betulus,10,278.67,26.5,1.7,0,19.5,0.42
9209,Carpinus betulus,25,1132.87,189.3,5.3,0.1,87.6,1.51
9210,Carpinus betulus,25,1132.87,189.3,5.3,0.3,224.4,2.54
9211,Carpinus betulus,20,842.45,115.2,3.9,0.1,47.8,1
9212,Carpinus betulus,30,1487.84,286,6.7,0.3,239.4,2.89
9213,Carpinus betulus,29,1411.68,264.8,6.4,0.6,481.4,4.66
9214,Carpinus betulus,29,1411.68,264.8,6.4,0.2,155.6,2.21
9215,Carpinus betulus,30,1487.84,286,6.7,0.3,259,3.03
9216,Carpinus betulus,34,1818.28,380.7,6.3,0.2,158.6,2.21
9217,Carpinus betulus,10,278.67,26.5,1.7,0,7,0.32
9218,Carpinus betulus,8,178.35,17,1.3,0,6.9,0.26
9219,Carpinus betulus,10,278.67,26.5,1.7,0.1,42.6,0.59
9220,Carpinus betulus,4,51.07,4.8,0.6,0,9.2,0.17
9221,Carpinus betulus,10,278.67,26.5,1.7,0,5.8,0.31
9222,Carpinus betulus,8,178.35,17,1.3,0,10,0.28
9223,Carpinus betulus,10,278.67,26.5,1.7,0,7.9,0.33
9224,Carpinus betulus,11,482.32,32.2,1.9,0,10.6,0.38
9225,Carpinus betulus,10,278.67,26.5,1.7,0,5.9,0.31
9226,Carpinus betulus,12,512,38.5,2.1,0,8.5,0.4
9227,Carpinus betulus,30,1487.84,286,6.7,0.1,94.9,1.8
9228,Carpinus betulus,20,842.45,115.2,3.9,0.1,97,1.37
9229,Acer negundo,45,1766.62,546.3,11.1,0.5,430.8,5.04
9230,Acer negundo,35,1222.43,309,8.1,0.1,114.6,2.16
9231,Acer negundo,40,1477.52,414.9,9.5,0.2,120.1,2.44
9232,Acer negundo,40,1477.52,421.3,9.6,0.8,641.9,6.39
9233,Acer negundo,20,661.25,93.4,4.1,0.3,213.6,2.28
9234,Carpinus betulus,20,842.45,115.2,3.9,0.4,348.8,3.26
9235,Carpinus betulus,10,278.67,26.5,1.7,0,7.6,0.33
9236,Carpinus betulus,20,842.45,115.2,3.9,0.4,293,2.84
9237,Liriodendron tulipifera,18,800.68,59.3,3.2,0.1,48.1,0.88
9238,Liriodendron tulipifera,18,800.68,59.3,3.2,0,22.3,0.69
9239,Liriodendron tulipifera,13,561.06,27.1,2.1,0,8,0.39
9240,Liriodendron tulipifera,12,522.41,22.4,1.8,0,8.4,0.36
9241,Liriodendron tulipifera,12,522.41,22.4,1.8,0,25.3,0.49
9242,Liriodendron tulipifera,12,522.41,22.4,1.8,0,30.8,0.53
9243,Liriodendron tulipifera,12,522.41,22.4,1.8,0,16,0.42
9244,Liriodendron tulipifera,7,163.54,6.1,0.9,0,6.1,0.19
9245,Quercus rubra,18,800.68,73.2,3.1,0.1,43.8,0.82
9246,Liriodendron tulipifera,5,83.44,2.6,0.6,0,4.9,0.13
9247,Quercus rubra,14,602.8,39.7,2.2,0,9.9,0.42
9248,Quercus rubra,14,602.8,39.7,2.2,0,16,0.47
9249,Liriodendron tulipifera,11,486.85,18.1,1.6,0,12.3,0.36
9250,Liriodendron tulipifera,14,602.8,32.4,2.3,0,21.8,0.53
9251,Liriodendron tulipifera,10,333.76,14.4,1.4,0,13.7,0.33
9252,Liriodendron tulipifera,12,522.41,22.4,1.8,0,18,0.43
9253,Quercus rubra,18,800.68,73.2,3.1,0,14.5,0.6
9254,Quercus rubra,12,522.41,27.3,1.7,0,15.3,0.39
9255,Quercus rubra,12,522.41,27.3,1.7,0,12.6,0.37
9256,Liriodendron tulipifera,10,333.76,14.4,1.4,0,11.2,0.31
9257,Liriodendron tulipifera,11,486.85,18.1,1.6,0,15.2,0.38
9258,Quercus rubra,17,746.58,63.7,2.8,0,17.5,0.59
9259,Quercus rubra,9,270.35,13.6,1.2,0,5,0.22
9260,Quercus rubra,13,561.06,33.2,1.9,0,10.9,0.39
9262,Liriodendron tulipifera,10,333.76,14.4,1.4,0,18.1,0.37
9263,Quercus rubra,14,602.8,39.7,2.2,0,7.9,0.41
9264,Quercus rubra,19,857.89,83.4,3.3,0,33,0.78
9265,Liriodendron tulipifera,8,213.61,8.4,1.1,0,10.2,0.25
9266,Liriodendron tulipifera,13,561.06,27.1,2.1,0.1,60.4,0.79
9267,Quercus rubra,14.5,624.83,43.3,2.3,0.1,40.6,0.67
9268,Quercus rubra,18,800.68,73.2,3.1,0,19.8,0.64
9269,Liriodendron tulipifera,9,270.35,11.2,1.2,0,8.6,0.26
9270,Liriodendron tulipifera,10,333.76,14.4,1.4,0,7,0.28
9271,Quercus rubra,13,561.06,33.2,1.9,0,32.6,0.56
9272,Liriodendron tulipifera,10,333.76,14.4,1.4,0,5.5,0.27
9273,Liriodendron tulipifera,6,120.16,4.1,0.7,0,9.6,0.19
9274,Liriodendron tulipifera,12,522.41,22.4,1.8,0,15.4,0.41
9275,Quercus rubra,15,647.63,47,2.4,0,28.4,0.6
9276,Quercus rubra,10,333.76,17.5,1.3,0,10.5,0.3
9277,Quercus rubra,16,695.56,55,2.6,0,21,0.58
9278,Quercus rubra,13,561.06,33.2,1.9,0.1,41.7,0.63
9279,Quercus rubra,13,561.06,33.2,1.9,0,34,0.57
9280,Carpinus betulus,5,69.67,7.1,0.8,0,6,0.17
9281,Liriodendron tulipifera,8,213.61,8.4,1.1,0,8.1,0.23
9282,Liriodendron tulipifera,8,213.61,8.4,1.1,0,6.3,0.22
9283,Liriodendron tulipifera,8,213.61,8.4,1.1,0,7.7,0.23
9284,Liriodendron tulipifera,10,333.76,14.4,1.4,0,8.4,0.29
9285,Liriodendron tulipifera,10,333.76,14.4,1.4,0,9.5,0.3
9286,Liriodendron tulipifera,8,213.61,8.4,1.1,0,7.2,0.22
9287,Liriodendron tulipifera,8,213.61,8.4,1.1,0,7.7,0.23
9288,Liriodendron tulipifera,8,213.61,8.4,1.1,0,8.1,0.23
9289,Liriodendron tulipifera,8,213.61,8.4,1.1,0,6.7,0.22
9290,Liriodendron tulipifera,8,213.61,8.4,1.1,0,6.7,0.22
9291,Liriodendron tulipifera,8,213.61,8.4,1.1,0,7.2,0.22
9292,Liriodendron tulipifera,8,213.61,8.4,1.1,0,8.1,0.23
9293,Liriodendron tulipifera,8,213.61,8.4,1.1,0,7.2,0.22
9294,Prunus cerasifera,15,579.86,57.1,2.9,0,15.3,0.58
9298,Photinia serrulata,8,178.35,18.3,1.8,0,5.8,0.33
9299,Photinia serrulata,8,178.35,18.3,1.8,0,4.8,0.32
9300,Photinia serrulata,8,178.35,18.3,1.8,0,5.8,0.33
9301,Prunus cerasifera,18,677.81,89,3.8,0,24.9,0.79
9302,Prunus cerasifera,15,579.86,57.1,2.9,0,24.8,0.65
9303,Prunus cerasifera,20,753.01,115,4.4,0,27.5,0.91
9304,Liriodendron tulipifera,15,647.63,38.2,2.5,0,16.1,0.52
9305,Liriodendron tulipifera,32,1882.86,238.4,7.3,0.1,52.1,1.57
9306,Prunus cerasifera,15,579.86,57.1,2.9,0,12.7,0.56
9307,Prunus cerasifera,15,579.86,57.1,2.9,0,11.8,0.55
9308,Prunus cerasifera,25,975.63,198,6,0,29.7,1.19
9309,Prunus cerasifera,25,975.63,198,6,0,31.5,1.2
9310,Liriodendron tulipifera,18,800.68,59.3,3.2,0,22.3,0.69
9311,Liriodendron tulipifera,10,333.76,14.4,1.4,0,24,0.41
9312,Prunus cerasifera,32,1370.41,361.2,7.8,0,32.4,1.49
9313,Prunus cerasifera,18,677.81,89,3.8,0,28.1,0.81
9314,Prunus cerasifera,15,579.86,57.1,2.9,0,15.3,0.58
9315,Prunus cerasifera,18,677.81,89,3.8,0,23.2,0.78
9316,Prunus cerasifera,18,677.81,89,3.8,0,23.2,0.78
9317,Prunus cerasifera,20,753.01,115,4.4,0,25.8,0.89
9318,Prunus lusitanica,15,579.66,74.3,3.8,0,6.9,0.66
9319,Prunus cerasifera,15,579.86,57.1,2.9,0,23.3,0.64
9320,Pyrus calleryana,28,1338.11,233,6.3,0.4,278.2,3.11
9321,Pyrus calleryana,29,1411.68,253.9,6.7,0.4,291,3.26
9322,Pyrus calleryana,19,792.11,90.2,3.6,0.2,147.2,1.69
9323,Pyrus calleryana,28,1338.11,233,6.3,0.4,296.9,3.25
9324,Pyrus calleryana,22,950.87,129.1,4.5,0.3,255.5,2.64
9325,Pyrus calleryana,19,792.11,90.2,3.6,0.2,166.3,1.84
9326,Pyrus calleryana,27,1267.12,213.2,6,0.2,170.6,2.25
9327,Pyrus calleryana,19,792.11,90.2,3.6,0.2,137.6,1.62
9328,Pyrus calleryana,18,744.35,79,3.3,0.2,120.8,1.45
9329,Pyrus calleryana,19,792.11,90.2,3.6,0.2,182.2,1.95
9330,Pyrus calleryana,24,1069.62,159.8,5.1,0.3,225.8,2.52
9331,Pyrus calleryana,22,950.87,129.1,4.5,0.3,218.9,2.37
9332,Pyrus calleryana,26,1198.7,194.4,5.7,0.4,281.4,3.03
9333,Pyrus calleryana,19,792.11,90.2,3.6,0.2,175.1,1.9
9334,Pyrus calleryana,26,1198.7,194.4,5.7,0.3,217.2,2.55
9335,Pyrus calleryana,7,136.55,7.8,0.9,0,3.5,0.17
9336,Pyrus calleryana,19,792.11,90.2,3.6,0.2,159.9,1.79
9337,Pyrus calleryana,22,950.87,129.1,4.5,0.3,225.7,2.42
9338,Pyrus calleryana,22,950.87,129.1,4.5,0.2,198.2,2.21
9339,Pyrus calleryana,20,842.45,102.3,3.9,0.3,204.9,2.17
9340,Pyrus calleryana,7,136.55,7.8,0.9,0,3.3,0.16
9341,Pyrus calleryana,23,1008.96,144,4.8,0.1,106.7,1.57
9342,Pyrus calleryana,17,699.17,68.7,3.1,0.1,66.9,1
9343,Pyrus calleryana,9,225.72,14.5,1.2,0,5.2,0.24
9344,Pyrus calleryana,22,950.87,129.1,4.5,0.3,231.8,2.47
9345,Pyrus calleryana,18,744.35,79,3.3,0.3,203.6,2.07
9346,Pyrus calleryana,32,1647.9,323.1,7.7,0.3,266.1,3.24
9347,Pyrus calleryana,28,1338.11,233,6.3,0.3,215.8,2.64
9348,Pyrus calleryana,16,656.57,59.2,2.8,0,13.1,0.55
9349,Pyrus calleryana,31,1566.58,299,7.3,0.3,271.9,3.23
9350,Ginkgo biloba,18,827.99,27,0.8,0,35.3,0.4
9351,Ginkgo biloba,19,889.77,30.9,0.9,0,36.2,0.42
9352,Pyrus calleryana,19,792.11,90.2,3.6,0.1,99.8,1.33
9353,Pyrus calleryana,22,950.87,129.1,4.5,0.1,98.6,1.46
9354,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,134,1.87
9355,Pyrus calleryana,22,950.87,129.1,4.5,0.2,122.3,1.64
9356,Pyrus calleryana,16,656.57,59.2,2.8,0.1,99.6,1.21
9357,Pyrus calleryana,23,1008.96,144,4.8,0.1,93.7,1.47
9358,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,183.2,2.24
9359,Pyrus calleryana,21,895.37,115.2,4.2,0.2,168.9,1.94
9360,Pyrus calleryana,24,1069.62,159.8,5.1,0.2,155.5,1.99
9361,Pyrus calleryana,28,1338.11,233,6.3,0.3,230.3,2.75
9362,Pyrus calleryana,19,792.11,90.2,3.6,0.2,147.2,1.69
9363,Pyrus calleryana,28,1338.11,233,6.3,0.4,278.2,3.11
9364,Pyrus calleryana,10,278.67,18.8,1.4,0,6.8,0.28
9365,Pyrus calleryana,8,178.35,10.9,1.1,0,7.4,0.23
9366,Pyrus calleryana,10,278.67,18.8,1.4,0,8.8,0.3
9367,Pyrus calleryana,8,178.35,10.9,1.1,0,7.4,0.23
9368,Pyrus calleryana,10,278.67,18.8,1.4,0,15.9,0.35
9369,Pyrus calleryana,10,278.67,18.8,1.4,0,9.2,0.3
9370,Pyrus calleryana,32,1647.9,323.1,7.7,0.3,249.4,3.11
9371,Pyrus calleryana,36,1998.99,431.2,9.1,0.6,446.4,4.83
9372,Pyrus calleryana,35,1907.35,402.4,8.7,0.4,282.1,3.53
9373,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,140.1,1.92
9374,Pyrus calleryana,38,2190.03,492.2,9.8,0.3,225.3,3.28
9375,Pyrus calleryana,22,950.87,129.1,4.5,0.3,224.4,2.41
9376,Pyrus calleryana,32,1647.9,323.1,7.7,0.3,257.6,3.17
9377,Pyrus calleryana,28,1338.11,233,6.3,0.3,253.9,2.93
9378,Pyrus calleryana,35,1907.35,402.4,8.7,0.5,377.7,4.25
9380,Pyrus calleryana,35,1907.35,402.4,8.7,0.4,334.3,3.92
9381,Pyrus calleryana,24,1069.62,159.8,5.1,0.3,266.7,2.82
9382,Pyrus calleryana,25,1132.87,176.6,5.4,0.3,250.5,2.75
9383,Pyrus calleryana,22,950.87,129.1,4.5,0.2,182.2,2.09
9384,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,176.2,2.19
9385,Pyrus calleryana,25,1132.87,176.6,5.4,0.1,101.1,1.62
9386,Pyrus calleryana,10,278.67,18.8,1.4,0,8.8,0.3
9387,Pyrus calleryana,35,1907.35,402.4,8.7,0.3,276.4,3.49
9388,Pyrus calleryana,32,1647.9,323.1,7.7,0.4,291.7,3.43
9389,Pyrus calleryana,24,1069.62,159.8,5.1,0.3,218.1,2.46
9390,Pyrus calleryana,18,744.35,79,3.3,0.1,42.8,0.86
9391,Pyrus calleryana,25,1132.87,176.6,5.4,0.3,221.3,2.53
9392,Pyrus calleryana,25,1132.87,176.6,5.4,0.2,135.7,1.89
9393,Pyrus calleryana,31,1566.58,299,7.3,0.4,279.2,3.28
9394,Pyrus calleryana,34,1818.28,374.8,8.4,0.4,339.4,3.9
9395,Pyrus calleryana,10,278.67,18.8,1.4,0,8.8,0.3
9396,Pyrus calleryana,10,278.67,18.8,1.4,0,7.8,0.29
9397,Pyrus calleryana,10,278.67,18.8,1.4,0,6.8,0.28
9398,Pyrus calleryana,10,278.67,18.8,1.4,0,3.7,0.26
9399,Pyrus calleryana,10,278.67,18.8,1.4,0,3.7,0.26
9400,Pyrus calleryana,10,278.67,18.8,1.4,0,3.7,0.26
9401,Pyrus calleryana,24,1069.62,159.8,5.1,0.2,126.1,1.76
9402,Pyrus calleryana,24,1069.62,159.8,5.1,0.1,97.1,1.55
9403,Pyrus calleryana,25,1132.87,176.6,5.4,0.1,98.5,1.61
9404,Parrotia persica,17,699.17,72.6,2.2,0.1,44.4,0.7
9405,Aesculus hippocastanum,35,1846.76,378,8.1,0.3,262.4,3.28
9406,Parrotia persica,17,699.17,72.6,2.2,0,31.5,0.6
9407,Parrotia persica,17,699.17,72.6,2.2,0,29.5,0.58
9408,Aesculus hippocastanum,38,2117.61,468.1,9.2,0.3,211.3,3.08
9409,Parrotia persica,18,744.35,83.4,2.4,0,32.9,0.64
9410,Parrotia persica,18,744.35,83.4,2.4,0,21.9,0.56
9411,Aesculus hippocastanum,40,2310.55,516.5,9.8,0.3,264.4,3.56
9412,Aesculus hippocastanum,37,2024.85,431.8,8.8,0.4,296.5,3.65
9413,Parrotia persica,14,579.13,45.3,1.7,0,9.9,0.35
9414,Aesculus hippocastanum,33,1678.56,334.6,7.5,0.4,303.8,3.5
9415,Parrotia persica,17,699.17,72.6,2.2,0.1,93.1,1.06
9416,Parrotia persica,17,699.17,72.6,2.2,0.1,93.1,1.06
9417,Parrotia persica,17,699.17,72.6,2.2,0,35.6,0.63
9418,Aesculus hippocastanum,52,3675.95,989.2,14.5,0.5,393.3,5.29
9419,Parrotia persica,13,544.27,37.9,1.5,0,19.5,0.39
9420,Aesculus hippocastanum,48,3181.24,820.5,12.9,0.2,158.4,3.27
9421,Aesculus hippocastanum,45,2836.18,691.9,11.7,0.1,115.1,2.74
9423,Parrotia persica,10,278.67,20.2,1.1,0,29.5,0.39
9424,Parrotia persica,19,792.11,95.1,2.6,0.1,41.5,0.74
9425,Parrotia persica,19,792.11,95.1,2.6,0.1,50.2,0.8
9426,Parrotia persica,19,792.11,95.1,2.6,0.1,80.7,1.03
9427,Parrotia persica,14,579.13,45.3,1.7,0,17.8,0.41
9428,Parrotia persica,18,744.35,83.4,2.4,0,20.3,0.55
9430,Parrotia persica,8,178.35,11.8,0.8,0,4.9,0.16
9431,Aesculus hippocastanum,67.5,5963.43,1878.1,21.3,0.5,391.1,6.38
9432,Celtis australis,35,1985.5,74.8,1.5,0.3,234.5,2
9433,Celtis australis,44,2952.78,110.6,1.7,0.4,342,2.86
9434,Celtis australis,54,4286.03,157.1,2,0.6,450.5,3.72
9435,Celtis australis,58,4895.51,177.6,2.1,0.4,279.2,2.44
9436,Celtis australis,40,2495.67,94,1.6,0.1,74.2,0.82
9437,Celtis australis,60,5216.58,188.2,2.2,0.2,127.3,1.31
9438,Celtis australis,45,3073.86,115,1.8,0.1,107.9,1.1
9439,Celtis australis,47,3324.18,123.9,1.8,0.1,80.9,0.9
9440,Celtis australis,47,3324.18,123.9,1.8,0.1,75.3,0.86
9441,Celtis australis,6,105.74,3.6,0.4,0,1.9,0.08
9442,Celtis australis,56,4585.33,167.2,2.1,0.2,177.5,1.67
9443,Photinia serrulata,8,178.35,18.3,1.8,0,5.8,0.33
9444,Parrotia persica,11,482.32,25.4,1.2,0,6.7,0.24
9445,Parrotia persica,12,512,31.3,1.4,0,3.7,0.25
9446,Parrotia persica,9,225.72,15.7,0.9,0,4.2,0.18
9447,Parrotia persica,10,278.67,20.2,1.1,0,4.1,0.2
9448,Parrotia persica,10,278.67,20.2,1.1,0,4.7,0.2
9449,Parrotia persica,10,278.67,20.2,1.1,0,3.9,0.2
9450,Parrotia persica,10,278.67,20.2,1.1,0,3.3,0.19
9451,Parrotia persica,10,278.67,20.2,1.1,0,3.7,0.2
9452,Parrotia persica,9,225.72,15.7,0.9,0,3.2,0.17
9453,Parrotia persica,11.5,496.84,28.2,1.3,0,6.3,0.25
9454,Parrotia persica,10,278.67,20.2,1.1,0,3.3,0.19
9455,Parrotia persica,12,512,31.3,1.4,0,5.1,0.26
9456,Parrotia persica,10,278.67,20.2,1.1,0,4.7,0.2
9457,Parrotia persica,12,512,31.3,1.4,0,5.1,0.26
9458,Parrotia persica,10,278.67,20.2,1.1,0,4.3,0.2
9459,Parrotia persica,10,278.67,20.2,1.1,0,6,0.21
9460,Acer pseudoplatanus,20,844.77,106.2,3.7,0.1,94.3,1.3
9461,Ilex aquifolium,6,100.32,5.6,0.4,0,1.1,0.08
9462,Ilex aquifolium,10,278.67,17.5,0.8,0,3,0.16
9463,Ilex aquifolium,7,136.55,8,0.5,0,1.6,0.1
9464,Ilex aquifolium,6,100.32,5.6,0.4,0,1.4,0.08
9465,Ilex aquifolium,7,136.55,7.9,0.5,0,1.1,0.1
9466,Ilex aquifolium,7,136.55,8,0.5,0,1.4,0.1
9467,Ilex aquifolium,6,100.32,5.6,0.4,0,1.1,0.08
9469,Ilex aquifolium,7,136.55,7.9,0.5,0,1.4,0.1
9470,Ilex aquifolium,7,136.55,7.9,0.5,0,1.4,0.1
9471,Tilia cordata,8,230.7,8.9,0.8,0,4.8,0.17
9472,Ilex aquifolium,8,178.35,10.5,0.6,0,1.3,0.11
9473,Tilia cordata,9,291.98,11.7,1,0,4.1,0.19
9474,Ilex aquifolium,8,178.35,10.7,0.6,0,2.2,0.12
9475,Ilex aquifolium,7,136.55,8,0.5,0,1.7,0.1
9476,Tilia cordata,8,230.7,8.9,0.8,0,4.8,0.17
9477,Tilia cordata,11,489.05,18.8,1.3,0,10.8,0.28
9478,Tilia cordata,9,291.98,11.7,1,0,6.1,0.2
9479,Ilex aquifolium,7,136.55,7.7,0.5,0,1,0.09
9480,Acer,42,2958.42,1083.7,18.3,0.5,408.5,6.01
9481,Platanus x hispanica,25,1158.47,186.1,5.7,0.1,103.8,1.69
9482,Acer,31,1750.11,543.5,12.3,0.3,246.9,3.84
9483,Platanus x hispanica,10,289.26,20.2,1.5,0,7.9,0.3
9484,Acer,15,642.61,97.8,4.6,0,12.7,0.83
9485,Platanus x hispanica,40,2464.81,593,11.3,0.5,364.4,4.57
9486,Platanus x hispanica,29,1447.87,268.1,7.1,0.4,278.2,3.23
9487,Acer,22,1032.34,250.3,7.9,0.2,160.1,2.48
9488,Platanus x hispanica,12,514,31.3,2,0,12,0.41
9489,Acer,32,1844.9,561,12.5,0.1,114.6,2.87
9490,Platanus x hispanica,43,2798.44,709.1,12.6,0.3,270,4.06
9491,Platanus x hispanica,22,969.55,136.1,4.7,0.2,139.4,1.81
9492,Platanus x hispanica,44,2915,750.6,13.1,0.6,478.3,5.7
9493,Acer,14,598.97,85.4,4.3,0,15,0.8
9494,Platanus x hispanica,32,1693.07,341.8,8.2,0.3,231.7,3.06
9495,Platanus x hispanica,32,1693.07,341.8,8.2,0.2,186.3,2.72
9497,Platanus x hispanica,12,514,31.3,2,0,9.2,0.39
9498,Acer,19,847.26,172.4,6.4,0,30.2,1.25
9499,Platanus x hispanica,26,1226.8,205,6,0.3,224.8,2.66
