Tree ID,Species Name,DBH,Replacement Value,Carbon Storage,,"Gross Carbon
Sequestration",,Avoided Runoff,,Carbon Avoided,,Pollution Removal,,"Energy
Savings","Total Annual
Benefits"
,,(cm),(€),(kg),(€),(kg/yr),(€/yr),(m³/yr),(€/yr),(kg/yr),(€/yr),(g/yr),(€/yr),(€/yr),(€/yr)
938,Pinus,46.00,2857.80,855.80,137.50,13.10,2.10,0.80,1.45,N/A,N/A,604.90,3.11,N/A,6.66
946,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.23,N/A,N/A,94.30,0.49,N/A,1.02
947,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.21,N/A,N/A,88.20,0.45,N/A,0.97
948,Tilia cordata,24.00,1248.74,118.30,19.00,3.60,0.58,0.30,0.54,N/A,N/A,223.70,1.15,N/A,2.27
949,Abies nordmanniana,32.00,1600.85,509.10,81.80,6.90,1.11,0.10,0.26,N/A,N/A,110.20,0.57,N/A,1.94
962,Celtis australis,38.00,2283.44,86.10,13.83,1.60,0.25,0.70,1.39,N/A,N/A,581.60,2.99,N/A,4.64
963,Celtis australis,32.00,1712.05,64.10,10.30,1.40,0.22,0.60,1.07,N/A,N/A,448.30,2.30,N/A,3.60
964,Celtis australis,32.00,1712.05,64.10,10.30,1.40,0.22,0.60,1.07,N/A,N/A,448.30,2.30,N/A,3.60
973,Prunus cerasifera,32.00,1370.41,361.20,58.03,7.80,1.25,0.30,0.55,N/A,N/A,228.30,1.17,N/A,2.97
985,Cupressus,16.00,629.75,185.80,29.85,7.00,1.13,0.00,0.02,N/A,N/A,6.50,0.03,N/A,1.18
986,Cupressus,34.00,1801.79,829.60,133.28,15.10,2.42,0.00,0.06,N/A,N/A,24.00,0.12,N/A,2.61
987,Cupressus,44.00,2817.55,1390.00,223.33,19.60,3.14,0.00,0.05,N/A,N/A,22.90,0.12,N/A,3.32
988,Sorbus,8.00,178.35,18.10,2.91,1.80,0.28,0.00,0.01,N/A,N/A,3.10,0.02,N/A,0.30
989,Sorbus aucuparia,8.00,178.35,11.40,1.83,1.50,0.23,0.00,0.01,N/A,N/A,3.20,0.02,N/A,0.26
1008,Platanus x hispanica,40.00,2464.81,593.00,95.28,11.30,1.82,0.50,0.99,N/A,N/A,414.00,2.13,N/A,4.94
1018,Corylus colurna,21.00,895.37,186.00,29.88,6.10,0.98,0.20,0.38,N/A,N/A,158.70,0.82,N/A,2.18
1019,Corylus colurna,28.00,1338.11,354.30,56.93,8.90,1.43,0.50,0.91,N/A,N/A,380.80,1.96,N/A,4.30
1038,Prunus serrulata,13.00,524.45,48.00,7.71,2.80,0.45,0.00,0.04,N/A,N/A,16.50,0.08,N/A,0.58
1039,Prunus serrulata,10.00,213.61,25.30,4.07,1.90,0.31,0.00,0.01,N/A,N/A,5.60,0.03,N/A,0.35
1042,Prunus serrulata,17.00,643.18,92.20,14.82,4.10,0.66,0.00,0.03,N/A,N/A,10.60,0.05,N/A,0.74
1043,Prunus serrulata,21.00,793.57,154.30,24.79,5.60,0.89,0.00,0.04,N/A,N/A,16.00,0.08,N/A,1.02
1049,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.04,N/A,N/A,16.10,0.08,N/A,0.42
1050,Pyrus calleryana,16.00,656.57,59.20,9.52,2.80,0.45,0.00,0.08,N/A,N/A,33.20,0.17,N/A,0.70
1051,Pyrus calleryana,9.00,225.72,14.50,2.33,1.20,0.20,0.00,0.03,N/A,N/A,10.90,0.06,N/A,0.28
1052,Pyrus calleryana,14.00,579.13,42.70,6.87,2.30,0.38,0.00,0.07,N/A,N/A,30.50,0.16,N/A,0.61
1053,Pyrus calleryana,13.00,544.27,35.60,5.73,2.10,0.34,0.00,0.05,N/A,N/A,18.80,0.10,N/A,0.48
1054,Pyrus calleryana,15.00,616.56,50.60,8.13,2.60,0.41,0.00,0.09,N/A,N/A,36.70,0.19,N/A,0.69
1055,Pyrus calleryana,16.00,656.57,59.20,9.52,2.80,0.45,0.00,0.09,N/A,N/A,38.70,0.20,N/A,0.75
1056,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.08,N/A,N/A,31.90,0.16,N/A,0.54
1057,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.06,N/A,N/A,26.10,0.13,N/A,0.50
1058,Pyrus calleryana,14.00,579.13,42.70,6.87,2.30,0.38,0.00,0.07,N/A,N/A,27.60,0.14,N/A,0.58
1059,Pyrus calleryana,14.00,579.13,42.70,6.87,2.30,0.38,0.00,0.07,N/A,N/A,27.60,0.14,N/A,0.58
1060,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.06,N/A,N/A,26.10,0.13,N/A,0.50
1061,Pyrus calleryana,17.00,699.17,68.70,11.04,3.10,0.50,0.00,0.08,N/A,N/A,35.00,0.18,N/A,0.76
1062,Pyrus calleryana,16.00,656.57,59.20,9.52,2.80,0.45,0.00,0.05,N/A,N/A,20.30,0.10,N/A,0.61
1063,Pyrus calleryana,9.00,225.72,14.50,2.33,1.20,0.20,0.00,0.01,N/A,N/A,5.90,0.03,N/A,0.24
1064,Pyrus calleryana,13.00,544.27,35.60,5.73,2.10,0.34,0.00,0.08,N/A,N/A,31.80,0.16,N/A,0.58
1065,Pyrus calleryana,13.00,544.27,35.60,5.73,2.10,0.34,0.00,0.08,N/A,N/A,33.80,0.17,N/A,0.59
1066,Pyrus calleryana,16.00,656.57,59.20,9.52,2.80,0.45,0.00,0.09,N/A,N/A,38.70,0.20,N/A,0.75
1067,Pyrus calleryana,16.00,656.57,59.20,9.52,2.80,0.45,0.00,0.08,N/A,N/A,34.20,0.18,N/A,0.71
1068,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.02,N/A,N/A,8.10,0.04,N/A,0.36
1069,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.07,N/A,N/A,29.20,0.15,N/A,0.52
1070,Pyrus calleryana,19.00,792.11,90.20,14.49,3.60,0.58,0.10,0.10,N/A,N/A,41.10,0.21,N/A,0.89
1071,Pyrus calleryana,9.00,225.72,14.50,2.33,1.20,0.20,0.00,0.02,N/A,N/A,7.50,0.04,N/A,0.26
1072,Pyrus calleryana,8.00,178.35,10.90,1.75,1.10,0.17,0.00,0.01,N/A,N/A,5.80,0.03,N/A,0.21
1073,Pyrus calleryana,18.00,744.35,79.00,12.70,3.30,0.54,0.10,0.10,N/A,N/A,40.30,0.21,N/A,0.84
1074,Pyrus calleryana,13.00,544.27,35.60,5.73,2.10,0.34,0.00,0.04,N/A,N/A,16.50,0.09,N/A,0.46
1110,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.22,N/A,N/A,89.80,0.46,N/A,1.07
1111,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.26,N/A,N/A,108.50,0.56,N/A,1.21
1112,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.26,N/A,N/A,108.50,0.56,N/A,1.21
1113,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.25,N/A,N/A,102.30,0.53,N/A,1.16
1114,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.23,N/A,N/A,96.00,0.49,N/A,1.12
1115,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.14,N/A,N/A,59.30,0.31,N/A,0.76
1116,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.15,N/A,N/A,63.00,0.32,N/A,0.78
1117,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.00,0.09,N/A,N/A,36.70,0.19,N/A,0.58
1118,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.13,N/A,N/A,55.70,0.29,N/A,0.73
1119,Tilia cordata,19.00,889.77,68.20,10.95,2.60,0.42,0.10,0.22,N/A,N/A,91.50,0.47,N/A,1.11
1120,Tilia cordata,19.00,889.77,68.20,10.95,2.60,0.42,0.10,0.23,N/A,N/A,97.90,0.50,N/A,1.16
1121,Tilia cordata,19.00,889.77,68.20,10.95,2.60,0.42,0.10,0.27,N/A,N/A,110.60,0.57,N/A,1.26
1122,Tilia cordata,14.00,614.27,33.20,5.33,1.70,0.28,0.10,0.14,N/A,N/A,57.40,0.29,N/A,0.71
1123,Acer campestre,15.00,642.61,56.60,9.10,1.80,0.29,0.30,0.59,N/A,N/A,244.80,1.26,N/A,2.13
1124,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.00,0.08,N/A,N/A,34.50,0.18,N/A,0.57
1125,Tilia cordata,10.00,360.47,15.00,2.41,1.10,0.18,0.00,0.06,N/A,N/A,26.00,0.13,N/A,0.37
1126,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.27,N/A,N/A,113.70,0.58,N/A,1.25
1127,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.00,0.09,N/A,N/A,36.40,0.19,N/A,0.58
1128,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.10,N/A,N/A,41.40,0.21,N/A,0.62
1129,Tilia cordata,15.00,662.69,39.00,6.27,1.90,0.31,0.10,0.11,N/A,N/A,44.00,0.23,N/A,0.64
1130,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.11,N/A,N/A,44.20,0.23,N/A,0.73
1131,Tilia cordata,18.00,827.99,60.00,9.64,2.40,0.39,0.10,0.11,N/A,N/A,46.90,0.24,N/A,0.75
1132,Tilia cordata,9.00,291.98,11.70,1.88,1.00,0.16,0.00,0.04,N/A,N/A,18.00,0.09,N/A,0.29
1133,Tilia cordata,17.00,769.55,52.40,8.43,2.30,0.36,0.10,0.10,N/A,N/A,43.20,0.22,N/A,0.69
1134,Tilia cordata,13.00,569.19,27.90,4.48,1.60,0.25,0.00,0.04,N/A,N/A,15.70,0.08,N/A,0.37
1135,Morus alba,24.00,1069.62,93.30,14.99,2.90,0.47,0.20,0.34,N/A,N/A,142.60,0.73,N/A,1.54
1136,Morus alba,24.00,1069.62,93.30,14.99,2.90,0.47,0.20,0.39,N/A,N/A,163.90,0.84,N/A,1.70
1137,Morus alba,18.00,744.35,46.60,7.48,1.90,0.31,0.10,0.27,N/A,N/A,112.20,0.58,N/A,1.16
1138,Morus alba,26.00,1198.70,113.20,18.19,3.30,0.52,0.30,0.62,N/A,N/A,256.90,1.32,N/A,2.46
1139,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.20,N/A,N/A,82.40,0.42,N/A,0.96
1140,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.16,N/A,N/A,68.20,0.35,N/A,0.85
1141,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.20,N/A,N/A,82.40,0.42,N/A,0.96
1142,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.20,N/A,N/A,82.40,0.42,N/A,0.96
1143,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.15,N/A,N/A,63.40,0.33,N/A,0.82
1144,Morus alba,19.00,792.11,53.10,8.52,2.10,0.34,0.10,0.20,N/A,N/A,82.40,0.42,N/A,0.96
1145,Morus alba,21.00,895.37,67.60,10.86,2.40,0.39,0.10,0.19,N/A,N/A,80.40,0.41,N/A,0.99
1146,Morus alba,24.00,1069.62,93.30,14.99,2.90,0.47,0.20,0.33,N/A,N/A,137.00,0.70,N/A,1.50
1147,Morus alba,21.00,895.37,67.60,10.86,2.40,0.39,0.10,0.19,N/A,N/A,80.40,0.41,N/A,0.99
1148,Morus alba,21.00,895.37,67.60,10.86,2.40,0.39,0.10,0.16,N/A,N/A,65.70,0.34,N/A,0.88
1149,Morus alba,27.00,1267.12,124.00,19.93,3.40,0.55,0.10,0.28,N/A,N/A,118.20,0.61,N/A,1.44
1150,Morus alba,16.00,656.57,35.00,5.63,1.70,0.27,0.10,0.19,N/A,N/A,77.50,0.40,N/A,0.85
1151,Morus alba,32.00,1647.90,187.00,30.04,4.40,0.70,0.20,0.40,N/A,N/A,168.50,0.87,N/A,1.97
1152,Tilia cordata,13.00,569.19,27.90,4.48,1.60,0.25,0.00,0.08,N/A,N/A,32.60,0.17,N/A,0.50
1159,Pyrus calleryana,10.00,278.67,18.80,3.02,1.40,0.23,0.00,0.02,N/A,N/A,7.30,0.04,N/A,0.29
1160,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.04,N/A,N/A,16.10,0.08,N/A,0.42
1161,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.04,N/A,N/A,18.30,0.09,N/A,0.44
1162,Pyrus calleryana,12.00,512.00,29.30,4.71,1.90,0.30,0.00,0.04,N/A,N/A,15.00,0.08,N/A,0.41
1163,Acer pseudoplatanus,10.00,280.36,20.90,3.35,1.50,0.23,0.00,0.03,N/A,N/A,12.10,0.06,N/A,0.32
1164,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.00,0.08,N/A,N/A,35.30,0.18,N/A,0.90
1165,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.10,0.10,N/A,N/A,42.70,0.22,N/A,0.96
1166,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.10,0.10,N/A,N/A,42.70,0.22,N/A,0.96
1167,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.00,0.06,N/A,N/A,27.00,0.14,N/A,0.84
1168,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.00,0.08,N/A,N/A,32.60,0.17,N/A,0.88
1169,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.00,0.08,N/A,N/A,32.60,0.17,N/A,0.88
1170,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.04,N/A,N/A,18.50,0.09,N/A,0.41
1171,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.05,N/A,N/A,22.30,0.11,N/A,0.44
1172,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.05,N/A,N/A,19.70,0.10,N/A,0.42
1173,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.05,N/A,N/A,19.70,0.10,N/A,0.42
1174,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.04,N/A,N/A,17.20,0.09,N/A,0.40
1175,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,9.10,0.05,N/A,0.17
1176,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,8.10,0.04,N/A,0.16
1177,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,8.10,0.04,N/A,0.16
1178,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,8.60,0.04,N/A,0.17
1179,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.16
1180,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,8.60,0.04,N/A,0.17
1181,Carpinus betulus,4.00,51.07,4.80,0.78,0.60,0.10,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.16
1182,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.06,N/A,N/A,25.50,0.13,N/A,0.46
1183,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.00,0.06,N/A,N/A,23.60,0.12,N/A,0.81
1184,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.04,N/A,N/A,16.10,0.08,N/A,0.39
1185,Carpinus betulus,25.00,1132.87,189.30,30.42,5.30,0.85,0.10,0.20,N/A,N/A,84.70,0.44,N/A,1.49
1186,Carpinus betulus,35.00,1907.35,406.90,65.37,6.10,0.98,0.10,0.19,N/A,N/A,77.90,0.40,N/A,1.56
1187,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.10,0.10,N/A,N/A,40.90,0.21,N/A,0.58
1188,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.05,N/A,N/A,21.10,0.11,N/A,0.43
1189,Carpinus betulus,20.00,842.45,115.20,18.51,3.90,0.63,0.10,0.16,N/A,N/A,68.70,0.35,N/A,1.15
1190,Carpinus betulus,10.00,278.67,26.50,4.26,1.70,0.27,0.00,0.06,N/A,N/A,24.10,0.12,N/A,0.45
1191,Carpinus betulus,15.00,616.56,61.70,9.91,2.70,0.44,0.10,0.12,N/A,N/A,49.20,0.25,N/A,0.81
1192,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1193,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.01,N/A,N/A,6.20,0.03,N/A,0.23
1194,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.01,N/A,N/A,5.40,0.03,N/A,0.22
1195,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.01,N/A,N/A,5.80,0.03,N/A,0.22
1196,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1197,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1198,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1199,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1200,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.01,N/A,N/A,5.80,0.03,N/A,0.22
1201,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1202,Carpinus betulus,7.00,136.55,13.20,2.11,1.10,0.18,0.00,0.02,N/A,N/A,7.00,0.04,N/A,0.23
1203,Celtis australis,15.00,625.04,17.50,2.81,0.80,0.13,0.00,0.05,N/A,N/A,20.70,0.11,N/A,0.29
1204,Celtis australis,15.00,625.04,17.50,2.81,0.80,0.13,0.00,0.06,N/A,N/A,25.10,0.13,N/A,0.32
1205,Celtis australis,20.00,863.12,28.70,4.61,1.00,0.16,0.00,0.07,N/A,N/A,29.90,0.15,N/A,0.38
1206,Celtis australis,80.00,8849.73,308.00,49.49,1.20,0.19,0.20,0.38,N/A,N/A,158.90,0.82,N/A,1.39
1207,Celtis australis,20.00,863.12,28.70,4.61,1.00,0.16,0.00,0.06,N/A,N/A,24.30,0.12,N/A,0.34
1208,Celtis australis,20.00,863.12,28.70,4.61,1.00,0.16,0.00,0.06,N/A,N/A,24.30,0.12,N/A,0.34
1209,Celtis australis,20.00,863.12,28.70,4.61,1.00,0.16,0.00,0.05,N/A,N/A,21.50,0.11,N/A,0.32
1210,Celtis australis,15.00,625.04,17.50,2.81,0.80,0.13,0.00,0.04,N/A,N/A,16.90,0.09,N/A,0.26
1211,Cupressus sempervirens,15.00,589.38,72.10,11.59,2.90,0.46,0.00,0.01,N/A,N/A,2.70,0.01,N/A,0.49
1212,Cupressus sempervirens,15.00,589.38,72.40,11.63,2.90,0.46,0.00,0.01,N/A,N/A,5.70,0.03,N/A,0.51
1213,Cupressus sempervirens,10.00,270.44,33.90,5.45,1.90,0.31,0.00,0.01,N/A,N/A,5.20,0.03,N/A,0.34
1214,Cupressus sempervirens,20.00,817.28,127.10,20.43,3.90,0.62,0.00,0.02,N/A,N/A,9.40,0.05,N/A,0.69
1215,Diospyros kaki,30.00,1487.84,185.40,29.79,5.10,0.82,0.10,0.10,N/A,N/A,43.00,0.22,N/A,1.14
1217,Fraxinus,8.00,182.28,17.70,2.85,1.60,0.25,0.00,0.02,N/A,N/A,8.00,0.04,N/A,0.31
1218,Fraxinus,11.00,482.82,37.10,5.96,2.40,0.38,0.00,0.02,N/A,N/A,9.70,0.05,N/A,0.45
1219,Fraxinus ornus,7.00,139.56,14.50,2.33,1.00,0.16,0.00,0.03,N/A,N/A,12.10,0.06,N/A,0.25
1220,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.07,N/A,N/A,28.50,0.15,N/A,0.81
1221,Fraxinus americana,8.00,190.82,11.40,1.83,1.10,0.17,0.00,0.02,N/A,N/A,8.30,0.04,N/A,0.23
1222,Fraxinus americana,5.00,74.54,3.70,0.60,0.60,0.09,0.00,0.02,N/A,N/A,8.60,0.04,N/A,0.16
1223,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.05,N/A,N/A,22.30,0.11,N/A,0.40
1224,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.04,N/A,N/A,17.20,0.09,N/A,0.36
1225,Fraxinus americana,5.00,74.54,3.70,0.60,0.60,0.09,0.00,0.02,N/A,N/A,8.00,0.04,N/A,0.15
1226,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.07,N/A,N/A,28.50,0.15,N/A,0.81
1227,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.05,N/A,N/A,22.00,0.11,N/A,0.76
1228,Fraxinus americana,15.00,627.55,50.70,8.14,2.50,0.40,0.00,0.05,N/A,N/A,22.50,0.12,N/A,0.57
1229,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.07,N/A,N/A,28.50,0.15,N/A,0.81
1230,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.04,N/A,N/A,17.30,0.09,N/A,0.36
1231,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.05,N/A,N/A,19.50,0.10,N/A,0.38
1232,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.06,N/A,N/A,25.20,0.13,N/A,0.79
1233,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.05,N/A,N/A,19.50,0.10,N/A,0.38
1234,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.05,N/A,N/A,22.00,0.11,N/A,0.76
1235,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.06,N/A,N/A,23.60,0.12,N/A,0.77
1236,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.07,N/A,N/A,28.50,0.15,N/A,0.81
1237,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.04,N/A,N/A,15.00,0.08,N/A,0.35
1238,Fraxinus americana,20.00,869.24,100.40,16.13,3.70,0.60,0.00,0.05,N/A,N/A,22.00,0.11,N/A,0.76
1239,Fraxinus americana,10.00,298.16,19.30,3.11,1.40,0.23,0.00,0.04,N/A,N/A,18.40,0.09,N/A,0.37
1240,Fraxinus ornus,16.30,673.27,92.60,14.88,2.80,0.44,0.00,0.04,N/A,N/A,17.10,0.09,N/A,0.57
1241,Fraxinus excelsior,20.00,850.89,81.60,13.10,3.80,0.60,0.00,0.08,N/A,N/A,32.40,0.17,N/A,0.85
1242,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.21
1243,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.01,N/A,N/A,5.50,0.03,N/A,0.21
1244,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.01,N/A,N/A,5.80,0.03,N/A,0.21
1245,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.02,N/A,N/A,6.60,0.03,N/A,0.21
1246,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.01,N/A,N/A,6.20,0.03,N/A,0.21
1247,Fraxinus excelsior,7.00,139.56,7.90,1.27,1.00,0.17,0.00,0.01,N/A,N/A,6.20,0.03,N/A,0.21
1248,Malus sylvestris,30.00,1487.84,280.50,45.07,7.10,1.14,0.00,0.08,N/A,N/A,31.60,0.16,N/A,1.38
1249,Malus sylvestris,20.00,842.45,104.00,16.70,4.00,0.64,0.00,0.03,N/A,N/A,13.20,0.07,N/A,0.74
1250,Morus nigra,6.00,100.32,3.10,0.50,0.50,0.08,0.00,0.03,N/A,N/A,11.40,0.06,N/A,0.17
1251,Morus nigra,6.00,100.32,3.10,0.50,0.50,0.08,0.00,0.03,N/A,N/A,11.40,0.06,N/A,0.17
1252,Morus nigra,6.00,100.32,3.10,0.50,0.50,0.08,0.00,0.03,N/A,N/A,11.40,0.06,N/A,0.17
1253,Morus nigra,6.00,100.32,3.10,0.50,0.50,0.08,0.00,0.03,N/A,N/A,11.40,0.06,N/A,0.17
1254,Morus nigra,13.00,544.27,20.10,3.22,1.50,0.25,0.00,0.05,N/A,N/A,21.20,0.11,N/A,0.41
1255,Populus nigra,18.00,609.55,52.30,8.40,2.90,0.47,0.10,0.16,N/A,N/A,68.60,0.35,N/A,0.99
1256,Populus nigra,25.00,814.30,118.00,18.96,4.80,0.76,0.10,0.11,N/A,N/A,45.80,0.24,N/A,1.11
1257,Populus nigra,25.00,814.30,118.00,18.96,4.80,0.76,0.10,0.10,N/A,N/A,40.50,0.21,N/A,1.07
1258,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.10,N/A,N/A,42.90,0.22,N/A,0.87
1259,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.14,N/A,N/A,57.30,0.29,N/A,0.98
1260,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.18,N/A,N/A,74.40,0.38,N/A,1.11
1261,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.17,N/A,N/A,70.10,0.36,N/A,1.08
1262,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.18,N/A,N/A,74.40,0.38,N/A,1.11
1263,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.16,N/A,N/A,65.80,0.34,N/A,1.05
1264,Populus nigra,30.00,1001.36,185.60,29.81,6.20,1.00,0.10,0.21,N/A,N/A,85.90,0.44,N/A,1.65
1265,Populus nigra,20.00,661.25,67.90,10.90,3.40,0.55,0.10,0.18,N/A,N/A,74.40,0.38,N/A,1.11
1266,Prunus domestica,15.00,579.86,68.00,10.93,3.40,0.55,0.00,0.03,N/A,N/A,14.10,0.07,N/A,0.66
1267,Prunus,15.00,579.86,68.00,10.93,3.40,0.55,0.00,0.04,N/A,N/A,16.80,0.09,N/A,0.68
1268,Prunus,10.00,213.61,25.30,4.07,1.90,0.31,0.00,0.05,N/A,N/A,18.90,0.10,N/A,0.45
1269,Prunus avium,14.00,551.17,48.20,7.75,2.60,0.42,0.00,0.06,N/A,N/A,26.60,0.14,N/A,0.62
1270,Prunus avium,12.00,499.72,33.10,5.33,2.10,0.34,0.00,0.06,N/A,N/A,23.70,0.12,N/A,0.52
1271,Prunus avium,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.05,N/A,N/A,20.50,0.11,N/A,0.35
1272,Prunus avium,8.00,136.71,12.30,1.98,1.20,0.19,0.00,0.04,N/A,N/A,17.10,0.09,N/A,0.32
1273,Prunus avium,30.00,1247.72,308.70,49.59,7.80,1.25,0.00,0.08,N/A,N/A,32.70,0.17,N/A,1.50
