TreeID,Name,Latitude,Longitude
10613,Liquidambar styraciflua,46.056094288885,11.135214933479
10615,Clerodendrum trichotomum,46.056208066564,11.135209495443
10616,Clerodendrum trichotomum,46.056342065641,11.135200829451
10617,Clerodendrum trichotomum,46.056510782734,11.135164543428
10618,Clerodendrum trichotomum,46.056729422477,11.135081701979
10619,Acer campestre,46.056829296183,11.135020783266
10620,Acer campestre,46.056926443873,11.134951614541
10621,Acer campestre,46.057029636756,11.134862381509
10622,Acer campestre,46.057112813448,11.134784658203
10623,Acer campestre,46.057205304209,11.134516732743
10624,Acer campestre,46.057260102577,11.134450067267
10625,Acer negundo,46.057298144242,11.13437461101
10626,Acer negundo,46.057330233076,11.134319093168
10627,Acer campestre,46.057357032157,11.134243203401
10628,Acer negundo,46.057403832127,11.134151794902
10629,Acer campestre,46.057469051385,11.1339801655
10630,Acer campestre,46.05750189531,11.133884211023
10631,Acer negundo,46.057529374546,11.133771889415
10632,Acer negundo,46.057612192772,11.133414511955
10633,Acer campestre,46.057627506837,11.133346323682
10634,Acer campestre,46.057654532042,11.13325828919
10635,Acer campestre,46.057676511577,11.133141618052
10636,Acer campestre,46.057694855526,11.133065401535
10637,Acer campestre,46.057764689355,11.13309485326
10638,Acer campestre,46.057737398927,11.133197098892
10639,Acer campestre,46.057711042584,11.13332161704
10640,Acer campestre,46.057680925215,11.133425822067
10641,Acer campestre,46.057662542427,11.133504105471
10642,Acer campestre,46.057628278384,11.133680936592
10643,Acer campestre,46.057605477626,11.133769262908
10644,Acer campestre,46.057585090928,11.133877720958
10645,Acer campestre,46.05755171612,11.134002097239
10646,Acer campestre,46.057505713377,11.134127925907
10647,Acer campestre,46.057477290144,11.134290760238
10648,Acer campestre,46.057458942976,11.134367105212
10649,Acer campestre,46.057434478187,11.134467390069
10650,Acer campestre,46.057381864918,11.134643512499
10651,Acer campestre,46.057310722577,11.1346792959
10652,Acer campestre,46.106906959604,11.112271290119
10654,Morus alba,46.1068299424,11.112318553374
10655,Morus alba,46.107012160172,11.112437575212
10656,Celtis australis,46.106980658473,11.112583626216
10657,Celtis australis,46.106894472038,11.112693555357
10658,Cercis siliquastrum,46.10667081284,11.112318683618
10659,Celtis australis,46.102238053355,11.112842698663
10660,Quercus robur,46.100959281682,11.112827728674
10661,Quercus robur,46.10091819558,11.112825252903
10662,Quercus robur,46.099755072299,11.112805776702
10663,Platanus x hispanica,46.099426640003,11.112806164606
10664,Quercus robur,46.099100575746,11.112800174087
10665,Quercus robur,46.098517304572,11.119188314266
10666,Magnolia x soulangeana,46.098502244783,11.119126799992
10667,Magnolia x soulangeana,46.098493818151,11.119178357651
10668,Magnolia x soulangeana,46.09847978252,11.119129561706
10669,Magnolia x soulangeana,46.118470486269,11.092731395526
10670,Tilia cordata,46.118718493351,11.092537202466
10671,Tilia cordata,46.119375821106,11.092176792453
10672,Tilia cordata,46.122118923491,11.090688767094
10673,Tilia cordata,46.122076847229,11.090573144155
10674,Tilia cordata,46.122023674876,11.09044907669
10675,Tilia cordata,46.121978180608,11.090338243271
10676,Tilia cordata,46.121898133941,11.090133428898
10677,Tilia cordata,46.121694250851,11.095127629515
10678,Platanus x hispanica,46.121575768586,11.095218010211
10679,Platanus x hispanica,46.120699999265,11.095975487193
10680,Platanus x hispanica,46.120846375265,11.095787412231
10681,Platanus x hispanica,46.120941202575,11.095715810092
10682,Platanus x hispanica,46.121040183952,11.095638540889
10683,Platanus x hispanica,46.121140533174,11.095565206229
10684,Platanus x hispanica,46.121225608745,11.095495304384
10685,Platanus x hispanica,46.121444547034,11.095325768982
10686,Platanus x hispanica,46.121951329294,11.094802147017
10687,Platanus x hispanica,46.121851318782,11.09488158027
10688,Platanus x hispanica,46.121768224823,11.094946511088
10689,Platanus x hispanica,46.121687810272,11.095007660346
10690,Platanus x hispanica,46.121591127453,11.095087219054
10691,Platanus x hispanica,46.121495247308,11.095157359398
10692,Platanus x hispanica,46.121399227185,11.095235130666
10693,Platanus x hispanica,46.121307410914,11.095304518622
10694,Platanus x hispanica,46.121220920115,11.095373072873
10695,Platanus x hispanica,46.12111956011,11.095452452906
10696,Platanus x hispanica,46.121021596673,11.095528207987
10697,Platanus x hispanica,46.120911528668,11.095611269521
10698,Platanus x hispanica,46.12081351294,11.095689869531
10699,Platanus x hispanica,46.120663318748,11.095781892204
10700,Platanus x hispanica,46.12051238835,11.095874792472
10701,Platanus x hispanica,46.119036508046,11.097071524842
10702,Platanus x hispanica,46.118802077318,11.096863959172
10703,Platanus x hispanica,46.04715095833,11.127524821193
10704,Acer platanoides,46.047066310134,11.127560993663
10705,Acer platanoides,46.046973521574,11.127599309257
10706,Acer platanoides,46.046877584145,11.127632721257
10707,Acer platanoides,46.046691169845,11.127667311174
10708,Acer platanoides,46.046532100803,11.127707604462
10709,Acer platanoides,46.046402428956,11.12773041381
10710,Acer platanoides,46.046229046922,11.127756326576
10711,Acer platanoides,46.04611088078,11.127770271256
10712,Acer platanoides,46.04714940287,11.127787155253
10713,Tilia cordata,46.047252917766,11.127781824971
10714,Tilia cordata,46.047442180287,11.127681293361
10715,Acer platanoides,46.047517475496,11.127673715586
10716,Acer platanoides,46.04730187738,11.119647795766
10717,Tilia cordata,46.045987019687,11.12066500267
10718,Tilia cordata,46.045880755534,11.120745725925
10719,Tilia cordata,46.045699183461,11.120888063758
10720,Tilia cordata,46.045604631849,11.120963288927
10721,Tilia cordata,46.045498299139,11.121042845166
10722,Tilia cordata,46.045348784029,11.121164952453
10723,Tilia cordata,46.045258523016,11.12123206876
10724,Tilia cordata,46.045180854894,11.121294755443
10725,Tilia cordata,46.045109163608,11.121345779532
10726,Tilia cordata,46.04501713006,11.121421099583
10727,Tilia cordata,46.044248754508,11.122056155893
10728,Tilia cordata,46.044184596348,11.122108630006
10729,Tilia cordata,46.044116297313,11.122156292342
10730,Tilia cordata,46.044051218107,11.122209894193
10731,Tilia cordata,46.04397442373,11.122269121905
10732,Tilia cordata,46.043874070693,11.122341664469
10733,Tilia cordata,46.043786372967,11.122406419607
10734,Tilia cordata,46.0436869157,11.122474343009
10735,Tilia cordata,46.043594114023,11.122542521172
10736,Tilia cordata,46.043287271679,11.122761345331
10737,Tilia cordata,46.043187139143,11.122822003711
10738,Tilia cordata,46.043105552576,11.122867862708
10739,Tilia cordata,46.042991976733,11.122935114224
10740,Tilia cordata,46.042887029367,11.122988478835
10741,Tilia cordata,46.042782580691,11.12305375316
10742,Tilia cordata,46.042681660144,11.123113217064
10743,Tilia cordata,46.042549059903,11.123177412062
10744,Tilia cordata,46.042430689637,11.123231424618
10745,Tilia cordata,46.042351011027,11.123266628062
10746,Tilia cordata,46.042245321262,11.123316344114
10747,Tilia cordata,46.042059246903,11.123448927828
10748,Tilia cordata,46.041984875695,11.123498809713
10749,Tilia cordata,46.041893686637,11.123552828945
10750,Tilia cordata,46.041541320198,11.123654351101
10751,Tilia cordata,46.04171588338,11.123598746001
10752,Tilia cordata,46.041806359447,11.123583085605
10753,Tilia cordata,46.052191022174,11.117687478399
10754,Carpinus betulus,46.057533054606,11.118300303214
10755,Tilia cordata,46.057572747796,11.118426449881
10756,Tilia cordata,46.057493140926,11.118443313767
10757,Tilia cordata,46.057717044733,11.118682649506
10758,Fraxinus angustifolia ssp. Oxycarpa,46.057744006611,11.118806111904
10759,Corylus colurna,46.057655201944,11.118770522468
10760,Corylus colurna,46.05767990952,11.118845676095
10761,Corylus colurna,46.057700219446,11.118983234309
10762,Corylus colurna,46.05771444469,11.11913827149
10763,Corylus colurna,46.057729375417,11.119250413889
10764,Corylus colurna,46.057751303378,11.119358945684
10765,Corylus colurna,46.057782495853,11.118968024699
10766,Fraxinus angustifolia,46.057797680262,11.119037384265
10767,Fraxinus angustifolia,46.057811887259,11.119106060049
10768,Fraxinus angustifolia,46.057837177015,11.119232303097
10769,Fraxinus angustifolia,46.092308558932,11.114981131407
10770,Acer campestre,46.116792371723,11.091890539729
10771,Celtis australis,46.116835611362,11.092006455352
10772,Celtis australis,46.11693960955,11.09227441188
10773,Celtis australis,46.117018630187,11.092480983765
10774,Celtis australis,46.117135216058,11.092788892429
10775,Celtis australis,46.117269805313,11.093131004652
10776,Celtis australis,46.117321509374,11.093610142528
10777,Celtis australis,46.117262633727,11.093689447676
10778,Celtis australis,46.117378530654,11.093779387101
10779,Celtis australis,46.117009383268,11.092238874466
10780,Celtis australis,46.050729391843,11.123537514018
10781,Liquidambar styraciflua,46.050797151029,11.123528607247
10782,Liquidambar styraciflua,46.050772462081,11.123447773968
10783,Liquidambar styraciflua,46.09111083305,11.11549856637
10784,Acer x freemanii,46.091054942751,11.115527604504
10785,Acer x freemanii,46.090995253398,11.11555766151
10786,Acer x freemanii,46.051164800205,11.111822805635
10787,Aesculus hippocastanum,46.051221645564,11.11182484387
10788,Aesculus hippocastanum,46.05792809178,11.119702365672
10789,Corylus colurna,46.057933995251,11.11979166779
10790,Fraxinus angustifolia,46.057966466003,11.119884960558
10791,Fraxinus angustifolia,46.057993618219,11.120584905818
10792,Corylus colurna,46.057986312805,11.120003756059
10793,Corylus colurna,46.058002512592,11.120110517938
10794,Fraxinus angustifolia,46.058023595261,11.120186955962
10795,Corylus colurna,46.058044302734,11.12029815693
10796,Fraxinus angustifolia,46.058062478446,11.120385731431
10797,Corylus colurna,46.058083291229,11.120491248109
10798,Fraxinus angustifolia,46.058098442342,11.120567200664
10799,Fraxinus angustifolia,46.058127470875,11.120729529092
10800,Corylus colurna,46.058146600831,11.120823863171
10801,Corylus colurna,46.058164482328,11.120912719578
10802,Corylus colurna,46.058048662529,11.120829420379
10803,Fraxinus angustifolia,46.058182433306,11.121007525758
10804,Corylus colurna,46.058199282135,11.121098669833
10805,Fraxinus angustifolia,46.058235539906,11.121273945614
10806,Fraxinus angustifolia,46.058466439685,11.122919403339
10807,Sophora japonica,46.058492555129,11.123039734217
10808,Sophora japonica,46.058508177867,11.123133805961
10809,Corylus colurna,46.058519036268,11.123217869439
10810,Sophora japonica,46.058538335919,11.123298119539
10811,Fraxinus angustifolia,46.058546664877,11.123334250777
10812,Fraxinus angustifolia,46.058550173048,11.123368257886
10813,Corylus colurna,46.058561418969,11.123436305035
10814,Sophora japonica,46.058593639502,11.123639742036
10815,Sophora japonica,46.058614186013,11.123720686641
10816,Sophora japonica,46.05862588911,11.123768970898
10817,Corylus colurna,46.058653868129,11.123900363228
10818,Sophora japonica,46.058670906251,11.124000566179
10819,Sophora japonica,46.058677571494,11.124087442775
10820,Fraxinus angustifolia,46.058690442325,11.124140684793
10821,Corylus colurna,46.058718310195,11.124244147632
10822,Sophora japonica,46.058733786736,11.124341188053
10823,Sophora japonica,46.058753157656,11.124417563042
10824,Sophora japonica,46.05877304515,11.12457747613
10825,Sophora japonica,46.058791881481,11.124677748509
10826,Sophora japonica,46.058807817613,11.124754896889
10827,Sophora japonica,46.058824253522,11.124839045899
10828,Sophora japonica,46.058836588148,11.124921098284
10829,Eucalyptus cordata,46.058837528757,11.124943112888
10830,Sophora japonica,46.058838811617,11.124985438424
10831,Fraxinus angustifolia,46.058925538656,11.124977777567
10832,Corylus colurna,46.058964894154,11.124947483687
10833,Sophora japonica,46.059000816454,11.124913050152
10834,Sophora japonica,46.058845432567,11.124590725788
10835,Sophora japonica,46.058883919488,11.124679728805
10836,Sophora japonica,46.058925673742,11.124781785881
10837,Sophora japonica,46.059072473314,11.124931702285
10838,Sophora japonica,46.059123203548,11.124996352884
10839,Sophora japonica,46.059179123155,11.125082017838
10840,Sophora japonica,46.059231720061,11.125157600394
10841,Sophora japonica,46.059285757348,11.1252283255
10842,Sophora japonica,46.059421730904,11.125442471883
10843,Fraxinus angustifolia,46.059601014078,11.12567017645
10844,Sophora japonica,46.111045254568,11.109504186177
10845,Celtis australis,46.11128306351,11.109356938013
10846,Celtis australis,46.111721231178,11.109189641449
10847,Morus alba,46.11324307708,11.107840360043
10848,Morus alba,46.121079056313,11.097262690958
10849,Platanus x hispanica,46.121212922663,11.097623837854
10851,Platanus x hispanica,46.121304499373,11.097861715075
10852,Platanus x hispanica,46.121359275624,11.098020536634
10853,Platanus x hispanica,46.121402935347,11.098127940253
10854,Platanus x hispanica,46.121446324188,11.098250088981
10855,Platanus x hispanica,46.121488984512,11.098362891137
10856,Platanus x hispanica,46.121537873425,11.098489390973
10857,Platanus x hispanica,46.121579446751,11.098607458932
10858,Platanus x hispanica,46.121754501814,11.099068157654
10859,Platanus x hispanica,46.121798715365,11.099194351659
10860,Platanus x hispanica,46.121977613851,11.099597602462
10861,Platanus x hispanica,46.122041702529,11.099709926819
10862,Platanus x hispanica,46.122103012817,11.099816709639
10863,Platanus x hispanica,46.122165607119,11.099907491751
10864,Platanus x hispanica,46.122300025731,11.100096138013
10865,Platanus x hispanica,46.122358982146,11.10018406437
10866,Platanus x hispanica,46.122420757974,11.100265496961
10867,Platanus x hispanica,46.122485266812,11.100354929127
10868,Platanus x hispanica,46.122542431745,11.100437481143
10869,Platanus x hispanica,46.122773087049,11.100757023723
10870,Platanus x hispanica,46.122847798801,11.100849563171
10871,Platanus x hispanica,46.122904865842,11.100937419378
10872,Platanus x hispanica,46.122969395529,11.10102568901
10873,Platanus x hispanica,46.123241828523,11.101403000892
10874,Platanus x hispanica,46.123355354854,11.101562772136
10875,Platanus x hispanica,46.120835873899,11.09639909008
10876,Platanus x hispanica,46.120788551018,11.096290126233
10877,Platanus x hispanica,46.120749739682,11.096173460829
10878,Platanus x hispanica,46.118587581767,11.098061155199
10879,Celtis australis,46.065133109398,11.141605222254
10880,Platanus x hispanica,46.078413312893,11.141526966349
10881,Acer campestre,46.039806699295,11.143996812989
10882,Acer platanoides,46.00633825335,11.128271123306
10883,Platanus x hispanica,46.006407797649,11.128311377922
10884,Platanus x hispanica,46.006459802908,11.128336493433
10885,Platanus x hispanica,46.006527794605,11.128368293042
10886,Platanus x hispanica,46.006585692679,11.128395959708
10887,Platanus x hispanica,46.013041414083,11.129598848902
10888,Crataegus,46.012980688232,11.129539420242
10889,Crataegus,46.012911710927,11.129473603509
10890,Crataegus,46.012834439426,11.129394033971
10891,Crataegus,46.012708018127,11.12927136992
10892,Crataegus,46.041770186241,11.105727476848
10893,Prunus avium,46.132339155986,11.134256138805
10894,Celtis australis,46.060634005546,11.127333194839
10895,Tilia cordata,46.098617931575,11.113220971255
10896,Platanus x hispanica,46.049900898341,11.112160591672
10898,Aesculus hippocastanum,46.098636498219,11.114328771824
10899,Prunus serrulata,46.098590329433,11.113885955791
10900,Platanus x hispanica,46.098588131621,11.113844211959
