,Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
996,2240,Fraxinus excelsior,18,750.63,64.6,10.38,3.3,0.53,0.2,0.34,,,140.1,0.72,,1.59,8.8,6,1.8,7,38.5,96.6,10.3,46.0999171376776,11.1012945686427
997,2241,Fraxinus excelsior,16,660.92,49.8,8,2.9,0.46,0.1,0.18,,,74.6,0.38,,1.02,7.6,6,1.8,6,28.3,51.4,5.5,46.0999341747271,11.1011512146258
998,2242,Fraxinus excelsior,12,513.16,25.6,4.11,2,0.31,0.1,0.12,,,50.7,0.26,,0.7,5.2,5,1.5,5,19.6,34.9,3.7,46.0999642678618,11.1009145550761
999,2244,Fraxinus excelsior,22,961.7,105.6,16.96,4.4,0.7,0.2,0.44,,,184.3,0.95,,2.09,11.7,8,2.4,8,50.3,127.1,13.5,46.0999808828646,11.1007745487052
1000,2245,Fraxinus excelsior,13,546.14,32.1,5.15,2.2,0.36,0.1,0.2,,,81.5,0.42,,0.97,6,6.5,1.9,6,28.3,56.2,6,46.0995894817274,11.0993187659243
1001,2246,Fraxinus excelsior,22,961.7,103.2,16.58,4.3,0.69,0.2,0.4,,,166,0.85,,1.94,11.5,7,2.1,7,38.5,114.4,12.2,46.0996740547894,11.0993253409161
1002,2247,Fraxinus excelsior,24,1083.07,127.9,20.54,4.9,0.78,0.2,0.4,,,167.8,0.86,,2.05,13,8,2.4,7,38.5,115.7,12.3,46.0997545519806,11.099333313749
1003,2248,Fraxinus excelsior,24,1083.07,127.9,20.54,4.9,0.78,0.2,0.38,,,157.6,0.81,,1.97,13,8,2.4,7,38.5,108.6,11.6,46.0998357710763,11.0993411846382
1004,2249,Fraxinus excelsior,19,799.44,76.5,12.29,3.7,0.59,0.1,0.27,,,112.9,0.58,,1.44,9.8,8,2.4,6,28.3,77.8,8.3,46.0999161616927,11.0993500591489
1005,2250,Fraxinus excelsior,24,1083.07,127.9,20.54,4.9,0.78,0.2,0.43,,,178,0.92,,2.13,13,8,2.4,7,38.5,122.7,13.1,46.099994044185,11.0994170601486
1006,2251,Fraxinus excelsior,19,799.44,74.7,12,3.6,0.58,0.1,0.26,,,107.8,0.55,,1.39,9.6,7,2.1,6,28.3,74.3,7.9,46.1000230894901,11.0995360296549
1007,2252,Fraxinus excelsior,18,750.63,64.6,10.38,3.3,0.53,0.1,0.16,,,65.4,0.34,,1.02,8.8,6,1.8,5,19.6,45.1,4.8,46.1000096514673,11.0996550679508
1008,2253,Fraxinus excelsior,18,750.63,66.3,10.65,3.4,0.54,0.2,0.31,,,128,0.66,,1.51,9,7,2.1,7,38.5,88.2,9.4,46.0999957921283,11.0997725376104
1009,2254,Fraxinus excelsior,15,620.02,43.2,6.94,2.6,0.42,0.1,0.15,,,61.3,0.32,,0.89,7,6,1.8,5,19.6,42.3,4.5,46.0999826973489,11.099887578
1010,2255,Fraxinus excelsior,17,704.45,58.5,9.4,3.1,0.5,0.1,0.25,,,103.6,0.53,,1.29,8.4,7,2.1,6,28.3,71.4,7.6,46.0994732139978,11.09930801183
1011,2256,Fraxinus excelsior,20,850.89,82.6,13.27,3.8,0.61,0.1,0.26,,,107.2,0.55,,1.42,10.1,6.5,1.9,6,28.3,73.9,7.9,46.099425057685,11.0993033370778
1012,2257,Fraxinus excelsior,18,750.63,64.6,10.38,3.3,0.53,0.1,0.15,,,61.7,0.32,,1,8.8,6,1.8,5,19.6,42.5,4.5,46.0993441129941,11.0996087057561
1013,2258,Fraxinus excelsior,10,284.81,16.5,2.65,1.5,0.25,0,0.02,,,6.9,0.04,,0.3,4.1,4,1.2,1.5,1.8,4.8,0.5,46.0993075759276,11.0997357926015
1014,2259,Fraxinus excelsior,10,284.81,16.5,2.65,1.5,0.25,0,0.02,,,6.9,0.04,,0.3,4.1,4,1.2,1.5,1.8,4.8,0.5,46.0981980293566,11.1188065758686
1015,2260,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.4,0.06,,0.33,4.1,5,1.5,2.5,4.9,7.9,0.4,46.0981707024056,11.1185523372995
1016,2261,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,10.7,0.06,,0.33,4.1,5,1.5,2.5,4.9,7.4,0.3,46.0980726928812,11.1185714818756
1017,2262,Platanus x hispanica,14,583.68,45.3,7.28,2.4,0.39,0,0.02,,,10.3,0.05,,0.47,6.5,6,1.8,2,3.1,7.1,0.3,46.0980497849633,11.1183652828018
1018,2263,Platanus x hispanica,14,583.68,45.3,7.28,2.4,0.39,0,0.02,,,10.3,0.05,,0.47,6.5,6,1.8,2,3.1,7.1,0.3,46.0981082623406,11.1181044993225
1019,2264,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.02,,,6.4,0.03,,0.4,5.9,5,1.5,1.5,1.8,4.4,0.2,46.0981795683622,11.1180255936892
1020,2265,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,10.6,0.05,,0.43,5.9,6,1.8,2,3.1,7.3,0.3,46.0983567796139,11.1179482862391
1021,2266,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,10.6,0.05,,0.43,5.9,6,1.8,2,3.1,7.3,0.3,46.0985284950113,11.117880988683
1022,2267,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.05,,,19,0.1,,0.5,5.9,7,2.1,3,7.1,13.1,0.6,46.0987022561598,11.1178101464837
1023,2268,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.04,,,16.7,0.09,,0.48,5.9,7,2.1,3,7.1,11.5,0.5,46.0987843611972,11.1177555883273
1024,2269,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.05,,,20.2,0.1,,0.51,5.9,7,2.1,3,7.1,13.9,0.6,46.0989007309205,11.117692768302
1025,2270,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.02,,,10,0.05,,0.32,4.1,4,1.2,2.5,4.9,6.9,0.3,46.0990726159903,11.1175968829933
1026,2271,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,12.2,0.06,,0.34,4.1,6,1.8,2.5,4.9,8.4,0.4,46.0989835033187,11.1178352799067
1027,2272,Platanus x hispanica,15,622.53,53.6,8.61,2.7,0.43,0,0.04,,,17.5,0.09,,0.57,7.2,5,1.5,3,7.1,12.1,0.6,46.0988106081446,11.117917670241
1028,2273,Platanus x hispanica,13,547.5,37.9,6.09,2.2,0.35,0,0.03,,,13.6,0.07,,0.46,5.9,5,1.5,3,7.1,9.4,0.4,46.0986375004849,11.1179872434766
1029,2274,Platanus x hispanica,15,622.53,53.6,8.61,2.7,0.43,0,0.05,,,19.8,0.1,,0.58,7.2,6,1.8,3,7.1,13.7,0.6,46.0984648209162,11.1180579970963
1030,2275,Platanus x hispanica,15,622.53,53.6,8.61,2.7,0.43,0,0.04,,,17.6,0.09,,0.57,7.2,6,1.8,3,7.1,12.1,0.6,46.098293246955,11.1181273694918
1031,2276,Platanus x hispanica,15,622.53,53.6,8.61,2.7,0.43,0,0.04,,,15.3,0.08,,0.55,7.2,6,1.8,3,7.1,10.5,0.5,46.0990543259664,11.1173405288388
1032,2277,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.5,0.06,,0.33,4.1,6,1.8,2.5,4.9,7.9,0.4,46.0990290032472,11.1170848112361
1033,2278,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,11.5,0.06,,0.33,4.1,6,1.8,2.5,4.9,7.9,0.4,46.0990012659338,11.1168282251532
1034,2279,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,13,0.07,,0.34,4.1,6,1.8,2.5,4.9,9,0.4,46.0989747824146,11.1165719460831
1035,2280,Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,16.8,0.09,,0.41,4.6,7,2.1,3,7.1,11.6,0.5,46.0989481016718,11.1163165653661
1036,2281,Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.04,,,16.2,0.08,,0.44,5.2,7,2.1,3,7.1,11.2,0.5,46.0989195627337,11.1160594318561
1037,2282,Platanus x hispanica,12,514,31.3,5.02,2,0.32,0,0.04,,,17.4,0.09,,0.45,5.2,7,2.1,3,7.1,12,0.5,46.0988656046891,11.1155467081755
1038,2283,Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.03,,,13.4,0.07,,0.38,4.6,6,1.8,2.5,4.9,9.3,0.4,46.0988504146985,11.116323176719
1039,2284,Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,15.7,0.08,,0.4,4.6,7,2.1,3,7.1,10.9,0.5,46.0989447835515,11.1172195047101
1040,2285,Platanus x hispanica,11,483.19,25.4,4.08,1.7,0.28,0,0.04,,,14.6,0.08,,0.39,4.6,7,2.1,3,7.1,10.1,0.5,46.0987950855064,11.1157970749397
1041,2286,Prunus serrulata,26,1026.09,259.5,41.7,7.5,1.21,0.1,0.13,,,52.6,0.27,,1.61,20.1,6,1.8,6,28.3,36.2,2.8,46.0987544444427,11.1154108769699
1042,2287,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.04,,,15.2,0.08,,0.36,4.1,6,1.8,3,7.1,10.5,0.5,46.0987405134311,11.1152834235372
1043,2288,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.04,,,17.2,0.09,,0.37,4.1,6,1.8,3,7.1,11.9,0.5,46.0987264000017,11.1151560925698
1044,2289,Platanus x hispanica,10,289.26,20.2,3.24,1.5,0.24,0,0.03,,,13.2,0.07,,0.34,4.1,6,1.8,3,7.1,9.1,0.4,46.0987001839083,11.1149046128268
1045,2290,Prunus serrulata,17,643.18,92.2,14.82,4.1,0.66,0,0.09,,,39.4,0.2,,0.96,11,6,1.8,6,28.3,27.1,2.1,46.0986856921421,11.1147733862248
1046,2291,Prunus serrulata,17,643.18,92.2,14.82,4.1,0.66,0.1,0.11,,,45.2,0.23,,1,11,6,1.8,6,28.3,31.2,2.4,46.098671436545,11.1146439800232
1047,2292,Prunus serrulata,22,836.12,172.8,27.76,5.9,0.96,0.1,0.13,,,56,0.29,,1.38,15.9,6,1.8,6,28.3,38.6,3,46.0987587006857,11.1145148336136
1048,2293,Prunus serrulata,22,836.12,172.8,27.76,5.9,0.96,0.1,0.13,,,56,0.29,,1.38,15.9,6,1.8,6,28.3,38.6,3,46.0988783004083,11.1175343851164
1049,2295,Acer campestre,8,207.91,13.1,2.11,0.8,0.13,0,0.04,,,14.8,0.08,,0.24,2.1,5,1.5,3,7.1,10.2,0.6,46.0988275688249,11.117523609947
1050,2296,Acer campestre,7,159.18,9.8,1.58,0.7,0.11,0,0.05,,,22.8,0.12,,0.28,1.8,5,1.5,4,12.6,15.7,0.9,46.0968629247984,11.1190539697249
1051,2297,Fraxinus ornus,7,139.56,14.5,2.33,1,0.16,0,0.04,,,15.7,0.08,,0.28,2.6,6,1.8,3,7.1,10.8,0.8,46.0966327823556,11.1189019526617
1052,2298,Fraxinus ornus,6,102.53,10,1.6,0.8,0.13,0,0.02,,,6.9,0.04,,0.18,2.1,5,1.5,2,3.1,4.8,0.3,46.0966532131842,11.1188647600732
1053,2299,Fraxinus ornus,7,139.56,13.9,2.23,0.9,0.15,0,0.02,,,8.2,0.04,,0.21,2.5,5,1.5,2,3.1,5.7,0.4,46.0966136310845,11.1188512079911
1054,2300,Fraxinus ornus,8,182.28,18.5,2.98,1.1,0.18,0,0.02,,,8.6,0.04,,0.24,3,5,1.5,2,3.1,5.9,0.4,46.0966685614679,11.1185677657906
1055,2301,Fraxinus ornus,7,139.56,14.5,2.33,1,0.16,0,0.04,,,15.7,0.08,,0.28,2.6,6,1.8,3,7.1,10.8,0.8,46.0988529041452,11.1172627027836
1056,2302,Fraxinus ornus,7,139.56,14.5,2.33,1,0.16,0,0.06,,,26.6,0.14,,0.36,2.6,6,1.8,4,12.6,18.4,1.3,46.0963456874229,11.1187804609739
1057,2303,Koelreuteria paniculata,5,69.67,4.6,0.73,0.5,0.07,0,0.03,,,14.1,0.07,,0.18,1.2,6,1.8,3,7.1,9.8,0.8,46.0967102359446,11.1181283383274
1058,2304,Malus,6,100.32,5.5,0.88,0.7,0.11,0,0.01,,,5.2,0.03,,0.15,1.9,2,0.6,2,3.1,3.6,0.3,46.0978447824101,11.1190766917699
1059,2305,Metasequoia glyptostroboides,7,161.55,4.4,0.71,0.5,0.09,0,0.06,,,23.5,0.12,,0.26,1.4,6,1.8,4,12.6,16.2,0.9,46.0978261603743,11.119035483765
1060,2306,Metasequoia glyptostroboides,7,161.55,4.4,0.71,0.5,0.09,0,0.06,,,23.5,0.12,,0.26,1.4,6,1.8,4,12.6,16.2,0.9,46.0967080846855,11.119015626622
1061,2307,Morus nigra,7,136.55,4.5,0.72,0.6,0.1,0,0.03,,,10.6,0.05,,0.18,1.7,4,1.2,3,7.1,7.3,0.6,46.0967402976975,11.1190272111607
1062,2308,Morus nigra,7,136.55,4.5,0.72,0.6,0.1,0,0.03,,,12,0.06,,0.19,1.7,4,1.2,3,7.1,8.3,0.7,46.0967076799814,11.1189632156147
1063,2309,Morus nigra,7,136.55,4.5,0.72,0.6,0.1,0,0.03,,,12,0.06,,0.19,1.7,4,1.2,3,7.1,8.3,0.7,46.0969084881421,11.1186450491119
1064,2310,Morus nigra,3,51.07,0.6,0.09,0.2,0.03,0,0.01,,,4.9,0.03,,0.07,0.5,4,1.2,2,3.1,3.4,0.3,46.0988571233717,11.1173550486445
1065,2311,Ostrya carpinifolia,7,136.55,9.5,1.53,1,0.17,0,0.03,,,12.1,0.06,,0.26,2.8,6,1.8,2.5,4.9,8.3,0.5,46.0988742338293,11.1174211010548
1066,2312,Ostrya carpinifolia,7,136.55,9.5,1.53,1,0.17,0,0.04,,,16,0.08,,0.29,2.8,6,1.8,3,7.1,11,0.7,46.1050276855671,11.1093476523726
1067,2313,Pinus nigra,20,824.44,51.4,8.26,1.7,0.28,0.1,0.23,,,97.8,0.5,,1.02,4.6,8,2.4,6,28.3,67.4,6.5,46.1050845523412,11.1092705040309
1068,2314,Pinus nigra,19,772.71,45.8,7.36,1.6,0.26,0.1,0.22,,,89.8,0.46,,0.94,4.3,8,2.4,6,28.3,61.9,6,46.1049888855293,11.1093919770979
1069,2315,Pinus nigra,20,824.44,48.1,7.73,1.7,0.27,0.1,0.12,,,50.3,0.26,,0.65,4.5,6,1.8,5,19.6,34.6,3.3,46.1049743527533,11.1094381335173
1070,2316,Pinus nigra,22,935.85,60.1,9.65,1.9,0.31,0.1,0.16,,,67.5,0.35,,0.82,5.1,6,1.8,5,19.6,46.5,4.5,46.1049399303514,11.1094890948429
1071,2317,Pinus nigra,18,723.63,39,6.26,1.5,0.24,0.1,0.13,,,54.9,0.28,,0.65,4,7,2.1,5,19.6,37.8,3.6,46.1049167257601,11.1095174522096
1072,2318,Pinus nigra,15,592.32,25.2,4.05,1.2,0.19,0,0.09,,,36.5,0.19,,0.46,3.1,6,1.8,4,12.6,25.1,2.4,46.1050007683441,11.1094601032124
1073,2319,Pinus nigra,15,592.32,25.2,4.05,1.2,0.19,0,0.09,,,36.5,0.19,,0.46,3.1,6,1.8,4,12.6,25.1,2.4,46.1049662454397,11.1094580094953
1074,2320,Pinus nigra,21,878.82,55.2,8.87,1.8,0.29,0.1,0.17,,,70,0.36,,0.82,4.9,7,2.1,5,19.6,48.3,4.7,46.1050500814214,11.1093143470712
1075,2321,Pinus nigra,22,935.85,61.6,9.91,1.9,0.31,0.1,0.2,,,84,0.43,,0.94,5.2,7,2.1,6,28.3,57.9,5.6,46.1052512499808,11.1090505546214
1076,2322,Pinus nigra,25,1122.87,79.7,12.8,2.3,0.36,0.1,0.15,,,62.5,0.32,,0.83,6,6,1.8,5,19.6,43.1,4.2,46.1051507496038,11.1091608455456
1077,2323,Pinus nigra,25,1122.87,79.7,12.8,2.3,0.36,0.1,0.15,,,62.5,0.32,,0.83,6,6,1.8,5,19.6,43.1,4.2,46.1051990074435,11.1090868620242
1078,2324,Pinus nigra,22,935.85,59.8,9.61,1.9,0.31,0.1,0.14,,,59.7,0.31,,0.76,5.1,6,1.8,5,19.6,41.2,4,46.0967919073559,11.1198695886416
1079,2325,Populus nigra,30,1001.36,185.6,29.81,6.2,1,0.2,0.29,,,121.5,0.62,,1.92,16.6,12,3.6,6,28.3,83.7,6,46.0967117457463,11.1198902413594
1080,2326,Populus nigra,30,1001.36,185.6,29.81,6.2,1,0.1,0.22,,,93.6,0.48,,1.7,16.6,12,3.6,6,28.3,64.5,4.7,46.0966317153177,11.1199115847204
1081,2327,Populus nigra,30,1001.36,185.6,29.81,6.2,1,0.1,0.24,,,100.5,0.52,,1.76,16.6,12,3.6,6,28.3,69.3,5,46.0965516907847,11.1199301855799
1082,2328,Populus nigra,30,1001.36,185.6,29.81,6.2,1,0.2,0.29,,,121.5,0.62,,1.92,16.6,12,3.6,6,28.3,83.7,6,46.0968947135926,11.1189894543702
1083,2329,Populus nigra,18,609.55,52.3,8.4,2.9,0.47,0.1,0.13,,,52.8,0.27,,0.87,7.8,12,3.6,5,19.6,36.4,2.6,46.0969276032596,11.1190572253054
1084,2330,Populus nigra,18,609.55,52.3,8.4,2.9,0.47,0.1,0.15,,,64.6,0.33,,0.96,7.8,12,3.6,5,19.6,44.5,3.2,46.0970736278308,11.1197893915699
1085,2331,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0971650837566,11.1197571529689
1086,2332,Populus nigra,25,814.3,118,18.96,4.8,0.76,0,0.09,,,37.9,0.19,,1.05,12.7,18,5.4,3,7.1,26.1,1.9,46.0972499723342,11.1197281555022
1087,2333,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0974170968835,11.1196695411076
1088,2334,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0973318431706,11.1196983306819
1089,2335,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0980968821281,11.1188165189933
1090,2336,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.1,,,43.2,0.22,,1.09,12.7,18,5.4,3,7.1,29.8,2.1,46.0976447141163,11.1195894799729
1091,2337,Populus nigra,25,814.3,118,18.96,4.8,0.76,0,0.09,,,37.9,0.19,,1.05,12.7,18,5.4,3,7.1,26.1,1.9,46.0977320945878,11.1195542382463
1092,2338,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0978214582404,11.119521737563
1093,2339,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0978998809113,11.1194657756958
1094,2340,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0979657478978,11.1193797572534
1095,2341,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0980022018896,11.1192607589045
1096,2342,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.1,,,40.5,0.21,,1.07,12.7,18,5.4,3,7.1,28,2,46.0980339450232,11.1191380737476
1097,2343,Populus nigra,25,814.3,118,18.96,4.8,0.76,0.1,0.11,,,45.8,0.24,,1.11,12.7,18,5.4,3,7.1,31.6,2.3,46.0974764553522,11.1194672002702
1098,2344,Prunus avium,12,499.72,33.1,5.33,2.1,0.34,0,0.05,,,22.3,0.11,,0.51,5.6,6,1.8,4,12.6,15.4,1.2,46.0973922397145,11.1194924334114
1099,2345,Prunus avium,12,499.72,33.1,5.33,2.1,0.34,0,0.06,,,25.2,0.13,,0.53,5.6,6,1.8,4,12.6,17.4,1.3,46.0973038258736,11.1195144911207
1100,2346,Prunus avium,14,551.17,48.2,7.75,2.6,0.42,0,0.06,,,26.6,0.14,,0.62,7,6,1.8,4,12.6,18.3,1.4,46.0972212482005,11.1195373029667
1101,2347,Prunus avium,12,499.72,33.1,5.33,2.1,0.34,0,0.05,,,19.4,0.1,,0.49,5.6,6,1.8,4,12.6,13.4,1,46.0971725021774,11.1194936853558
1102,2348,Prunus avium,8,136.71,12.3,1.98,1.2,0.19,0,0.05,,,20.5,0.11,,0.35,3.2,5,1.5,4,12.6,14.2,1.1,46.0972558494628,11.1194740208565
1103,2349,Prunus avium,8,136.71,12.3,1.98,1.2,0.19,0,0.05,,,19.3,0.1,,0.34,3.2,4,1.2,4,12.6,13.3,1,46.0973400731231,11.119450780395
1104,2350,Prunus avium,5,53.4,3.9,0.63,0.6,0.1,0,0.05,,,20.2,0.1,,0.25,1.6,3,0.9,4,12.6,13.9,1.1,46.0975617784017,11.1194477666412
1105,2351,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.06,,,23.6,0.12,,0.44,4.3,6,1.8,4,12.6,16.3,1.3,46.0976414060624,11.1194267820389
1106,2352,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.04,,,18.2,0.09,,0.4,4.3,6,1.8,4,12.6,12.5,1,46.0977267053848,11.1194018360574
1107,2353,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.04,,,16.2,0.08,,0.28,2.6,5,1.5,4,12.6,11.2,0.9,46.097844124286,11.1193173543988
1108,2354,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.04,,,17.3,0.09,,0.29,2.6,5,1.5,4,12.6,12,0.9,46.0978797803578,11.1192539695796
1109,2355,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.04,,,18.2,0.09,,0.4,4.3,6,1.8,4,12.6,12.5,1,46.0979149599411,11.1191983159399
1110,2356,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.05,,,19.6,0.1,,0.31,2.6,5,1.5,4,12.6,13.5,1,46.0978328187164,11.1192184671638
1111,2357,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.05,,,19.6,0.1,,0.31,2.6,5,1.5,4,12.6,13.5,1,46.0977490537987,11.1192378445261
1112,2358,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.05,,,19.6,0.1,,0.31,2.6,5,1.5,4,12.6,13.5,1,46.0976642808397,11.1192591626073
1113,2359,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.05,,,19.5,0.1,,0.41,4.3,6,1.8,4,12.6,13.5,1,46.0975798288954,11.1192811268659
1114,2360,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.06,,,23.6,0.12,,0.44,4.3,6,1.8,4,12.6,16.3,1.3,46.0975458420763,11.1193437990875
1115,2361,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.05,,,19.6,0.1,,0.31,2.6,5,1.5,4,12.6,13.5,1,46.097629262376,11.1193216530728
1116,2362,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.04,,,17.3,0.09,,0.29,2.6,5,1.5,4,12.6,12,0.9,46.0977128787389,11.1192991263907
1117,2363,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.05,,,19.6,0.1,,0.31,2.6,5,1.5,4,12.6,13.5,1,46.0977971561942,11.1192802604039
1118,2364,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.04,,,15.1,0.08,,0.27,2.6,5,1.5,4,12.6,10.4,0.8,46.0977621376213,11.1193364504823
1119,2365,Prunus avium,7,104.67,8.9,1.43,1,0.16,0,0.04,,,15.1,0.08,,0.27,2.6,5,1.5,4,12.6,10.4,0.8,46.0976758055752,11.119361758043
1120,2366,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.06,,,23.6,0.12,,0.44,4.3,6,1.8,4,12.6,16.3,1.3,46.097593734348,11.1193839557372
1121,2367,Prunus avium,10,213.61,21.3,3.42,1.6,0.26,0,0.04,,,18.2,0.09,,0.4,4.3,6,1.8,4,12.6,12.5,1,46.0969517238617,11.1175574303345
1122,2368,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,13,0.07,,0.23,2.1,3.5,1,4,12.6,9,0.7,46.0969117047299,11.1175026680195
1123,2369,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,15,0.08,,0.24,2.1,3.5,1,4,12.6,10.3,0.8,46.0968654496828,11.1175804016276
1124,2370,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,16.9,0.09,,0.26,2.1,3.5,1,4,12.6,11.7,0.9,46.0969717429256,11.11748995902
1125,2371,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,14,0.07,,0.23,2.1,3.5,1,4,12.6,9.7,0.7,46.0970358169485,11.117539194657
1126,2372,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,14,0.07,,0.23,2.1,3.5,1,4,12.6,9.7,0.7,46.096951032201,11.1174200676771
1127,2373,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,16,0.08,,0.25,2.1,3.5,1,4,12.6,11,0.9,46.0969270708673,11.1173910579132
1128,2374,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,13,0.07,,0.23,2.1,3.5,1,4,12.6,9,0.7,46.0969649463033,11.1173168260905
1129,2375,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,13,0.07,,0.23,2.1,3.5,1,4,12.6,9,0.7,46.0969955012369,11.1173572217763
1130,2376,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,16.9,0.09,,0.26,2.1,3.5,1,4,12.6,11.7,0.9,46.0970443677429,11.1172871591897
1131,2377,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,16.9,0.09,,0.26,2.1,3.5,1,4,12.6,11.7,0.9,46.0970022544164,11.1172307227678
1132,2378,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.04,,,16.9,0.09,,0.26,2.1,3.5,1,4,12.6,11.7,0.9,46.0970128665731,11.1171180615093
1133,2379,Prunus avium,6,76.9,6.1,0.98,0.8,0.13,0,0.03,,,14,0.07,,0.23,2.1,3.5,1,4,12.6,9.7,0.7,46.0967042938202,11.1183227305756
1134,2380,Prunus avium,4,39.15,2.3,0.37,0.5,0.07,0,0.01,,,4.7,0.02,,0.11,1.2,2,0.6,2,3.1,3.2,0.2,46.0967771858804,11.1184349471458
1135,2381,Prunus avium,3,39.15,1.1,0.18,0.3,0.05,0,0.01,,,4.2,0.02,,0.08,0.8,2,0.6,2,3.1,2.9,0.2,46.0967741195756,11.1176012571248
1136,2382,Prunus avium,8,136.71,12.3,1.98,1.2,0.19,0,0.03,,,11.3,0.06,,0.28,3.2,4,1.2,3,7.1,7.8,0.6,46.0968309301412,11.1175251896595
