,Tree ID,Species Name,Oxygen Production
,,,(kg/yr)
,4858,Quercus rubra,4.60
,4859,Cedrus deodara,42.70
,4860,Cedrus deodara,43.90
,4861,Cedrus libani,45.80
,4862,Celtis australis,4.30
,4863,Sophora japonica,3.40
,4864,Thuja orientalis,12.60
,4871,Celtis australis,2.60
,4872,Celtis australis,3.50
,4873,Celtis australis,2.20
,4874,Diospyros kaki,7.00
,4875,Morus,2.80
,4876,Ostrya carpinifolia,10.60
,4877,Prunus cerasifera,20.70
,4878,Pseudotsuga menziesii,20.10
,4879,Quercus robur,10.10
,4880,Quercus,18.90
,4881,Robinia pseudoacacia,19.70
,4882,Robinia pseudoacacia,5.90
,4883,Robinia pseudoacacia,12.10
,4884,Aesculus hippocastanum,6.10
,4885,Aesculus hippocastanum,25.50
,4886,Aesculus hippocastanum,16.50
,4887,Aesculus hippocastanum,20.80
,4888,Aesculus hippocastanum,12.90
,4889,Aesculus hippocastanum,47.70
,4890,Aesculus hippocastanum,6.10
,4891,Aesculus hippocastanum,21.00
,4892,Aesculus hippocastanum,16.70
,4893,Quercus rubra,4.60
,4895,Quercus rubra,4.60
,4896,Quercus rubra,8.20
,4897,Quercus rubra,4.60
,4898,Carpinus betulus,9.20
,4899,Carpinus betulus,7.90
,4900,Crataegus x lavallei,3.80
,4901,Crataegus x lavallei,3.80
,4902,Crataegus x lavallei,3.80
,4903,Carpinus betulus,4.50
,4904,Carpinus betulus,4.50
,4905,Carpinus betulus,10.50
,4906,Carpinus betulus,10.50
,4907,Carpinus betulus,14.10
,4908,Carpinus betulus,14.10
,4909,Carpinus betulus,11.70
,4910,Carpinus betulus,11.70
,4911,Carpinus betulus,6.10
,4912,Carpinus betulus,6.10
,4913,Carpinus betulus,6.10
,4914,Celtis australis,3.10
,4915,Celtis australis,3.10
,4916,Celtis australis,3.30
,4917,Celtis australis,3.50
,4918,Celtis australis,2.20
,4919,Cupressus sempervirens,7.70
,4920,Ligustrum lucidum,3.90
,4921,Ligustrum lucidum,1.10
,4922,Pinus nigra,9.30
,4923,Pinus nigra,16.50
,4925,Pinus nigra,8.30
,4927,Platanus x hispanica,0.70
,4928,Platanus x hispanica,21.70
,4929,Platanus x hispanica,21.70
,4930,Platanus x hispanica,21.70
,4931,Platanus x hispanica,97.20
,4932,Platanus x hispanica,14.60
,4933,Platanus x hispanica,93.10
,4934,Populus nigra,21.70
,4935,Populus nigra,82.60
,4936,Ulmus minor,13.30
,4937,Ulmus,69.10
,4939,Acer negundo,21.20
,4940,Acer negundo,20.50
,4941,Acer,8.50
,4942,Aesculus hippocastanum,2.40
,4943,Carpinus betulus,6.10
,4944,Carpinus betulus,17.90
,4945,Juglans regia,24.20
,4946,Acer negundo,5.30
,4947,Acer negundo,7.00
,4948,Acer negundo,5.30
,4949,Acer negundo,5.30
,4950,Sophora japonica,5.50
,4951,Acer rubrum,6.70
,4952,Acer negundo,6.80
,4953,Acer buergerianum,11.20
,4954,Acer buergerianum,4.70
,4955,Acer pseudoplatanus,6.60
,4956,Prunus avium,10.00
,4957,Prunus avium,10.80
,4967,Paulownia tomentosa,24.10
,4968,Fraxinus ornus,7.30
,4969,Fraxinus ornus,7.30
,4970,Fraxinus ornus,7.30
,4971,Fraxinus ornus,7.30
,4972,Fraxinus ornus,7.30
,4973,Prunus mahaleb,12.90
,4974,Prunus mahaleb,12.90
,4975,Prunus mahaleb,12.90
,4976,Aesculus hippocastanum,8.00
,4978,Aesculus hippocastanum,6.90
,4979,Aesculus hippocastanum,11.10
,4980,Celtis australis,3.40
,4981,Celtis australis,3.90
,4982,Diospyros lotus,20.50
,4983,Platanus x hispanica,17.90
,4984,Platanus x hispanica,16.00
,4985,Platanus x hispanica,7.90
,4986,Platanus x hispanica,7.20
,4988,Tilia cordata,13.00
,4989,Quercus,9.50
,4992,Cedrus deodara,52.50
,4993,Cercis siliquastrum,4.30
,4994,Cercis siliquastrum,4.30
,4996,Juglans,12.60
,4997,Ulmus,27.40
,4998,Celtis australis,5.20
,4999,Celtis australis,4.70
,5000,Fraxinus excelsior,5.20
,5001,Fraxinus excelsior,4.10
,5002,Crataegus x lavallei,3.30
,5003,Crataegus x lavallei,5.40
,5004,Fraxinus ornus,7.30
,5005,Fraxinus ornus,7.30
,5006,Fraxinus ornus,7.30
,5007,Fraxinus ornus,7.30
,5008,Fraxinus ornus,7.30
,5009,Fraxinus ornus,7.30
,5010,Fraxinus ornus,7.30
,5011,Fraxinus ornus,7.30
,5012,Fraxinus ornus,7.30
,5015,Quercus robur,9.40
,5016,Quercus robur,9.40
,5017,Quercus robur,9.40
,5018,Quercus robur,10.80
,5019,Celtis australis,3.40
,5024,Ulmus,9.70
,5025,Prunus laurocerasus,15.60
,5028,Tilia x europaea,33.80
,5029,Tilia x europaea,28.20
,5030,Tilia x europaea,48.80
,5031,Fraxinus ornus,7.30
,5032,Fraxinus ornus,7.30
,5033,Fraxinus ornus,7.30
,5034,Fraxinus ornus,7.30
,5035,Pinus nigra,9.80
,5036,Ulmus,69.10
,5037,Ulmus,69.10
,5038,Pinus nigra,9.80
,5039,Pinus nigra,9.80
,5040,Prunus,10.10
,5041,Prunus,15.90
,5042,Quercus robur,11.00
,5067,Fraxinus excelsior,4.60
,5068,Ulmus,90.80
,5071,Nerium oleander,3.00
,5072,Nerium oleander,4.00
,5073,Ligustrum,5.40
,5074,Nerium oleander,4.90
,5075,Nerium oleander,4.00
,5077,Platanus x hispanica,4.10
,5078,Magnolia grandiflora,3.20
,5079,Magnolia grandiflora,3.20
,5080,Magnolia grandiflora,3.20
,5081,Ilex aquifolium,2.80
,5082,Ilex aquifolium,2.80
,5083,Pyrus calleryana,3.90
,5084,Morus alba,9.70
,5086,Cupressus sempervirens,5.10
,5090,Cupressus sempervirens,4.00
,5091,Fagus sylvatica,2.10
,5092,Fagus sylvatica,1.00
,5093,Tilia cordata,2.20
,5094,Fagus sylvatica,1.40
,5095,Fagus sylvatica,0.70
,5096,Cupressus sempervirens,4.50
,5097,Cupressus sempervirens,3.50
,5099,Cupressus sempervirens,4.00
,5100,Cupressus sempervirens,4.00
,5101,Fagus sylvatica,1.00
,5102,Tilia cordata,3.00
,5103,Tilia cordata,3.00
,5105,Cupressus sempervirens,4.50
,5106,Quercus robur,2.80
,5107,Quercus robur,4.80
,5108,Quercus robur,4.10
,5109,Quercus robur,4.10
,5110,Quercus robur,4.10
,5111,Quercus robur,4.10
,5112,Fraxinus excelsior,4.10
,5113,Quercus robur,4.80
,5114,Quercus robur,5.40
,5115,Quercus robur,3.50
,5116,Quercus robur,5.40
,5117,Quercus robur,6.10
,5119,Cupressus sempervirens,5.60
,5123,Lagerstroemia indica,1.60
,5125,Lagerstroemia indica,1.60
,5127,Lagerstroemia indica,1.60
,5128,Lagerstroemia indica,1.60
,5129,Lagerstroemia indica,1.60
,5130,Quercus rubra,3.60
,5131,Quercus rubra,5.20
,5132,Quercus rubra,6.30
,5133,Quercus rubra,6.30
,5134,Quercus rubra,9.50
,5135,Quercus rubra,4.60
,5136,Quercus rubra,4.10
,5137,Quercus rubra,6.90
,5138,Quercus rubra,4.60
,5139,Quercus rubra,2.20
,5140,Quercus rubra,8.20
,5141,Quercus rubra,3.10
,5142,Quercus rubra,4.60
,5143,Quercus rubra,4.10
,5144,Quercus rubra,4.10
,5145,Quercus rubra,6.90
,5146,Fraxinus,6.30
,5147,Fraxinus,6.30
,5148,Fraxinus,10.20
,5149,Fraxinus,7.90
,5150,Liriodendron tulipifera,6.70
,5151,Fraxinus,6.80
,5152,Fraxinus,11.80
,5153,Fraxinus,1.50
,5154,Fraxinus,9.40
,5155,Fraxinus,4.90
,5156,Fraxinus,15.20
,5157,Fraxinus,14.30
,5158,Fraxinus,5.40
,5159,Fraxinus,10.20
,5160,Fraxinus,10.20
,5163,Platanus,80.20
,5164,Platanus,97.20
,5165,Tilia x europaea,19.10
,5167,Tilia x europaea,10.00
,5168,Tilia x europaea,19.10
,5169,Tilia x europaea,11.10
,5171,Abies alba,5.40
,5172,Tilia x europaea,17.90
,5173,Tilia x europaea,16.70
,5174,Picea abies,8.10
,5175,Pseudotsuga menziesii,6.30
,5177,Pseudotsuga menziesii,2.40
,5178,Pseudotsuga menziesii,4.50
,5179,Pseudotsuga menziesii,4.50
,5181,Tilia x europaea,22.90
,5182,Tilia x europaea,24.20
,5192,Paulownia tomentosa,18.90
,5193,Celtis australis,4.50
,5216,Koelreuteria paniculata,30.60
,5217,Platanus x hispanica,80.20
,5218,Platanus x hispanica,0.70
,5234,Ulmus pumila,85.20
,5235,Prunus,16.90
,5236,Celtis australis,0.70
,5240,Liriodendron tulipifera,8.60
,5241,Liriodendron tulipifera,2.80
,5242,Acer platanoides,26.00
,5243,Acer campestre,1.90
,5244,Acer platanoides,31.40
,5245,Prunus mahaleb,12.90
,5246,Prunus,13.00
,5247,Acer campestre,2.90
,5248,Acer campestre,4.40
,5249,Acer campestre,2.60
,5250,Acer campestre,3.50
,5251,Acer campestre,4.50
,5252,Acer campestre,4.50
,5253,Acer negundo,14.00
,5254,Acer negundo,18.50
,5255,Acer negundo,22.80
,5256,Acer negundo,22.00
,5257,Acer negundo,18.50
,5258,Acer negundo,18.70
,5259,Acer negundo,15.40
,5260,Acer negundo,13.10
,5261,Acer platanoides,15.20
,5262,Acer platanoides,15.20
,5263,Acer platanoides,15.20
,5264,Acer platanoides,15.20
,5265,Acer platanoides,15.20
,5266,Acer platanoides,15.20
,5267,Acer platanoides,15.20
,5268,Acer platanoides,15.20
,5269,Acer platanoides,15.20
,5270,Acer platanoides,15.20
,5271,Acer platanoides,15.20
,5272,Acer platanoides,15.20
,5273,Acer platanoides,15.20
,5274,Nerium oleander,4.00
,5275,Nerium oleander,4.00
,5276,Tilia x europaea,24.20
,5277,Tilia x europaea,0.90
,5279,Ligustrum lucidum,12.30
,5280,Liquidambar styraciflua,4.30
,5281,Cedrus deodara,46.20
,5282,Cedrus deodara,14.40
,5283,Fraxinus excelsior,11.10
,5284,Fraxinus excelsior,19.60
,5285,Abies alba,10.20
,5286,Abies alba,10.20
,5287,Abies alba,5.40
,5288,Abies alba,6.00
,5289,Cedrus libani,64.40
,5290,Celtis australis,3.40
,5291,Diospyros lotus,3.60
,5292,Fraxinus ornus,4.80
,5293,Prunus,19.00
,5294,Robinia pseudoacacia,15.70
,5295,Pyrus,6.90
,5296,Pyrus,10.40
,5297,Aesculus hippocastanum,15.10
,5298,Acer palmatum,8.60
,5299,Quercus rubra,3.60
,5307,Tilia x europaea,24.20
,5308,Tilia x europaea,13.30
,5309,Tilia x europaea,33.80
,5310,Tilia x europaea,42.60
,5311,Tilia x europaea,45.70
,5312,Tilia x europaea,48.80
,5313,Tilia x europaea,28.20
,5314,Carpinus betulus,17.50
,5315,Carpinus betulus,11.20
,5316,Carpinus betulus,11.20
,5317,Carpinus betulus,11.90
,5318,Carpinus betulus,8.60
,5319,Carpinus betulus,14.80
,5320,Celtis australis,3.10
,5321,Fraxinus ornus,7.30
,5322,Fraxinus ornus,7.30
,5323,Fraxinus ornus,7.30
,5324,Fraxinus ornus,7.30
,5325,Fraxinus ornus,7.30
,5326,Fraxinus ornus,7.30
,5327,Fraxinus ornus,7.30
,5328,Fraxinus ornus,7.30
,5330,Fagus sylvatica,4.70
,5331,Acer campestre,4.50
,5332,Acer campestre,4.50
,5333,Celtis australis,3.50
,5334,Celtis australis,3.50
,5335,Fraxinus ornus,7.30
,5336,Aesculus hippocastanum,6.70
,5337,Aesculus hippocastanum,36.10
,5338,Aesculus hippocastanum,26.10
,5339,Aesculus hippocastanum,10.70
,5340,Aesculus hippocastanum,16.60
,5341,Aesculus hippocastanum,26.10
,5342,Aesculus hippocastanum,47.30
,5343,Aesculus hippocastanum,9.40
,5344,Aesculus hippocastanum,17.20
,5345,Aesculus hippocastanum,15.10
,5346,Aesculus hippocastanum,23.80
,5347,Aesculus hippocastanum,21.00
,5348,Aesculus hippocastanum,25.50
,5349,Aesculus hippocastanum,21.00
,5350,Aesculus hippocastanum,21.50
,5351,Aesculus hippocastanum,12.60
,5352,Aesculus hippocastanum,30.50
,5353,Aesculus hippocastanum,7.80
,5354,Aesculus hippocastanum,35.50
,5355,Aesculus hippocastanum,17.00
,5356,Aesculus hippocastanum,53.30
,5357,Aesculus hippocastanum,16.50
,5358,Aesculus hippocastanum,21.10
,5359,Aesculus hippocastanum,53.30
,5360,Aesculus hippocastanum,18.20
,5361,Aesculus hippocastanum,21.00
,5362,Aesculus hippocastanum,16.60
,5363,Aesculus hippocastanum,53.30
,5364,Aesculus hippocastanum,36.10
,5365,Aesculus hippocastanum,8.40
,5366,Aesculus hippocastanum,59.50
,5367,Aesculus hippocastanum,16.60
,5368,Aesculus hippocastanum,7.80
,5369,Aesculus hippocastanum,17.20
,5370,Aesculus hippocastanum,47.30
,5371,Aesculus hippocastanum,9.30
,5372,Aesculus hippocastanum,53.30
,5373,Aesculus hippocastanum,13.00
,5374,Aesculus hippocastanum,12.60
,5375,Aesculus hippocastanum,46.70
,5376,Aesculus hippocastanum,12.60
,5378,Aesculus hippocastanum,9.30
,5379,Aesculus hippocastanum,6.10
,5380,Aesculus hippocastanum,79.30
,5381,Aesculus hippocastanum,25.30
,5382,Aesculus hippocastanum,72.50
,5383,Aesculus hippocastanum,62.00
,5384,Aesculus hippocastanum,62.00
,5385,Aesculus hippocastanum,59.50
,5386,Aesculus hippocastanum,46.90
,5387,Aesculus hippocastanum,16.50
,5388,Aesculus hippocastanum,26.10
,5389,Aesculus hippocastanum,9.00
,5390,Aesculus hippocastanum,72.50
,5391,Aesculus hippocastanum,59.50
,5392,Aesculus hippocastanum,35.80
,5393,Aesculus hippocastanum,59.50
,5394,Aesculus hippocastanum,36.10
,5395,Aesculus hippocastanum,72.50
,5396,Aesculus hippocastanum,30.70
,5397,Aesculus hippocastanum,3.30
,5398,Carpinus betulus,6.10
,5399,Carpinus betulus,0.80
,5400,Platanus x acerifolia 'Bloodgood',12.60
,5401,Platanus x acerifolia 'Bloodgood',10.90
,5402,Platanus x hispanica,21.70
,5403,Platanus x acerifolia 'Bloodgood',10.90
,5404,Platanus x acerifolia 'Bloodgood',30.30
,5405,Platanus x acerifolia 'Bloodgood',10.10
,5406,Platanus x acerifolia 'Bloodgood',12.60
,5407,Platanus x acerifolia 'Bloodgood',15.10
,5408,Platanus x acerifolia 'Bloodgood',15.10
,5409,Platanus x acerifolia 'Bloodgood',15.10
,5410,Platanus x acerifolia 'Bloodgood',19.80
,5411,Platanus x acerifolia 'Bloodgood',24.90
,5412,Platanus x acerifolia 'Bloodgood',8.60
,5413,Platanus x acerifolia 'Bloodgood',20.80
,5414,Platanus x acerifolia 'Bloodgood',19.80
,5416,Platanus x hispanica,21.70
,5417,Platanus x acerifolia 'Bloodgood',10.10
,5418,Platanus x acerifolia 'Bloodgood',9.40
,5419,Platanus x acerifolia 'Bloodgood',9.40
,5420,Platanus x acerifolia 'Bloodgood',7.20
,5421,Platanus x acerifolia 'Bloodgood',12.60
,5422,Platanus x acerifolia 'Bloodgood',5.20
,5423,Platanus x acerifolia 'Bloodgood',7.20
,5424,Platanus x acerifolia 'Bloodgood',7.20
,5425,Platanus x acerifolia 'Bloodgood',6.50
,5426,Platanus x acerifolia 'Bloodgood',10.10
,5427,Platanus x acerifolia 'Bloodgood',9.40
,5428,Platanus x acerifolia 'Bloodgood',15.10
,5429,Platanus x acerifolia 'Bloodgood',15.10
,5430,Platanus x acerifolia 'Bloodgood',24.90
,5431,Platanus x acerifolia 'Bloodgood',14.30
,5432,Platanus x acerifolia 'Bloodgood',24.90
,5433,Platanus x acerifolia 'Bloodgood',10.90
,5434,Platanus x acerifolia 'Bloodgood',28.10
,5435,Platanus x acerifolia 'Bloodgood',17.90
,5436,Platanus x acerifolia 'Bloodgood',17.90
,5437,Platanus x acerifolia 'Bloodgood',7.90
,5438,Platanus x hispanica,93.10
,5439,Platanus x hispanica,21.70
,5440,Platanus x hispanica,93.10
,5441,Platanus x hispanica,21.70
,5442,Prunus cerasifera,4.10
,5443,Fraxinus ornus,7.30
,5444,Fraxinus ornus,7.30
,5445,Celtis australis,4.90
,5446,Celtis australis,2.20
,5447,Celtis australis,2.50
,5448,Celtis australis,2.30
,5449,Celtis australis,2.60
,5450,Ginkgo biloba,1.70
,5451,Acer platanoides,15.20
,5452,Celtis australis,3.40
,5453,Pinus nigra,8.30
,5454,Acer campestre,4.50
,5456,Fraxinus,15.40
,5457,Fraxinus,5.40
,5458,Fraxinus,10.00
,5459,Fagus sylvatica,3.40
,5460,Fagus sylvatica,2.10
,5461,Fagus sylvatica,6.20
,5462,Fagus sylvatica,6.20
,5463,Fagus sylvatica,4.70
,5464,Fagus sylvatica,2.10
,5465,Fagus sylvatica,1.70
,5466,Fagus sylvatica,2.90
,5467,Liriodendron tulipifera,10.00
,5468,Liriodendron tulipifera,17.80
,5469,Liriodendron tulipifera,2.80
,5470,Liriodendron tulipifera,6.70
,5471,Liriodendron tulipifera,6.70
,5472,Liriodendron tulipifera,8.60
,5473,Liriodendron tulipifera,11.50
,5474,Liriodendron tulipifera,11.50
,5475,Liriodendron tulipifera,8.60
,5476,Liriodendron tulipifera,13.70
,5477,Liriodendron tulipifera,13.70
,5478,Liriodendron tulipifera,10.00
,5479,Liriodendron tulipifera,10.00
,5480,Liriodendron tulipifera,11.50
,5481,Liriodendron tulipifera,8.60
,5482,Liriodendron tulipifera,6.70
,5483,Liriodendron tulipifera,13.70
,5484,Liriodendron tulipifera,6.70
,5485,Liriodendron tulipifera,17.80
,5486,Liriodendron tulipifera,13.00
,5487,Liriodendron tulipifera,6.70
,5488,Liriodendron tulipifera,6.70
,5489,Liriodendron tulipifera,6.70
,5495,Celtis australis,3.20
,5496,Quercus robur,5.40
,5497,Quercus robur,5.40
,5498,Quercus robur,5.40
,5499,Quercus robur,5.40
,5500,Quercus robur,6.80
,5501,Quercus robur,6.80
,5502,Quercus robur,6.80
,5506,Prunus cerasifera,5.60
,5507,Prunus cerasifera,14.20
,5508,Prunus cerasifera,13.30
,5510,Prunus cerasifera,16.00
,5511,Prunus cerasifera,14.20
,5512,Quercus rubra,9.50
,5513,Quercus rubra,9.50
,5514,Quercus rubra,13.10
,5515,Quercus rubra,9.50
,5516,Quercus rubra,9.50
,5517,Quercus rubra,8.20
,5518,Carpinus betulus,5.60
,5519,Carpinus betulus,5.60
,5520,Carpinus betulus,5.60
,5521,Carpinus betulus,4.50
,5522,Carpinus betulus,3.50
,5523,Carpinus betulus,4.50
,5524,Carpinus betulus,17.10
,5525,Carpinus betulus,14.80
,5526,Carpinus betulus,5.00
,5527,Tilia x vulgaris,1.70
,5528,Tilia x vulgaris,6.40
,5529,Tilia x vulgaris,5.30
,5530,Tilia x vulgaris,7.50
,5531,Tilia x vulgaris,5.30
,5532,Tilia x vulgaris,8.60
,5533,Tilia x vulgaris,7.50
,5534,Tilia x vulgaris,8.00
,5535,Tilia x vulgaris,7.50
,5536,Tilia x vulgaris,8.60
,5537,Tilia x vulgaris,7.50
,5538,Tilia x vulgaris,8.60
,5539,Tilia x vulgaris,5.30
,5540,Tilia x vulgaris,5.30
,5541,Tilia x vulgaris,2.50
,5542,Tilia x vulgaris,7.50
,5543,Liriodendron tulipifera,4.90
,5544,Prunus cerasifera,4.30
,5545,Prunus cerasifera,5.60
,5546,Prunus cerasifera,3.20
,5547,Prunus cerasifera,3.20
,5548,Prunus cerasifera,18.80
,5549,Prunus cerasifera,18.80
,5550,Prunus cerasifera,18.80
,5551,Prunus cerasifera,3.20
,5554,Prunus cerasifera,20.70
,5555,Prunus cerasifera,11.60
,5556,Prunus cerasifera,12.50
,5557,Prunus cerasifera,5.60
,5560,Liriodendron tulipifera,4.90
,5561,Prunus cerasifera,2.60
,5562,Prunus cerasifera,3.20
,5564,Prunus cerasifera,5.60
,5565,Prunus cerasifera,5.60
,5567,Prunus cerasifera,18.80
,5569,Prunus cerasifera,3.20
,5570,Prunus cerasifera,2.60
,5571,Prunus cerasifera,18.80
,5572,Carpinus betulus,6.10
,5573,Carpinus betulus,6.10
,5574,Carpinus betulus,6.10
,5575,Carpinus betulus,6.10
,5576,Carpinus betulus,7.30
,5577,Carpinus betulus,7.30
,5578,Carpinus betulus,7.30
,5579,Carpinus betulus,7.30
,5580,Carpinus betulus,6.10
,5581,Carpinus betulus,7.30
,5582,Carpinus betulus,6.10
,5583,Carpinus betulus,6.10
,5584,Tilia cordata,5.10
,5586,Tilia cordata,2.60
,5587,Tilia cordata,3.40
,5588,Tilia cordata,3.80
,5589,Tilia cordata,6.00
,5590,Tilia cordata,7.00
,5591,Acer platanoides,15.20
,5592,Acer platanoides,15.20
,5593,Acer platanoides,15.20
,5594,Acer platanoides,15.20
,5595,Acer platanoides,15.20
,5597,Acer pseudoplatanus,12.30
,5598,Acer pseudoplatanus,32.80
,5599,Acer pseudoplatanus,25.80
,5600,Acer rubrum,21.60
,5601,Acer saccharinum,17.10
,5602,Acer saccharinum,17.10
,5603,Acer saccharinum,17.10
,5604,Acer saccharinum,17.10
,5605,Aesculus hippocastanum,25.10
,5606,Aesculus hippocastanum,25.10
,5607,Aesculus hippocastanum,25.10
,5608,Aesculus hippocastanum,25.10
,5609,Aesculus hippocastanum,25.10
,5610,Aesculus hippocastanum,25.10
,5611,Aesculus hippocastanum,25.10
,5612,Aesculus hippocastanum,25.10
,5613,Aesculus hippocastanum,25.10
,5614,Aesculus hippocastanum,18.50
,5615,Aesculus hippocastanum,36.10
,5616,Aesculus hippocastanum,13.80
,5617,Aesculus hippocastanum,13.10
,5618,Aesculus hippocastanum,16.10
,5619,Aesculus hippocastanum,13.80
,5620,Aesculus hippocastanum,12.30
,5621,Ailanthus altissima,59.80
,5622,Ailanthus altissima,59.80
,5623,Ailanthus altissima,59.80
,5624,Ailanthus altissima,59.80
,5625,Ailanthus altissima,59.80
,5626,Ailanthus altissima,59.80
,5627,Ailanthus altissima,59.80
,5628,Ailanthus altissima,59.80
,5629,Betula pendula,18.20
,5630,Betula pendula,15.10
,5631,Betula pendula,28.30
,5632,Betula pendula,33.20
,5633,Betula pendula,34.00
,5634,Betula pendula,36.40
,5635,Betula pendula,21.50
,5636,Betula pendula,26.20
,5637,Betula pendula,8.70
,5638,Betula pendula,4.90
,5639,Betula pendula,12.20
,5640,Betula pendula,27.90
,5641,Betula pendula,9.50
,5642,Betula pendula,19.30
,5643,Betula pendula,18.20
,5644,Betula pendula,15.10
,5645,Betula pendula,36.40
,5646,Betula pendula,8.70
,5647,Betula pendula,4.20
,5648,Betula pendula,7.10
,5649,Betula pendula,16.90
,5650,Betula pendula,9.50
,5651,Betula pendula,18.20
,5652,Betula pendula,15.10
,5653,Betula pendula,46.30
,5654,Betula pendula,32.80
,5655,Betula pendula,15.10
,5656,Betula pendula,16.90
,5657,Betula pendula,15.10
,5658,Betula pendula,11.30
,5659,Betula pendula,32.80
,5660,Betula pendula,15.10
,5661,Betula pendula,29.10
,5662,Betula pendula,33.20
,5663,Betula pendula,12.20
,5664,Betula pendula,31.20
,5665,Carpinus betulus,9.90
,5666,Carpinus betulus,12.60
,5667,Fraxinus angustifolia,3.80
,5668,Carpinus betulus,9.20
,5669,Carpinus betulus,9.20
,5670,Carpinus betulus,10.50
,5671,Carpinus betulus,8.60
,5672,Carpinus betulus,7.90
,5673,Carpinus betulus,17.10
,5674,Carpinus betulus,8.60
,5676,Cedrus atlantica,28.10
,5677,Cedrus atlantica,27.10
,5678,Cedrus atlantica,15.20
,5679,Cedrus atlantica,28.10
,5680,Cedrus atlantica,21.40
,5681,Cedrus deodara,36.60
,5682,Cedrus deodara,36.60
,5683,Cedrus deodara,36.60
,5684,Celtis australis,5.30
,5685,Celtis australis,5.60
,5686,Cedrus deodara,43.90
,5688,Cedrus deodara,45.80
,5689,Cedrus deodara,43.90
,5690,Cedrus deodara,43.90
,5691,Cedrus deodara,43.90
,5692,Cedrus deodara,43.90
,5693,Cedrus deodara,43.90
,5694,Cedrus deodara,43.90
,5695,Cedrus deodara,43.90
,5696,Cedrus deodara,43.90
,5697,Cedrus deodara,43.90
,5698,Cedrus deodara,43.90
,5699,Cedrus deodara,43.90
,5700,Cedrus deodara,21.90
,5701,Cedrus deodara,43.90
,5702,Cedrus deodara,54.60
,5703,Cedrus deodara,43.90
,5704,Cedrus deodara,31.40
,5705,Cedrus deodara,26.40
,5706,Cedrus deodara,39.50
,5708,Cedrus deodara,43.90
,5709,Cedrus deodara,43.90
,5710,Cedrus deodara,43.90
,5711,Cedrus deodara,43.90
,5712,Cedrus deodara,43.90
,5713,Cedrus deodara,29.00
,5714,Cedrus deodara,43.90
,5715,Cedrus deodara,43.90
,5716,Cedrus deodara,43.90
,5717,Cedrus deodara,43.90
,5718,Cedrus deodara,43.90
,5719,Cedrus deodara,43.90
,5720,Cedrus deodara,43.90
,5721,Cedrus deodara,43.90
,5722,Cedrus deodara,38.90
,5723,Cedrus deodara,32.30
,5724,Cedrus deodara,37.00
,5725,Cedrus deodara,35.50
,5726,Cedrus deodara,32.30
,5727,Cedrus deodara,25.50
,5728,Cedrus deodara,25.50
,5729,Cedrus deodara,23.80
,5730,Cedrus deodara,43.90
,5731,Cedrus deodara,34.20
,5732,Cedrus deodara,36.60
,5733,Cedrus deodara,36.60
,5734,Cedrus deodara,36.60
,5735,Cedrus deodara,36.90
,5736,Cedrus deodara,38.40
,5737,Cedrus deodara,23.40
,5738,Cedrus deodara,55.90
,5739,Cedrus deodara,43.60
,5740,Cedrus deodara,43.90
,5741,Cedrus deodara,43.90
,5742,Cedrus deodara,43.90
,5743,Cedrus deodara,43.90
,5745,Cedrus deodara,43.90
,5746,Cedrus deodara,43.90
,5747,Cedrus deodara,43.90
,5748,Cedrus deodara,50.70
,5749,Cedrus deodara,41.40
,5750,Cedrus deodara,36.20
,5751,Cedrus deodara,26.00
,5752,Cedrus deodara,41.40
,5753,Cedrus,74.00
,5754,Cedrus libani,45.80
,5755,Cedrus libani,45.80
,5756,Cedrus libani,45.80
,5757,Cedrus libani,45.80
,5758,Cedrus libani,45.80
,5759,Cedrus libani,45.80
,5760,Cedrus libani,45.80
,5761,Cedrus libani,45.80
,5762,Cedrus libani,45.80
,5763,Cedrus libani,45.80
,5764,Cedrus libani,45.80
,5765,Cedrus libani,45.80
,5766,Cedrus libani,45.80
,5767,Cedrus libani,28.30
,5768,Cedrus libani,45.80
,5769,Cedrus libani,45.80
,5770,Cedrus libani,45.80
,5771,Cedrus libani,45.80
,5772,Cedrus libani,45.80
,5773,Cedrus libani,45.80
,5774,Cedrus libani,45.80
,5775,Cedrus libani,45.80
,5776,Cedrus libani,45.80
,5777,Cedrus libani,45.80
,5778,Cedrus libani,45.80
,5779,Cedrus libani,45.80
,5780,Cedrus libani,45.80
,5781,Ficus carica,18.00
,5782,Cedrus libani,45.80
,5783,Cedrus libani,45.80
,5784,Cedrus libani,45.80
,5785,Cedrus libani,45.80
,5786,Cedrus libani,45.80
,5787,Cedrus libani,45.80
,5788,Cedrus libani,49.90
,5789,Cedrus libani,45.80
,5790,Cedrus libani,45.80
,5791,Celtis australis,5.20
,5792,Celtis australis,5.10
,5793,Celtis australis,5.20
,5794,Celtis australis,5.10
,5795,Celtis australis,5.10
,5796,Celtis australis,5.30
,5797,Celtis australis,5.10
,5798,Celtis australis,5.60
,5799,Celtis australis,5.60
,5800,Celtis australis,5.60
,5801,Celtis australis,5.60
,5802,Celtis australis,5.80
,5803,Celtis australis,5.60
,5804,Celtis australis,5.50
,5805,Celtis australis,5.10
,5806,Celtis australis,5.50
,5807,Celtis australis,5.50
,5808,Celtis australis,5.10
,5809,Celtis australis,5.40
,5810,Celtis australis,3.50
,5811,Celtis australis,5.30
,5812,Celtis australis,5.40
