,Tree ID,Species Name,Oxygen Production
,,,(kg/yr)
,10136,Celtis australis,2.80
,10137,Celtis australis,3.40
,10138,Celtis australis,3.00
,10139,Celtis australis,3.80
,10140,Celtis australis,3.70
,10141,Celtis australis,4.20
,10142,Celtis australis,3.70
,10143,Celtis australis,2.80
,10144,Celtis australis,2.70
,10145,Celtis australis,4.20
,10146,Celtis australis,3.30
,10147,Celtis australis,3.90
,10148,Celtis australis,3.40
,10149,Celtis australis,3.00
,10150,Celtis australis,3.70
,10151,Celtis australis,2.80
,10152,Celtis australis,3.40
,10153,Celtis australis,3.20
,10154,Celtis australis,3.40
,10155,Celtis australis,3.80
,10156,Celtis australis,3.70
,10157,Celtis australis,3.40
,10158,Celtis australis,3.40
,10159,Celtis australis,4.00
,10160,Celtis australis,3.30
,10161,Celtis australis,3.70
,10162,Celtis australis,3.60
,10163,Celtis australis,3.00
,10164,Celtis australis,3.00
,10165,Celtis australis,2.60
,10166,Celtis australis,3.90
,10167,Celtis australis,3.80
,10168,Celtis australis,3.40
,10169,Celtis australis,3.00
,10170,Celtis australis,3.00
,10171,Celtis australis,3.40
,10172,Celtis australis,3.40
,10173,Celtis australis,3.30
,10174,Celtis australis,3.90
,10175,Celtis australis,3.70
,10176,Celtis australis,3.60
,10177,Celtis australis,3.80
,10178,Celtis australis,4.20
,10179,Celtis australis,3.60
,10180,Celtis australis,3.90
,10181,Celtis australis,3.30
,10182,Celtis australis,3.40
,10183,Celtis australis,3.20
,10184,Acer campestre,2.30
,10185,Acer campestre,2.30
,10186,Acer campestre,2.30
,10187,Acer campestre,2.30
,10188,Acer campestre,1.70
,10189,Acer campestre,1.70
,10190,Acer platanoides,3.30
,10191,Acer campestre,2.00
,10192,Acer campestre,2.00
,10193,Acer campestre,2.00
,10194,Acer campestre,2.00
,10195,Acer campestre,2.00
,10196,Celtis australis,3.40
,10197,Celtis australis,3.40
,10198,Celtis australis,3.60
,10199,Celtis australis,3.80
,10200,Celtis australis,4.90
,10201,Celtis australis,5.10
,10202,Celtis australis,3.90
,10203,Celtis australis,3.80
,10204,Celtis australis,3.90
,10205,Celtis australis,4.20
,10206,Celtis australis,3.90
,10207,Celtis australis,4.40
,10208,Celtis australis,4.20
,10209,Celtis australis,4.30
,10210,Celtis australis,4.00
,10211,Celtis australis,4.20
,10212,Celtis australis,3.60
,10213,Celtis australis,4.50
,10214,Celtis australis,4.90
,10215,Celtis australis,4.20
,10216,Celtis australis,4.80
,10217,Celtis australis,3.90
,10218,Celtis australis,5.30
,10219,Celtis australis,4.60
,10220,Celtis australis,3.90
,10221,Celtis australis,3.90
,10222,Celtis australis,4.20
,10223,Celtis australis,3.00
,10224,Celtis australis,4.60
,10225,Celtis australis,4.40
,10226,Celtis australis,4.60
,10227,Celtis australis,4.90
,10228,Celtis australis,4.50
,10229,Celtis australis,3.70
,10230,Celtis australis,4.80
,10231,Celtis australis,5.20
,10232,Celtis australis,5.30
,10233,Celtis australis,5.80
,10234,Celtis australis,5.80
,10235,Celtis australis,4.20
,10236,Celtis australis,5.50
,10237,Celtis australis,5.40
,10238,Celtis australis,4.80
,10239,Celtis australis,5.10
,10240,Celtis australis,4.80
,10241,Celtis australis,4.70
,10242,Celtis australis,3.40
,10243,Cedrus deodara,34.60
,10244,Pinus nigra,4.60
,10245,Pinus nigra,8.30
,10246,Pinus nigra,6.00
,10247,Pinus nigra,8.80
,10248,Cedrus deodara,29.20
,10249,Pinus nigra,9.50
,10250,Pinus nigra,6.00
,10251,Pinus nigra,7.40
,10252,Pinus nigra,8.40
,10253,Pinus nigra,5.10
,10254,Pinus nigra,17.40
,10255,Pinus nigra,5.40
,10256,Pinus nigra,4.90
,10257,Pinus nigra,5.20
,10258,Pinus nigra,6.50
,10259,Pinus nigra,7.40
,10260,Pinus nigra,5.80
,10261,Pinus nigra,6.70
,10262,Pinus nigra,6.00
,10263,Pinus nigra,5.40
,10264,Pinus nigra,9.50
,10265,Pinus nigra,3.90
,10266,Pinus nigra,9.50
,10267,Pinus nigra,4.30
,10268,Pinus nigra,6.40
,10269,Pinus nigra,5.40
,10270,Pinus nigra,5.20
,10271,Pinus nigra,6.70
,10272,Pinus nigra,6.40
,10273,Pinus nigra,6.40
,10274,Pinus nigra,7.40
,10275,Pinus nigra,10.30
,10276,Pinus nigra,6.80
,10277,Pinus nigra,6.80
,10278,Quercus robur,7.40
,10279,Quercus robur,9.40
,10280,Quercus robur,8.10
,10281,Quercus robur,6.80
,10282,Quercus robur,7.40
,10283,Quercus robur,12.10
,10284,Quercus robur,2.50
,10285,Quercus robur,10.80
,10286,Quercus robur,7.40
,10287,Quercus robur,8.80
,10288,Quercus robur,4.80
,10289,Quercus robur,9.40
,10290,Quercus robur,10.80
,10291,Quercus robur,10.80
,10292,Quercus robur,12.10
,10293,Quercus robur,10.10
,10294,Quercus robur,10.80
,10295,Quercus robur,12.10
,10296,Quercus robur,9.40
,10297,Quercus robur,9.40
,10298,Quercus robur,12.10
,10299,Quercus robur,8.10
,10301,Quercus robur,10.10
,10302,Quercus robur,10.80
,10303,Quercus robur,9.40
,10304,Quercus robur,9.40
,10305,Quercus robur,9.40
,10306,Quercus robur,10.80
,10307,Quercus robur,9.40
,10309,Quercus robur,4.80
,10310,Quercus robur,9.40
,10311,Quercus robur,9.40
,10312,Quercus robur,9.40
,10313,Quercus robur,10.10
,10314,Quercus robur,10.10
,10315,Quercus robur,6.80
,10316,Celtis australis,3.20
,10317,Quercus rubra,5.80
,10318,Quercus rubra,6.90
,10319,Parrotia persica,1.40
,10320,Quercus robur,5.40
,10321,Quercus robur,5.40
,10322,Quercus robur,5.40
,10323,Quercus robur,6.80
,10324,Quercus rubra,2.20
,10325,Quercus petraea,5.00
,10326,Quercus petraea,4.30
,10327,Quercus petraea,3.20
,10328,Quercus petraea,7.90
,10329,Quercus petraea,6.40
,10330,Quercus petraea,6.40
,10331,Quercus petraea,6.40
,10332,Quercus petraea,6.40
,10333,Quercus petraea,7.90
,10334,Quercus petraea,6.40
,10335,Quercus petraea,10.30
,10336,Fraxinus,15.70
,10337,Fraxinus,12.00
,10338,Fraxinus,12.00
,10339,Fraxinus,15.70
,10340,Fraxinus,12.30
,10341,Fraxinus,11.20
,10342,Fraxinus,13.10
,10343,Fraxinus,11.40
,10344,Fraxinus,10.40
,10345,Fraxinus,12.00
,10346,Fraxinus,8.10
,10347,Fraxinus,12.00
,10348,Fraxinus,18.10
,10349,Fraxinus,3.50
,10350,Fraxinus,15.40
,10351,Fraxinus,15.40
,10352,Fraxinus,6.30
,10353,Fraxinus,9.00
,10354,Fraxinus,5.30
,10355,Fraxinus,5.60
,10356,Fraxinus,10.20
,10357,Fraxinus,5.40
,10358,Fraxinus,13.10
,10359,Fraxinus,11.80
,10360,Corylus colurna,14.30
,10361,Corylus colurna,19.30
,10362,Corylus colurna,12.40
,10363,Carpinus betulus,3.00
,10364,Tilia,2.80
,10365,Carpinus betulus,3.00
,10366,Quercus robur,7.40
,10367,Quercus robur,18.70
,10368,Liriodendron tulipifera,2.40
,10369,Liriodendron tulipifera,2.40
,10370,Liriodendron tulipifera,2.40
,10371,Liriodendron tulipifera,2.40
,10372,Platanus x hispanica,2.50
,10373,Platanus x hispanica,10.10
,10374,Carpinus betulus,7.90
,10375,Carpinus betulus,10.50
,10376,Carpinus betulus,6.10
,10377,Carpinus betulus,7.90
,10378,Carpinus betulus,6.70
,10379,Carpinus betulus,9.20
,10380,Carpinus betulus,6.70
,10381,Fraxinus,2.90
,10382,Fraxinus,2.90
,10383,Fraxinus,2.90
,10384,Fraxinus,2.90
,10385,Fraxinus,2.90
,10386,Fraxinus,2.90
,10387,Zelkova carpinifolia,3.70
,10388,Zelkova carpinifolia,2.70
,10389,Zelkova carpinifolia,2.70
,10390,Zelkova carpinifolia,2.70
,10391,Zelkova carpinifolia,2.70
,10392,Fraxinus,2.90
,10393,Fraxinus,4.40
,10394,Fraxinus,4.40
,10395,Fraxinus,4.40
,10396,Fraxinus,4.40
,10397,Platanus x hispanica,54.70
,10398,Platanus x hispanica,10.10
,10399,Fraxinus,3.50
,10400,Fraxinus,3.50
,10401,Fraxinus,3.50
,10402,Fraxinus,3.50
,10403,Liriodendron tulipifera,1.90
,10404,Liriodendron tulipifera,1.90
,10405,Liriodendron tulipifera,1.90
,10406,Liriodendron tulipifera,1.90
,10407,Liriodendron tulipifera,1.90
,10408,Liriodendron tulipifera,1.90
,10409,Platanus x hispanica,11.40
,10410,Platanus x hispanica,80.20
,10411,Platanus x hispanica,80.20
,10412,Platanus x hispanica,93.10
,10413,Platanus x hispanica,97.20
,10414,Acer campestre,6.80
,10415,Acer campestre,6.50
,10416,Acer campestre,6.90
,10417,Fagus sylvatica,1.40
,10418,Carpinus betulus,6.10
,10419,Acer,6.30
,10420,Acer,5.40
,10421,Acer,9.20
,10422,Acer,4.60
,10423,Acer,4.60
,10424,Acer,4.60
,10425,Acer,4.70
,10426,Acer campestre,2.00
,10427,Acer campestre,2.00
,10428,Acer campestre,2.00
,10429,Acer campestre,2.30
,10430,Acer campestre,2.00
,10431,Acer campestre,2.00
,10432,Acer campestre,2.30
,10433,Acer campestre,2.30
,10434,Acer campestre,2.30
,10435,Acer campestre,2.30
,10436,Acer campestre,2.30
,10437,Acer campestre,1.70
,10438,Acer campestre,1.70
,10439,Acer campestre,1.30
,10440,Acer platanoides,24.10
,10441,Corylus colurna,14.30
,10442,Acer negundo,2.70
,10443,Acer campestre,3.30
,10444,Acer campestre,2.30
,10445,Acer campestre,2.00
,10446,Acer campestre,2.30
,10447,Acer campestre,2.00
,10448,Acer campestre,3.40
,10449,Acer campestre,2.00
,10450,Acer campestre,2.90
,10451,Acer campestre,3.00
,10452,Acer campestre,3.30
,10453,Acer campestre,4.10
,10454,Acer campestre,2.70
,10455,Acer campestre,2.70
,10456,Acer campestre,3.40
,10457,Acer campestre,4.10
,10458,Acer campestre,2.00
,10459,Acer campestre,2.00
,10460,Acer campestre,3.30
,10461,Acer campestre,2.00
,10462,Acer campestre,2.00
,10463,Acer campestre,2.00
,10464,Acer campestre,5.10
,10465,Acer campestre,5.10
,10466,Acer campestre,4.30
,10467,Acer campestre,5.10
,10468,Acer campestre,3.90
,10469,Acer campestre,4.60
,10470,Tilia cordata,3.00
,10471,Acer x freemanii,9.70
,10472,Acer x freemanii,9.70
,10473,Acer x freemanii,9.70
,10474,Acer x freemanii,9.70
,10475,Acer x freemanii,9.70
,10476,Acer x freemanii,9.70
,10477,Acer x freemanii,9.70
,10478,Acer x freemanii,9.70
,10479,Acer x freemanii,9.70
,10480,Acer x freemanii,9.70
,10481,Acer x freemanii,9.70
,10482,Acer x freemanii,9.70
,10483,Acer x freemanii,9.70
,10484,Acer x freemanii,9.70
,10485,Acer x freemanii,9.70
,10486,Acer x freemanii,9.70
,10487,Acer x freemanii,9.70
,10488,Acer x freemanii,9.70
,10489,Acer x freemanii,9.70
,10490,Acer x freemanii,9.70
,10491,Celtis australis,4.30
,10492,Celtis australis,4.90
,10493,Celtis australis,2.60
,10494,Celtis australis,4.50
,10495,Celtis australis,4.60
,10496,Celtis australis,3.90
,10497,Celtis australis,4.60
,10498,Celtis australis,3.20
,10499,Celtis australis,3.00
,10500,Celtis australis,2.50
,10501,Celtis australis,2.50
,10502,Celtis australis,2.50
,10503,Celtis australis,2.60
,10504,Celtis australis,3.20
,10505,Celtis australis,3.10
,10506,Celtis australis,2.60
,10507,Celtis australis,2.50
,10508,Celtis australis,2.60
,10509,Prunus cerasifera,19.70
,10510,Prunus cerasifera,11.60
,10511,Prunus cerasifera,7.70
,10512,Prunus cerasifera,11.60
,10513,Prunus cerasifera,11.60
,10515,Prunus cerasifera,7.70
,10516,Prunus cerasifera,11.60
,10517,Prunus cerasifera,15.10
,10518,Prunus cerasifera,7.70
,10519,Acer campestre,2.00
,10520,Acer campestre,2.00
,10521,Acer campestre,4.50
,10522,Acer campestre,2.70
,10523,Acer campestre,3.40
,10524,Acer campestre,2.70
,10525,Acer campestre,2.70
,10526,Acer campestre,2.70
,10527,Acer campestre,2.90
,10528,Acer campestre,3.70
,10529,Acer campestre,2.00
,10530,Acer campestre,2.30
,10531,Acer campestre,3.70
,10532,Acer campestre,4.40
,10533,Acer campestre,3.00
,10534,Acer campestre,3.70
,10535,Acer campestre,3.70
,10536,Acer campestre,2.60
,10537,Acer campestre,1.40
,10538,Acer campestre,2.30
,10539,Acer platanoides,6.70
,10540,Acer platanoides,6.20
,10541,Acer platanoides,6.30
,10542,Acer platanoides,6.30
,10543,Acer platanoides,3.20
,10544,Acer platanoides,3.80
,10545,Acer platanoides,8.30
,10546,Platanus x hispanica,7.90
,10547,Platanus x hispanica,7.90
,10548,Acer platanoides,12.20
,10550,Ulmus minor,129.50
,10551,Platanus x hispanica,0.70
,10552,Platanus x hispanica,2.00
,10553,Platanus x hispanica,80.20
,10554,Platanus x hispanica,4.10
,10555,Platanus x hispanica,28.10
,10556,Platanus x hispanica,7.90
,10557,Platanus x hispanica,0.70
,10558,Liriodendron tulipifera,8.60
,10559,Liriodendron tulipifera,7.30
,10560,Liriodendron tulipifera,6.70
,10561,Liriodendron tulipifera,7.30
,10562,Liriodendron tulipifera,7.30
,10563,Liriodendron tulipifera,4.90
,10564,Cercis siliquastrum,4.30
,10565,Liquidambar styraciflua,2.40
,10566,Liriodendron tulipifera,8.00
,10568,Liquidambar styraciflua,2.80
,10569,Liquidambar styraciflua,2.10
,10570,Liquidambar styraciflua,1.80
,10571,Robinia pseudoacacia,20.50
,10572,Liquidambar styraciflua,2.10
,10573,Liquidambar styraciflua,2.10
,10574,Ilex,2.80
,10575,Ilex,2.80
,10576,Corylus colurna,13.30
,10577,Liquidambar styraciflua,3.90
,10578,Liquidambar styraciflua,7.10
,10579,Liquidambar styraciflua,6.10
,10580,Liquidambar styraciflua,4.80
,10581,Liquidambar styraciflua,6.10
,10582,Liquidambar styraciflua,5.20
,10583,Liquidambar styraciflua,5.20
,10586,Aesculus hippocastanum,6.00
,10588,Aesculus hippocastanum,59.30
,10589,Aesculus hippocastanum,7.90
,10590,Aesculus hippocastanum,2.40
,10591,Aesculus hippocastanum,2.40
,10592,Aesculus hippocastanum,1.60
,10593,Aesculus hippocastanum,46.90
,10594,Platanus x hispanica,30.30
,10595,Platanus x hispanica,82.60
,10596,Platanus x hispanica,97.20
,10597,Platanus x hispanica,93.10
,10598,Platanus x hispanica,68.40
,10599,Platanus x hispanica,17.90
,10600,Platanus x hispanica,82.60
,10601,Platanus x hispanica,48.20
,10602,Platanus x hispanica,61.50
,10603,Platanus x hispanica,61.50
,10604,Platanus x hispanica,82.60
,10605,Platanus x hispanica,17.80
,10606,Quercus robur,12.70
,10607,Liquidambar styraciflua,3.50
,10608,Liquidambar styraciflua,7.10
,10609,Quercus,22.00
,10610,Quercus,13.90
,10611,Liquidambar styraciflua,2.40
,10612,Liquidambar styraciflua,2.40
,10613,Liquidambar styraciflua,2.80
,10615,Clerodendrum trichotomum,4.40
,10616,Clerodendrum trichotomum,4.40
,10617,Clerodendrum trichotomum,4.40
,10618,Clerodendrum trichotomum,5.20
,10619,Acer campestre,1.70
,10620,Acer campestre,2.00
,10621,Acer campestre,2.00
,10622,Acer campestre,2.70
,10623,Acer campestre,2.70
,10624,Acer campestre,2.30
,10625,Acer negundo,14.70
,10626,Acer negundo,7.70
,10627,Acer campestre,3.00
,10628,Acer negundo,7.30
,10629,Acer campestre,3.00
,10630,Acer campestre,2.00
,10631,Acer negundo,8.70
,10632,Acer negundo,11.40
,10633,Acer campestre,3.80
,10634,Acer campestre,2.70
,10635,Acer campestre,4.40
,10636,Acer campestre,4.70
,10637,Acer campestre,4.70
,10638,Acer campestre,4.00
,10639,Acer campestre,3.00
,10640,Acer campestre,2.00
,10641,Acer campestre,2.60
,10642,Acer campestre,3.30
,10643,Acer campestre,2.90
,10644,Acer campestre,7.40
,10645,Acer campestre,2.90
,10646,Acer campestre,2.00
,10647,Acer campestre,4.00
,10648,Acer campestre,3.30
,10649,Acer campestre,5.00
,10650,Acer campestre,1.70
,10651,Acer campestre,9.50
,10652,Acer campestre,4.00
,10654,Morus alba,10.20
,10655,Morus alba,9.20
,10656,Celtis australis,5.10
,10657,Celtis australis,3.40
,10658,Cercis siliquastrum,7.30
,10659,Celtis australis,3.40
,10660,Quercus robur,12.70
,10661,Quercus robur,9.40
,10662,Quercus robur,9.40
,10663,Platanus x hispanica,2.50
,10664,Quercus robur,9.40
,10665,Quercus robur,10.80
,10666,Magnolia x soulangeana,3.50
,10667,Magnolia x soulangeana,4.00
,10668,Magnolia x soulangeana,4.00
,10669,Magnolia x soulangeana,3.00
,10670,Tilia cordata,2.20
,10671,Tilia cordata,1.50
,10672,Tilia cordata,1.80
,10673,Tilia cordata,1.80
,10674,Tilia cordata,2.60
,10675,Tilia cordata,2.60
,10676,Tilia cordata,2.60
,10677,Tilia cordata,2.60
,10678,Platanus x hispanica,3.00
,10679,Platanus x hispanica,3.00
,10680,Platanus x hispanica,7.90
,10681,Platanus x hispanica,3.00
,10682,Platanus x hispanica,2.50
,10683,Platanus x hispanica,3.00
,10684,Platanus x hispanica,3.50
,10685,Platanus x hispanica,3.50
,10686,Platanus x hispanica,2.50
,10687,Platanus x hispanica,7.90
,10688,Platanus x hispanica,8.60
,10689,Platanus x hispanica,8.60
,10690,Platanus x hispanica,7.20
,10691,Platanus x hispanica,8.60
,10692,Platanus x hispanica,9.40
,10693,Platanus x hispanica,7.90
,10694,Platanus x hispanica,7.90
,10695,Platanus x hispanica,9.40
,10696,Platanus x hispanica,9.40
,10697,Platanus x hispanica,9.40
,10698,Platanus x hispanica,9.40
,10699,Platanus x hispanica,8.60
,10700,Platanus x hispanica,10.10
,10701,Platanus x hispanica,10.10
,10702,Platanus x hispanica,9.40
,10703,Platanus x hispanica,3.00
,10704,Acer platanoides,16.00
,10705,Acer platanoides,11.00
,10706,Acer platanoides,11.00
,10707,Acer platanoides,12.00
,10708,Acer platanoides,8.60
,10709,Acer platanoides,11.00
,10710,Acer platanoides,6.60
,10711,Acer platanoides,6.60
,10712,Acer platanoides,9.70
,10713,Tilia cordata,16.60
,10714,Tilia cordata,16.00
,10715,Acer platanoides,27.30
,10716,Acer platanoides,14.80
,10717,Tilia cordata,1.80
,10718,Tilia cordata,10.20
,10719,Tilia cordata,3.00
,10720,Tilia cordata,7.50
,10721,Tilia cordata,2.20
,10722,Tilia cordata,7.50
,10723,Tilia cordata,7.50
,10724,Tilia cordata,8.60
,10725,Tilia cordata,8.60
,10726,Tilia cordata,9.10
,10727,Tilia cordata,5.60
,10728,Tilia cordata,5.60
,10729,Tilia cordata,8.00
,10730,Tilia cordata,7.00
,10731,Tilia cordata,6.00
,10732,Tilia cordata,6.00
,10733,Tilia cordata,5.10
,10734,Tilia cordata,6.00
,10735,Tilia cordata,6.50
,10736,Tilia cordata,8.00
,10737,Tilia cordata,4.20
,10738,Tilia cordata,4.20
,10739,Tilia cordata,5.10
,10740,Tilia cordata,5.10
,10741,Tilia cordata,5.10
,10742,Tilia cordata,3.00
,10743,Tilia cordata,3.40
,10744,Tilia cordata,3.80
,10745,Tilia cordata,2.20
,10746,Tilia cordata,2.20
,10747,Tilia cordata,2.20
,10748,Tilia cordata,8.00
,10749,Tilia cordata,7.50
,10750,Tilia cordata,7.50
,10751,Tilia cordata,4.20
,10752,Tilia cordata,7.50
,10753,Tilia cordata,1.80
,10754,Carpinus betulus,3.50
,10755,Tilia cordata,10.70
,10756,Tilia cordata,2.20
,10757,Tilia cordata,2.20
,10758,Fraxinus angustifolia ssp. Oxycarpa,5.80
,10759,Corylus colurna,15.30
,10760,Corylus colurna,6.50
,10761,Corylus colurna,6.50
,10762,Corylus colurna,8.10
,10763,Corylus colurna,15.30
,10764,Corylus colurna,10.60
,10765,Corylus colurna,19.30
,10766,Fraxinus angustifolia,2.20
,10767,Fraxinus angustifolia,1.50
,10768,Fraxinus angustifolia,1.50
,10769,Fraxinus angustifolia,10.60
,10770,Acer campestre,1.70
,10771,Celtis australis,1.30
,10772,Celtis australis,1.10
,10773,Celtis australis,1.10
,10774,Celtis australis,1.10
,10775,Celtis australis,1.10
,10776,Celtis australis,1.80
,10777,Celtis australis,2.10
,10778,Celtis australis,1.30
,10779,Celtis australis,1.70
,10780,Celtis australis,1.30
,10781,Liquidambar styraciflua,6.10
,10782,Liquidambar styraciflua,5.60
,10783,Liquidambar styraciflua,4.30
,10784,Acer x freemanii,11.70
,10785,Acer x freemanii,11.70
,10786,Acer x freemanii,11.70
,10787,Aesculus hippocastanum,46.50
,10788,Aesculus hippocastanum,44.80
,10789,Corylus colurna,20.40
,10790,Fraxinus angustifolia,2.80
,10791,Fraxinus angustifolia,2.80
,10792,Corylus colurna,12.40
,10793,Corylus colurna,23.70
,10794,Fraxinus angustifolia,1.60
,10795,Corylus colurna,16.30
,10796,Fraxinus angustifolia,1.60
,10797,Corylus colurna,14.30
,10798,Fraxinus angustifolia,2.30
,10799,Fraxinus angustifolia,2.30
,10800,Corylus colurna,14.30
,10801,Corylus colurna,17.30
,10802,Corylus colurna,13.30
,10803,Fraxinus angustifolia,2.80
,10804,Corylus colurna,23.70
,10805,Fraxinus angustifolia,2.60
,10806,Fraxinus angustifolia,1.60
,10807,Sophora japonica,15.60
,10808,Sophora japonica,21.60
,10809,Corylus colurna,6.50
,10810,Sophora japonica,14.40
,10811,Fraxinus angustifolia,1.50
,10812,Fraxinus angustifolia,1.50
,10813,Corylus colurna,8.90
,10814,Sophora japonica,10.90
,10815,Sophora japonica,23.00
,10816,Sophora japonica,10.90
,10817,Corylus colurna,12.40
,10818,Sophora japonica,10.40
,10819,Sophora japonica,10.40
,10820,Fraxinus angustifolia,1.60
,10821,Corylus colurna,11.50
,10822,Sophora japonica,29.00
,10823,Sophora japonica,17.50
,10824,Sophora japonica,10.90
,10825,Sophora japonica,20.20
,10826,Sophora japonica,24.50
,10827,Sophora japonica,6.00
,10828,Sophora japonica,28.20
,10829,Eucalyptus cordata,0.50
,10830,Sophora japonica,24.50
,10831,Fraxinus angustifolia,2.30
,10832,Corylus colurna,9.70
,10833,Sophora japonica,3.90
,10834,Sophora japonica,21.60
,10835,Sophora japonica,5.50
,10836,Sophora japonica,6.40
,10837,Sophora japonica,5.50
,10838,Sophora japonica,14.40
,10839,Sophora japonica,9.90
,10840,Sophora japonica,10.90
,10841,Sophora japonica,14.40
,10842,Sophora japonica,23.00
,10843,Fraxinus angustifolia,2.20
,10844,Sophora japonica,23.00
,10845,Celtis australis,2.10
,10846,Celtis australis,2.20
,10847,Morus alba,5.20
,10848,Morus alba,4.40
,10849,Platanus x hispanica,5.90
,10851,Platanus x hispanica,6.50
,10852,Platanus x hispanica,7.20
,10853,Platanus x hispanica,7.20
,10854,Platanus x hispanica,6.50
,10855,Platanus x hispanica,7.20
,10856,Platanus x hispanica,7.20
,10857,Platanus x hispanica,7.20
,10858,Platanus x hispanica,7.90
,10859,Platanus x hispanica,8.60
,10860,Platanus x hispanica,6.50
,10861,Platanus x hispanica,8.60
,10862,Platanus x hispanica,5.90
,10863,Platanus x hispanica,5.90
,10864,Platanus x hispanica,2.00
,10865,Platanus x hispanica,8.60
,10866,Platanus x hispanica,3.00
,10867,Platanus x hispanica,8.60
,10868,Platanus x hispanica,7.90
,10869,Platanus x hispanica,8.60
,10870,Platanus x hispanica,7.20
,10871,Platanus x hispanica,7.20
,10872,Platanus x hispanica,7.20
,10873,Platanus x hispanica,7.20
,10874,Platanus x hispanica,7.90
,10875,Platanus x hispanica,3.00
,10876,Platanus x hispanica,3.00
,10877,Platanus x hispanica,3.00
,10878,Platanus x hispanica,3.00
,10879,Celtis australis,1.10
,10880,Platanus x hispanica,24.90
,10881,Acer campestre,2.00
,10882,Acer platanoides,15.30
,10883,Platanus x hispanica,11.70
,10884,Platanus x hispanica,31.40
,10885,Platanus x hispanica,23.80
,10886,Platanus x hispanica,17.90
,10887,Platanus x hispanica,7.90
,10888,Crataegus,3.30
,10889,Crataegus,3.30
,10890,Crataegus,2.00
,10891,Crataegus,2.00
,10892,Crataegus,2.00
,10893,Prunus avium,19.70
,10894,Celtis australis,1.40
,10895,Tilia cordata,19.20
,10896,Platanus x hispanica,5.90
,10898,Aesculus hippocastanum,2.40
,10899,Prunus serrulata,3.80
,10900,Platanus x hispanica,3.00
,10901,Platanus x hispanica,3.00
,10902,Platanus x hispanica,3.00
,10903,Platanus x hispanica,3.00
,10904,Clerodendrum trichotomum,6.10
,10905,Clerodendrum trichotomum,6.10
,10906,Clerodendrum trichotomum,5.20
,10907,Clerodendrum trichotomum,5.20
,10908,Clerodendrum trichotomum,5.20
,10909,Clerodendrum trichotomum,5.20
,10910,Clerodendrum trichotomum,5.20
,10911,Clerodendrum trichotomum,5.20
,10912,Clerodendrum trichotomum,5.20
,10913,Clerodendrum trichotomum,5.20
,10914,Platanus x hispanica,2.50
,10915,Platanus x hispanica,2.50
,10916,Platanus x hispanica,2.50
,10917,Platanus x hispanica,2.50
,10918,Platanus x hispanica,2.50
,10919,Platanus x hispanica,2.50
,10920,Platanus x hispanica,2.50
,10921,Platanus x hispanica,2.50
,10922,Platanus x hispanica,2.50
,10923,Platanus x hispanica,2.50
,10924,Platanus x hispanica,2.50
,10925,Platanus x hispanica,2.50
,10926,Platanus x hispanica,2.50
,10927,Platanus x hispanica,2.50
,10928,Platanus x hispanica,2.50
,10929,Platanus x hispanica,2.50
,10930,Platanus x hispanica,2.50
,10931,Platanus x hispanica,2.50
,10932,Platanus x hispanica,2.50
,10933,Platanus x hispanica,2.50
,10934,Platanus x hispanica,2.50
,10935,Platanus x hispanica,2.50
,10936,Platanus x hispanica,2.50
,10937,Celtis australis,1.30
,10938,Celtis australis,1.50
,10939,Celtis australis,1.50
,10940,Celtis australis,1.50
,10941,Celtis australis,1.50
,10942,Platanus x hispanica,7.90
,10943,Platanus x hispanica,8.60
,10944,Platanus x hispanica,8.60
,10945,Platanus x hispanica,3.50
,10946,Platanus x hispanica,4.60
,10947,Platanus x hispanica,7.20
,10948,Platanus x hispanica,7.20
,10949,Platanus x hispanica,9.40
,10950,Platanus x hispanica,7.90
,10951,Platanus x hispanica,9.40
,10952,Platanus x hispanica,12.60
,10953,Platanus x hispanica,12.60
,10954,Platanus x hispanica,10.10
,10955,Platanus x hispanica,11.70
,10956,Platanus x hispanica,10.90
,10957,Platanus x hispanica,7.90
,10958,Platanus x hispanica,7.90
,10959,Platanus x hispanica,7.90
,10960,Platanus x hispanica,10.90
,10961,Platanus x hispanica,5.20
,10962,Platanus x hispanica,4.10
,10963,Platanus x hispanica,9.40
,10964,Platanus x hispanica,7.90
,10965,Platanus x hispanica,7.90
,10966,Platanus x hispanica,7.90
,10967,Platanus x hispanica,7.90
,10968,Platanus x hispanica,3.00
,10969,Platanus x hispanica,14.30
,10970,Platanus x hispanica,9.40
,10971,Platanus x hispanica,15.10
,10972,Platanus x hispanica,3.00
,10973,Platanus x hispanica,2.50
,10974,Platanus x hispanica,9.40
,10975,Platanus x hispanica,15.10
,10976,Platanus x hispanica,2.50
,10977,Platanus x hispanica,2.50
,10978,Platanus x hispanica,7.90
,10979,Platanus x hispanica,5.20
,10980,Platanus x hispanica,10.10
,10981,Platanus x hispanica,7.90
,10982,Platanus x hispanica,7.90
,10983,Platanus x hispanica,7.90
,10984,Celtis australis,4.70
,10985,Prunus avium,13.90
,10986,Celtis australis,5.40
,10987,Celtis australis,2.60
,10988,Tilia cordata,2.60
,10989,Tilia x europaea,6.10
,10990,Tilia x europaea,6.10
,10991,Tilia cordata,2.60
,10992,Tilia cordata,2.60
,10993,Tilia cordata,2.60
,10994,Tilia x europaea,6.10
,10995,Tilia x europaea,6.10
,10996,Tilia x europaea,6.10
